t,theta,theta_dot,voltage
4.913000,0.306796,5.255702,-3.000000
4.914000,0.312932,5.255702,-3.000000
4.915000,0.316000,5.255702,-3.000000
4.916000,0.322136,5.108598,-3.000000
4.917000,0.325204,5.108598,-3.000000
4.918000,0.331340,4.577126,-3.000000
4.919000,0.334408,4.577126,-3.000000
4.920000,0.337476,4.577126,-3.000000
4.921000,0.340544,4.043386,-3.000000
4.922000,0.346680,4.231732,-3.000000
4.923000,0.349748,4.231732,-3.000000
4.924000,0.352816,4.156132,-3.000000
4.925000,0.355884,3.767629,-3.000000
4.926000,0.358952,3.767629,-3.000000
4.927000,0.362019,3.767629,-3.000000
4.928000,0.365087,3.558604,-3.000000
4.929000,0.368155,3.203080,-3.000000
4.930000,0.368155,3.203080,-3.000000
4.931000,0.371223,3.203080,-3.000000
4.932000,0.374291,3.203080,-3.000000
4.933000,0.377359,2.904016,-3.000000
4.934000,0.377359,2.347986,-3.000000
4.935000,0.380427,2.548486,-3.000000
4.936000,0.380427,2.548486,-3.000000
4.937000,0.383495,2.548486,-3.000000
4.938000,0.383495,2.548486,-3.000000
4.939000,0.386563,2.548486,-3.000000
4.940000,0.386563,2.205569,-3.000000
4.941000,0.386563,1.870859,-3.000000
4.942000,0.386563,1.621824,-3.000000
4.943000,0.389631,1.432339,-3.000000
4.944000,0.389631,1.284323,-3.000000
4.945000,0.389631,1.161392,-3.000000
4.946000,0.389631,1.061609,-3.000000
4.947000,0.389631,0.976564,-3.000000
4.948000,0.389631,0.905035,-3.000000
4.949000,0.389631,0.842544,-3.000000
4.950000,0.389631,0.788586,-3.000000
4.951000,0.389631,0.740824,-3.000000
4.952000,0.389631,0.698735,-3.000000
4.953000,0.386563,-0.661006,-3.000000
4.954000,0.386563,-0.627220,-3.000000
4.955000,0.386563,-0.596656,-3.000000
4.956000,0.383495,-1.675029,-3.000000
4.957000,0.383495,-1.675029,-3.000000
4.958000,0.380427,-1.675029,-3.000000
4.959000,0.380427,-1.675029,-3.000000
4.960000,0.377359,-1.675029,-3.000000
4.961000,0.377359,-1.675029,-3.000000
4.962000,0.374291,-1.675029,-3.000000
4.963000,0.371223,-0.585474,-3.000000
4.964000,0.371223,-0.585474,-3.000000
4.965000,0.368155,-0.585474,-3.000000
4.966000,0.365087,-0.585474,-3.000000
4.967000,0.362019,-0.585474,-3.000000
4.968000,0.358952,-2.144433,-3.000000
4.969000,0.355884,-2.144433,-3.000000
4.970000,0.352816,-2.144433,-3.000000
4.971000,0.349748,-2.144433,-3.000000
4.972000,0.346680,-2.812905,-3.000000
4.973000,0.343612,-2.812905,-3.000000
4.974000,0.340544,-2.812905,-3.000000
4.975000,0.337476,-2.812905,-3.000000
4.976000,0.331340,-3.346538,-3.000000
4.977000,0.328272,-3.346538,-3.000000
4.978000,0.325204,-3.346538,-3.000000
4.979000,0.319068,-3.817686,-3.000000
4.980000,0.316000,-3.817686,-3.000000
4.981000,0.309864,-4.231165,-3.000000
4.982000,0.306796,-4.231165,-3.000000
4.983000,0.300660,-4.231165,-3.000000
4.984000,0.297592,-4.586415,-3.000000
4.985000,0.291456,-4.586415,-3.000000
4.986000,0.285320,-4.921425,-3.000000
4.987000,0.282252,-4.921425,-3.000000
4.988000,0.276117,-4.921425,-3.000000
4.989000,0.269981,-5.222741,-3.000000
4.990000,0.263845,-5.222741,-3.000000
4.991000,0.257709,-5.500603,-3.000000
4.992000,0.251573,-5.500603,-3.000000
4.993000,0.245437,-5.772534,-3.000000
4.994000,0.239301,-5.772534,-3.000000
4.995000,0.233165,-6.014915,-3.000000
4.996000,0.227029,-6.014915,-3.000000
4.997000,0.220893,-6.262433,-3.000000
4.998000,0.214757,-6.262433,-3.000000
4.999000,0.208621,-6.468702,-3.000000
5.000000,0.202485,-6.468702,-3.000000
5.001000,0.193282,-6.679414,3.000000
5.002000,0.187146,-6.879213,3.000000
5.003000,0.181010,-6.879213,3.000000
5.004000,0.174874,-6.591663,3.000000
5.005000,0.168738,-6.591663,3.000000
5.006000,0.162602,-6.606153,3.000000
5.007000,0.153398,-6.606153,3.000000
5.008000,0.150330,-6.408368,3.000000
5.009000,0.144194,-6.408368,3.000000
5.010000,0.138058,-6.123718,3.000000
5.011000,0.131922,-6.123718,3.000000
5.012000,0.125786,-5.918263,3.000000
5.013000,0.119651,-5.918263,3.000000
5.014000,0.116583,-5.409674,3.000000
5.015000,0.110447,-5.548722,3.000000
5.016000,0.104311,-5.548722,3.000000
5.017000,0.101243,-5.207413,3.000000
5.018000,0.095107,-5.207413,3.000000
5.019000,0.092039,-4.849121,3.000000
5.020000,0.085903,-4.813616,3.000000
5.021000,0.082835,-4.813616,3.000000
5.022000,0.079767,-4.238146,3.000000
5.023000,0.073631,-4.434450,3.000000
5.024000,0.070563,-4.434450,3.000000
5.025000,0.067495,-4.137217,3.000000
5.026000,0.064427,-3.989943,3.000000
5.027000,0.061359,-3.989943,3.000000
5.028000,0.058291,-3.989943,3.000000
5.029000,0.055223,-3.310217,3.000000
5.030000,0.052155,-3.470109,3.000000
5.031000,0.049087,-3.470109,3.000000
5.032000,0.046019,-3.470109,3.000000
5.033000,0.042951,-3.171680,3.000000
5.034000,0.039884,-2.867859,3.000000
5.035000,0.039884,-2.867859,3.000000
5.036000,0.036816,-2.867859,3.000000
5.037000,0.036816,-2.867859,3.000000
5.038000,0.033748,-2.867859,3.000000
5.039000,0.030680,-2.432484,3.000000
5.040000,0.030680,-2.029807,3.000000
5.041000,0.030680,-1.742476,3.000000
5.042000,0.027612,-2.136856,3.000000
5.043000,0.027612,-2.136856,3.000000
5.044000,0.027612,-2.136856,3.000000
5.045000,0.024544,-2.136856,3.000000
5.046000,0.024544,-2.136856,3.000000
5.047000,0.024544,-2.136856,3.000000
5.048000,0.024544,-1.871097,3.000000
5.049000,0.024544,-1.623165,3.000000
5.050000,0.024544,-1.435702,3.000000
5.051000,0.024544,-1.283845,3.000000
5.052000,0.024544,-1.162783,3.000000
5.053000,0.024544,-1.062160,3.000000
5.054000,0.024544,-0.977661,3.000000
5.055000,0.027612,0.905232,3.000000
5.056000,0.027612,0.843262,3.000000
5.057000,0.027612,0.788985,3.000000
5.058000,0.030680,0.741391,3.000000
5.059000,0.030680,0.699018,3.000000
5.060000,0.033748,0.661368,3.000000
5.061000,0.033748,0.627444,3.000000
5.062000,0.036816,0.609830,3.000000
5.063000,0.036816,0.609830,3.000000
5.064000,0.039884,0.609830,3.000000
5.065000,0.042951,0.609830,3.000000
5.066000,0.042951,0.609830,3.000000
5.067000,0.046019,0.609830,3.000000
5.068000,0.049087,1.645684,3.000000
5.069000,0.052155,1.645684,3.000000
5.070000,0.055223,1.645684,3.000000
5.071000,0.058291,1.645684,3.000000
5.072000,0.061359,2.475549,3.000000
5.073000,0.064427,2.475549,3.000000
5.074000,0.067495,2.475549,3.000000
5.075000,0.070563,2.475549,3.000000
5.076000,0.073631,3.084487,3.000000
5.077000,0.076699,3.084487,3.000000
5.078000,0.082835,3.084487,3.000000
5.079000,0.085903,3.590388,3.000000
5.080000,0.088971,3.590388,3.000000
5.081000,0.095107,3.590388,3.000000
5.082000,0.098175,4.024051,3.000000
5.083000,0.104311,4.024051,3.000000
5.084000,0.107379,4.024051,3.000000
5.085000,0.113515,4.399869,3.000000
5.086000,0.116583,4.399869,3.000000
5.087000,0.122718,4.749447,3.000000
5.088000,0.128854,4.749447,3.000000
5.089000,0.131922,4.749447,3.000000
5.090000,0.138058,5.064239,3.000000
5.091000,0.144194,5.064239,3.000000
5.092000,0.150330,5.363179,3.000000
5.093000,0.156466,5.363179,3.000000
5.094000,0.159534,5.645076,3.000000
5.095000,0.165670,5.645076,3.000000
5.096000,0.171806,5.891350,3.000000
5.097000,0.177942,5.891350,3.000000
