t,theta,alpha,theta_dot,alpha_dot,voltage,mode
0.000000,-0.214757,0.309864,0.015214,0.040288,-6.000000,1
0.001000,-0.214757,0.309864,0.015195,0.040288,-6.000000,1
0.002000,-0.214757,0.312932,0.015176,0.040288,-6.000000,1
0.003000,-0.214757,0.312932,0.015157,0.040288,-6.000000,1
0.004000,-0.214757,0.312932,0.015139,0.040288,-6.000000,1
0.005000,-0.217825,0.312932,-0.015120,0.040288,-6.000000,1
0.006000,-0.217825,0.312932,-0.015120,0.040288,-6.000000,1
0.007000,-0.217825,0.312932,-0.015120,0.040288,-6.000000,1
0.008000,-0.217825,0.312932,-0.015120,0.040288,-6.000000,1
0.009000,-0.217825,0.309864,-0.015101,0.040288,-6.000000,1
0.010000,-0.217825,0.309864,-0.015101,0.040288,-6.000000,1
0.011000,-0.217825,0.309864,-0.015101,0.040288,-6.000000,1
0.012000,-0.220893,0.309864,-0.021429,-0.066143,-6.000000,1
0.013000,-0.220893,0.309864,-0.021429,-0.066143,-6.000000,1
0.014000,-0.220893,0.309864,-0.021429,-0.066143,-6.000000,1
0.015000,-0.227029,0.303728,-0.021429,-4.792208,3.408929,1
0.016000,-0.233165,0.300660,-0.043461,-2.206533,-2.396726,1
0.017000,-0.233165,0.300660,-0.043461,-2.206533,-2.396726,1
0.018000,-0.236233,0.297592,-0.043461,-1.872107,-3.025319,1
0.019000,-0.236233,0.297592,-0.043461,-1.872107,-3.025409,1
0.020000,-0.236233,0.297592,-0.043461,-1.872107,-3.025498,1
0.021000,-0.236233,0.291456,-0.043461,-1.718342,-3.210399,1
0.022000,-0.236233,0.291456,-0.043461,-1.718342,-3.210486,1
0.023000,-0.236233,0.291456,-0.043461,-1.718342,-3.210574,1
0.024000,-0.242369,0.291456,-0.043461,-1.718342,-3.222933,1
0.025000,-0.242369,0.291456,-0.043461,-1.718342,-3.223020,1
0.026000,-0.242369,0.291456,-0.043461,-1.718342,-3.223108,1
0.027000,-0.248505,0.288388,-1.734860,-1.654581,-4.993026,1
0.028000,-0.251573,0.285320,-1.734860,-1.074808,-6.000000,1
0.029000,-0.254641,0.282252,-1.690395,-1.027658,-6.000000,1
0.030000,-0.257709,0.282252,-1.601102,-1.027658,-6.000000,1
0.031000,-0.257709,0.282252,-1.601102,-1.027658,-6.000000,1
0.032000,-0.260777,0.279185,-1.601102,-1.027658,-5.954005,1
0.033000,-0.260777,0.279185,-1.601102,-1.027658,-5.954088,1
0.034000,-0.263845,0.276117,-1.601102,-1.027658,-5.898948,1
0.035000,-0.266913,0.276117,-1.601102,-1.027658,-5.905167,1
0.036000,-0.269981,0.273049,-1.778811,-1.027658,-6.000000,1
0.037000,-0.273049,0.269981,-1.778811,-1.470193,-5.087521,1
0.038000,-0.276117,0.269981,-1.778811,-1.470193,-5.093738,1
0.039000,-0.276117,0.266913,-1.778811,-1.470193,-5.032459,1
0.040000,-0.279185,0.263845,-1.778811,-1.470193,-4.977315,1
0.041000,-0.282252,0.263845,-2.514272,-1.470193,-5.718990,1
0.042000,-0.285320,0.260777,-2.514272,-1.470193,-5.663845,1
0.043000,-0.288388,0.260777,-2.514272,-1.470193,-5.670060,1
0.044000,-0.291456,0.257709,-2.514272,-1.935427,-4.684445,1
0.045000,-0.294524,0.257709,-2.667680,-1.935427,-4.844067,1
0.046000,-0.297592,0.254641,-2.667680,-1.935427,-4.788920,1
0.047000,-0.300660,0.251573,-2.667680,-1.935427,-4.733772,1
0.048000,-0.303728,0.248505,-2.667680,-1.935427,-4.678623,1
0.049000,-0.306796,0.245437,-3.072645,-2.359844,-4.179605,1
0.050000,-0.309864,0.242369,-3.072645,-2.359844,-4.124454,1
0.051000,-0.312932,0.242369,-3.072645,-2.359844,-4.130663,1
0.052000,-0.319068,0.239301,-3.295438,-2.359844,-4.304440,1
0.053000,-0.322136,0.236233,-3.295438,-2.359844,-4.249288,1
0.054000,-0.325204,0.233165,-3.295438,-2.530908,-3.852007,1
0.055000,-0.328272,0.230097,-3.295438,-2.530908,-3.796853,1
0.056000,-0.331340,0.227029,-3.531467,-2.530908,-3.977726,1
0.057000,-0.331340,0.227029,-3.531467,-2.530908,-3.977794,1
0.058000,-0.334408,0.223961,-3.531467,-2.530908,-3.922638,1
0.059000,-0.334408,0.223961,-3.531467,-2.530908,-3.922705,1
0.060000,-0.334408,0.223961,-3.531467,-2.530908,-3.922772,1
0.061000,-0.340544,0.220893,-3.531467,-2.890043,-3.155481,1
0.062000,-0.340544,0.220893,-3.531467,-2.890043,-3.155547,1
0.063000,-0.340544,0.220893,-3.531467,-2.890043,-3.155613,1
0.064000,-0.352816,0.211689,-3.693064,-2.890043,-3.157740,1
0.065000,-0.352816,0.211689,-3.693064,-2.890043,-3.157804,1
0.066000,-0.352816,0.211689,-3.693064,-2.890043,-3.157867,1
0.067000,-0.365087,0.202485,-3.916147,-2.876251,-3.249061,1
0.068000,-0.380427,0.190214,-4.322193,-3.134315,-2.924278,1
0.069000,-0.386563,0.187146,-4.322193,-3.134315,-2.875247,1
0.070000,-0.389631,0.184078,-4.322193,-3.295537,-2.497637,1
0.071000,-0.389631,0.184078,-4.322193,-3.295537,-2.497692,1
0.072000,-0.389631,0.184078,-4.322193,-3.295537,-2.497747,1
0.073000,-0.389631,0.184078,-4.322193,-3.295537,-2.497802,1
0.074000,-0.404971,0.171806,-4.633775,-3.493847,-2.198058,1
0.075000,-0.404971,0.171806,-4.633775,-3.493847,-2.198110,1
0.076000,-0.404971,0.171806,-4.633775,-3.493847,-2.198162,1
0.077000,-0.404971,0.171806,-4.633775,-3.493847,-2.198213,1
0.078000,-0.411107,0.168738,-4.633775,-3.493847,-2.149176,1
0.079000,-0.411107,0.168738,-4.633775,-3.493847,-2.149227,1
0.080000,-0.411107,0.168738,-4.633775,-3.493847,-2.149278,1
0.081000,-0.429515,0.153398,-4.989598,-3.673854,-1.875151,1
0.082000,-0.429515,0.153398,-4.989598,-3.673854,-1.875197,1
0.083000,-0.429515,0.153398,-4.989598,-3.673854,-1.875243,1
0.084000,-0.444854,0.144194,-5.197304,-3.802374,-1.672554,1
0.085000,-0.469398,0.125786,-5.426519,-3.934387,-1.318712,1
0.086000,-0.472466,0.122718,-5.426519,-4.065900,-1.000501,1
0.087000,-0.472466,0.122718,-5.426519,-4.065900,-1.000537,1
0.088000,-0.484738,0.113515,-5.499405,-4.065900,-0.913924,1
0.089000,-0.490874,0.110447,-5.604969,-4.108457,-0.885320,1
0.090000,-0.497010,0.107379,-5.604969,-4.108457,-0.836265,1
0.091000,-0.518486,0.088971,-5.649805,-4.111401,-0.550035,1
0.092000,-0.518486,0.088971,-5.649805,-4.111401,-0.550062,1
0.093000,-0.536893,0.076699,-5.651611,-4.089801,0.000000,1
0.094000,-0.552233,0.064427,-5.635894,-4.048500,0.000000,1
0.095000,-0.552233,0.064427,-5.635894,-4.048500,0.000000,1
0.096000,-0.558369,0.061359,-5.635894,-4.069514,0.452462,1
0.097000,-0.558369,0.061359,-5.635894,-4.069514,0.452443,1
0.098000,-0.558369,0.061359,-5.635894,-4.069514,0.452425,1
0.099000,-0.558369,0.061359,-5.635894,-4.069514,0.452406,1
0.100000,-0.558369,0.061359,-5.635894,-4.069514,0.452388,1
0.101000,-0.558369,0.061359,-5.635894,-4.069514,0.452370,1
0.102000,-0.558369,0.061359,-5.635894,-4.069514,0.452351,1
0.103000,-0.558369,0.061359,-5.635894,-4.069514,0.452333,1
0.104000,-0.564505,0.058291,-5.582517,-4.069514,0.554779,1
0.105000,-0.579845,0.046019,-5.521951,-3.818165,0.000000,1
0.106000,-0.585981,0.042951,-5.521951,-3.818165,0.000000,1
0.107000,-0.592117,0.039884,-5.410734,-3.818165,0.536757,1
0.108000,-0.595185,0.036816,-5.410734,-3.674007,0.000000,1
0.109000,-0.601320,0.030680,-5.424686,-3.674007,0.000000,1
0.110000,-0.607456,0.027612,-5.424686,-3.674007,0.000000,1
0.111000,-0.613592,0.024544,-5.324043,-3.510658,0.000000,1
0.112000,-0.616660,0.021476,-5.324043,-3.510658,0.000000,1
0.113000,-0.622796,0.018408,-5.324043,-3.510658,0.000000,1
0.114000,-0.628932,0.015340,-5.282568,-3.510658,0.467100,1
0.115000,-0.632000,0.012272,-5.282568,-3.373897,0.000000,1
0.116000,-0.638136,0.009204,-5.241952,-3.373897,0.000000,1
0.117000,-0.644272,0.006136,-5.241952,-3.373897,0.000000,1
0.118000,-0.647340,0.003068,-5.241952,-3.352455,0.000000,1
0.119000,-0.653476,0.000000,-5.209255,-3.262162,0.000000,1
0.120000,-0.659612,-0.003068,-5.209255,-3.262162,0.000000,1
0.121000,-0.662680,-0.006136,-5.159128,-3.262162,0.455561,1
0.122000,-0.668816,-0.009204,-5.159128,-3.146661,0.000000,1
0.123000,-0.674952,-0.012272,-5.118453,-3.125291,0.000000,1
0.124000,-0.678020,-0.015340,-5.118453,-3.125291,0.000000,1
0.125000,-0.684155,-0.018408,-5.118453,-3.125291,0.000000,1
0.126000,-0.690291,-0.021476,-5.084463,-3.091794,0.000000,1
0.127000,-0.708699,-0.033748,-5.024412,-3.026961,0.580103,1
0.128000,-0.708699,-0.033748,-5.024412,-3.026961,0.580113,1
0.129000,-0.708699,-0.033748,-5.024412,-3.026961,0.580123,1
0.130000,-0.708699,-0.033748,-5.024412,-3.026961,0.580133,1
0.131000,-0.714835,-0.036816,-4.973869,-2.945803,0.517458,1
0.132000,-0.717903,-0.039884,-4.973869,-2.945803,0.572694,1
0.133000,-0.724039,-0.042951,-4.902991,-2.945803,0.692671,1
0.134000,-0.727107,-0.046019,-4.902991,-2.945803,0.747908,1
0.135000,-0.742447,-0.055223,-4.841628,-2.894958,0.860996,1
0.136000,-0.742447,-0.055223,-4.841628,-2.894958,0.861012,1
0.137000,-0.742447,-0.055223,-4.841628,-2.894958,0.861029,1
0.138000,-0.748583,-0.058291,-4.713244,-2.894958,1.038518,1
0.139000,-0.760854,-0.064427,-4.566504,-2.716321,0.926178,1
0.140000,-0.760854,-0.064427,-4.566504,-2.716321,0.926197,1
0.141000,-0.760854,-0.064427,-4.566504,-2.716321,0.926216,1
0.142000,-0.779262,-0.073631,-4.432692,-2.511442,0.797555,1
0.143000,-0.785398,-0.079767,-4.277540,-2.511442,1.063178,1
0.144000,-0.797670,-0.085903,-4.120278,-2.275649,0.847054,1
0.145000,-0.797670,-0.085903,-4.120278,-2.275649,0.847080,1
0.146000,-0.797670,-0.085903,-4.120278,-2.275649,0.847106,1
0.147000,-0.797670,-0.085903,-4.120278,-2.275649,0.847132,1
0.148000,-0.797670,-0.085903,-4.120278,-2.275649,0.847157,1
0.149000,-0.797670,-0.085903,-4.120278,-2.275649,0.847183,1
0.150000,-0.797670,-0.085903,-4.120278,-2.275649,0.847209,1
0.151000,-0.806874,-0.088971,-4.120278,-2.275649,0.890187,1
0.152000,-0.806874,-0.088971,-4.120278,-2.275649,0.890214,1
0.153000,-0.806874,-0.088971,-4.120278,-2.275649,0.890240,1
0.154000,-0.806874,-0.088971,-4.120278,-2.275649,0.890267,1
0.155000,-0.806874,-0.088971,-4.120278,-2.275649,0.890294,1
0.156000,-0.806874,-0.088971,-4.120278,-2.275649,0.890321,1
0.157000,-0.806874,-0.088971,-4.120278,-2.275649,0.890347,1
0.158000,-0.809942,-0.092039,-3.935474,-2.275649,1.130402,1
0.159000,-0.831418,-0.104311,-3.792012,-2.067161,1.059406,1
0.160000,-0.834486,-0.104311,-3.632784,-2.067161,1.212529,1
0.161000,-0.837554,-0.107379,-3.632784,-2.067161,1.267785,1
0.162000,-0.840621,-0.110447,-3.632784,-1.873882,0.936483,1
0.163000,-0.846757,-0.110447,-3.472768,-1.873882,1.084260,1
0.164000,-0.849825,-0.113515,-3.472768,-1.873882,1.139517,1
0.165000,-0.852893,-0.113515,-3.472768,-1.873882,1.133416,1
0.166000,-0.855961,-0.116583,-3.472768,-1.873882,1.188674,1
0.167000,-0.859029,-0.116583,-3.315707,-1.873882,1.339634,1
0.168000,-0.862097,-0.119651,-3.315707,-1.873882,1.394893,1
0.169000,-0.865165,-0.119651,-3.315707,-1.697321,1.035672,1
0.170000,-0.868233,-0.122718,-3.315707,-1.563420,0.823128,1
0.171000,-0.871301,-0.122718,-3.137688,-1.563420,0.995048,1
0.172000,-0.874369,-0.122718,-3.137688,-1.563420,0.988949,1
0.173000,-0.877437,-0.125786,-3.137688,-1.563420,1.044210,1
0.174000,-0.880505,-0.125786,-3.137688,-1.563420,1.038112,1
0.175000,-0.880505,-0.128854,-2.898357,-1.563420,1.338841,1
0.176000,-0.883573,-0.128854,-2.963419,-1.563420,1.267682,1
0.177000,-0.886641,-0.128854,-2.963419,-1.563420,1.261585,1
0.178000,-0.889709,-0.131922,-2.963419,-1.463839,1.117685,1
0.179000,-0.892777,-0.131922,-2.963419,-1.308757,0.801425,1
0.180000,-0.895845,-0.131922,-2.771150,-1.182200,0.734484,1
0.181000,-0.898913,-0.134990,-2.771150,-1.173090,0.771529,1
0.182000,-0.898913,-0.134990,-2.771150,-1.173090,0.771569,1
0.183000,-0.901981,-0.134990,-2.771150,-1.173090,0.765474,1
0.184000,-0.905049,-0.138058,-2.771150,-1.173090,0.820739,1
0.185000,-0.908117,-0.138058,-2.565074,-1.173090,1.020721,1
0.186000,-0.911185,-0.138058,-2.565074,-1.173090,1.014626,1
0.187000,-0.911185,-0.141126,-2.565074,-1.173090,1.076028,1
0.188000,-0.914253,-0.144194,-2.565074,-1.173090,1.131294,1
0.189000,-0.917321,-0.144194,-2.565074,-1.173090,1.125202,1
0.190000,-0.920388,-0.144194,-2.260014,-1.173090,1.424168,1
0.191000,-0.920388,-0.147262,-2.367914,-1.124529,1.280549,1
0.192000,-0.923456,-0.147262,-2.367914,-1.029264,1.083928,1
0.193000,-0.923456,-0.147262,-2.367914,-0.950051,0.925545,1
0.194000,-0.926524,-0.147262,-2.367914,-0.881437,0.782226,1
0.195000,-0.929592,-0.150330,-2.367914,-0.828590,0.731800,1
0.196000,-0.929592,-0.150330,-2.051610,-0.828590,1.048150,1
0.197000,-0.932660,-0.150330,-2.105976,-0.828590,0.987692,1
0.198000,-0.935728,-0.150330,-2.105976,-0.828590,0.981601,1
0.199000,-0.935728,-0.150330,-2.105976,-0.828590,0.981647,1
0.200000,-0.938796,-0.150330,-2.105976,-0.828590,0.975556,1
0.201000,-0.938796,-0.153398,-2.105976,-0.828590,1.036961,1
0.202000,-0.941864,-0.153398,-2.105976,-0.828590,1.030871,1
0.203000,-0.941864,-0.153398,-1.819058,-0.828590,1.317835,1
0.204000,-0.944932,-0.153398,-1.809677,-0.828590,1.321127,1
0.205000,-0.944932,-0.153398,-1.809677,-0.828590,1.321173,1
0.206000,-0.948000,-0.153398,-1.809677,-0.828590,1.315083,1
0.207000,-0.948000,-0.156466,-1.809677,-0.828590,1.376489,1
0.208000,-0.948000,-0.156466,-1.809677,-0.828590,1.376536,1
0.209000,-0.951068,-0.156466,-1.809677,-0.828590,1.370447,1
0.210000,-0.951068,-0.156466,-1.809677,-0.812003,1.337320,1
0.211000,-0.954136,-0.156466,-1.663397,-0.761816,1.377138,1
0.212000,-0.954136,-0.156466,-1.465212,-0.717377,1.486490,1
0.213000,-0.954136,-0.156466,-1.308113,-0.677538,1.563958,1
0.214000,-0.957204,-0.156466,-1.471827,-0.642198,1.323476,1
0.215000,-0.957204,-0.156466,-1.471827,-0.610161,1.259449,1
0.216000,-0.957204,-0.156466,-1.471827,-0.581419,1.202011,1
0.217000,-0.960272,-0.156466,-1.471827,-0.555129,1.143343,1
0.218000,-0.960272,-0.156466,-1.471827,-0.530919,1.094969,1
0.219000,-0.960272,-0.156466,-1.471827,-0.509009,1.051197,1
0.220000,-0.960272,-0.156466,-1.471827,-0.488676,1.010578,1
0.221000,-0.960272,-0.156466,-1.471827,-0.470069,0.973409,1
0.222000,-0.963340,-0.156466,-1.444065,-0.452659,0.960263,1
0.223000,-0.963340,-0.156466,-1.293123,-0.436681,1.079296,1
0.224000,-0.963340,-0.156466,-1.169053,-0.421572,1.173195,1
0.225000,-0.963340,-0.156466,-1.067157,-0.407540,1.247073,1
0.226000,-0.963340,-0.156466,-0.981642,-0.394418,1.306392,1
0.227000,-0.966408,-0.156466,-0.909090,-0.382164,1.348346,1
0.228000,-0.966408,-0.156466,-0.846846,-0.370709,1.387728,1
0.229000,-0.966408,-0.153398,-0.791824,-0.359766,1.359550,1
0.230000,-0.966408,-0.153398,-0.743695,-0.359663,1.407519,1
0.231000,-0.966408,-0.153398,-0.701172,-0.359663,1.450088,1
0.232000,-0.966408,-0.153398,-0.663376,-0.359663,1.487930,1
0.233000,-0.966408,-0.153398,-0.629338,-0.359663,1.522014,1
0.234000,-0.966408,-0.153398,-0.598715,-0.359663,1.552683,1
0.235000,-0.966408,-0.153398,-0.570845,-0.359663,1.580599,1
0.236000,-0.966408,-0.150330,-0.545540,-0.359663,1.544590,1
0.237000,-0.966408,-0.150330,-0.522309,-0.359663,1.567866,1
0.238000,-0.966408,-0.150330,-0.500863,-0.359663,1.589357,1
0.239000,-0.966408,-0.150330,-0.481381,-0.359663,1.608884,1
0.240000,-0.966408,-0.147262,-0.446294,-0.359663,1.582656,1
0.241000,-0.966408,-0.147262,-0.446294,-0.359663,1.582701,1
0.242000,-0.966408,-0.147262,-0.446294,-0.359663,1.582745,1
0.243000,-0.966408,-0.147262,-0.446294,-0.359663,1.582789,1
0.244000,-0.966408,-0.147262,-0.446294,-0.359663,1.582833,1
0.245000,-0.966408,-0.147262,-0.446294,-0.359663,1.582877,1
0.246000,-0.966408,-0.147262,-0.430627,-0.359663,1.598588,1
0.247000,-0.966408,-0.147262,-0.430627,-0.359663,1.598632,1
0.248000,-0.966408,-0.147262,-0.430627,-0.359663,1.598676,1
0.249000,-0.966408,-0.147262,-0.430627,-0.359663,1.598720,1
0.250000,-0.963340,-0.144194,0.377612,-0.359663,2.351779,1
0.251000,-0.960272,-0.138058,0.940418,0.673182,0.732356,1
0.252000,-0.960272,-0.138058,0.940418,0.673182,0.732397,1
0.253000,-0.957204,-0.134990,0.940418,0.673182,0.677214,1
0.254000,-0.957204,-0.134990,0.940418,0.673182,0.677255,1
0.255000,-0.957204,-0.134990,0.940418,0.673182,0.677295,1
0.256000,-0.957204,-0.134990,0.940418,0.673182,0.677336,1
0.257000,-0.957204,-0.134990,0.940418,0.673182,0.677376,1
0.258000,-0.957204,-0.134990,0.940418,0.673182,0.677417,1
0.259000,-0.957204,-0.131922,0.940418,0.673182,0.616097,1
0.260000,-0.951068,-0.125786,0.940418,1.363088,-1.474125,1
0.261000,-0.938796,-0.113515,0.359066,1.422285,-2.394728,1
0.262000,-0.938796,-0.113515,0.359066,1.422285,-2.394694,1
0.263000,-0.938796,-0.113515,0.359066,1.422285,-2.394660,1
0.264000,-0.938796,-0.113515,0.359066,1.422285,-2.394626,1
0.265000,-0.938796,-0.113515,0.359066,1.422285,-2.394592,1
0.266000,-0.938796,-0.113515,0.359066,1.422285,-2.394558,1
0.267000,-0.938796,-0.113515,0.359066,1.422285,-2.394524,1
0.268000,-0.938796,-0.113515,0.359066,1.422285,-2.394490,1
0.269000,-0.938796,-0.113515,0.359066,1.422285,-2.394456,1
0.270000,-0.938796,-0.110447,0.359066,1.422285,-2.455782,1
0.271000,-0.935728,-0.107379,1.194978,1.422285,-1.675061,1
0.272000,-0.935728,-0.107379,1.194978,1.422285,-1.675029,1
0.273000,-0.935728,-0.107379,1.194978,1.422285,-1.674997,1
0.274000,-0.932660,-0.104311,1.194978,1.390225,-1.666070,1
0.275000,-0.932660,-0.104311,1.194978,1.390225,-1.666039,1
0.276000,-0.932660,-0.104311,1.194978,1.390225,-1.666007,1
0.277000,-0.932660,-0.104311,1.194978,1.390225,-1.665976,1
0.278000,-0.932660,-0.104311,1.194978,1.390225,-1.665945,1
0.279000,-0.932660,-0.104311,1.194978,1.390225,-1.665913,1
0.280000,-0.932660,-0.104311,1.194978,1.390225,-1.665882,1
0.281000,-0.932660,-0.101243,1.194978,1.390225,-1.727211,1
0.282000,-0.932660,-0.101243,1.194978,1.390225,-1.727181,1
0.283000,-0.932660,-0.101243,1.194978,1.390225,-1.727150,1
0.284000,-0.929592,-0.101243,1.186275,1.390225,-1.729688,1
0.285000,-0.929592,-0.101243,1.186275,1.390225,-1.729657,1
0.286000,-0.929592,-0.101243,1.186275,1.390225,-1.729627,1
0.287000,-0.929592,-0.101243,1.186275,1.390225,-1.729597,1
0.288000,-0.929592,-0.101243,1.186275,1.390225,-1.729566,1
0.289000,-0.926524,-0.098175,0.919693,1.190783,-1.652457,1
0.290000,-0.926524,-0.098175,0.919693,1.190783,-1.652428,1
0.291000,-0.926524,-0.098175,0.919693,1.190783,-1.652398,1
0.292000,-0.926524,-0.098175,0.919693,1.190783,-1.652369,1
0.293000,-0.926524,-0.098175,0.634415,0.752605,-1.061261,1
0.294000,-0.926524,-0.098175,0.634415,0.752605,-1.061231,1
0.295000,-0.926524,-0.101243,0.549207,0.730853,-1.041547,1
0.296000,-0.929592,-0.104311,-0.433003,0.730853,-1.968502,1
0.297000,-0.929592,-0.104311,-0.433003,0.730853,-1.968470,1
0.298000,-0.929592,-0.104311,-0.433003,0.730853,-1.968439,1
0.299000,-0.932660,-0.107379,-1.023967,0.730853,-2.504148,1
0.300000,-0.932660,-0.107379,-1.023967,0.730853,-2.504116,1
0.301000,-0.932660,-0.107379,-1.023967,0.730853,-2.504083,1
0.302000,-0.932660,-0.107379,-1.023967,0.730853,-2.504051,1
0.303000,-0.932660,-0.107379,-1.023967,0.730853,-2.504019,1
0.304000,-0.932660,-0.107379,-1.023967,0.730853,-2.503987,1
0.305000,-0.932660,-0.107379,-1.023967,0.730853,-2.503955,1
0.306000,-0.932660,-0.107379,-1.023967,0.730853,-2.503922,1
0.307000,-0.932660,-0.107379,-1.023967,0.730853,-2.503890,1
