t,alpha,alpha_dot
3.627,-3.12318,-0.0152451
3.628,-3.12318,-0.015226
3.629,-3.12318,-0.0152073
3.63,-3.12318,-0.0151884
3.631,-3.12318,-0.0151696
3.632,-3.12318,-0.0151508
3.633,-3.12318,-0.0151322
3.634,-3.12318,-0.0151137
3.635,-3.12318,-0.0150949
3.636,-3.12318,-0.0150765
3.637,-3.12318,-0.015058
3.638,-3.12318,-0.0150394
3.639,-3.12318,-0.0150212
3.64,-3.12318,-0.0150027
3.641,-3.12318,-0.0149845
3.642,-3.12318,-0.0149662
3.643,-3.12318,-0.014948
3.644,-3.12318,-0.0149297
3.645,-3.12318,-0.0149116
3.646,-3.12318,-0.0148935
3.647,-3.12318,-0.0148754
3.648,-3.12318,-0.0148575
3.649,-3.12318,-0.0148394
3.65,-3.12318,-0.0148216
3.651,-3.12318,-0.0148037
3.652,-3.12318,-0.0147859
3.653,-3.12318,-0.014768
3.654,-3.12318,-0.0147503
3.655,-3.12318,-0.0147325
3.656,-3.12318,-0.0147148
3.657,-3.12318,-0.0146973
3.658,-3.12318,-0.0146797
3.659,-3.12318,-0.0146622
3.66,-3.12318,-0.0146447
3.661,-3.12318,-0.0146272
3.662,-3.12318,-0.0146098
3.663,-3.12318,-0.0145924
3.664,-3.12318,-0.0145751
3.665,-3.12318,-0.0145577
3.666,-3.12318,-0.0145405
3.667,-3.12318,-0.0145233
3.668,-3.12318,-0.0145062
3.669,-3.12318,-0.014489
3.67,-3.12318,-0.014472
3.671,-3.12318,-0.014455
3.672,-3.12318,-0.0144379
3.673,-3.12318,-0.0144209
3.674,-3.12318,-0.0144041
3.675,-3.12318,-0.0143871
3.676,-3.12318,-0.0143703
3.677,-3.12318,-0.0143534
3.678,-3.12318,-0.0143368
3.679,-3.12318,-0.0143199
3.68,-3.12318,-0.0143033
3.681,-3.12318,-0.0142866
3.682,-3.12318,-0.01427
3.683,-3.12318,-0.0142535
3.684,-3.12318,-0.0142368
3.685,-3.12318,-0.0142205
3.686,-3.12318,-0.0142039
3.687,-3.12318,-0.0141876
3.688,-3.12318,-0.0141712
3.689,-3.12318,-0.0141548
3.69,-3.12318,-0.0141385
3.691,-3.12318,-0.0141222
3.692,-3.12318,-0.014106
3.693,-3.12318,-0.0140898
3.694,-3.12318,-0.0140737
3.695,-3.12318,-0.0140575
3.696,-3.12318,-0.0140415
3.697,-3.12318,-0.0140255
3.698,-3.12318,-0.0140094
3.699,-3.12318,-0.0139934
3.7,-3.12318,-0.0139774
3.701,-3.12318,-0.0139615
3.702,-3.12318,-0.0139457
3.703,-3.12318,-0.0139299
3.704,-3.12318,-0.0139141
3.705,-3.12318,-0.0138984
3.706,-3.12318,-0.0138826
3.707,-3.12318,-0.0138669
3.708,-3.12318,-0.0138513
3.709,-3.12318,-0.0138356
3.71,-3.12318,-0.01382
3.711,-3.12318,-0.0138045
3.712,-3.12318,-0.0137891
3.713,-3.12318,-0.0137735
3.714,-3.12318,-0.0137581
3.715,-3.12318,-0.0137427
3.716,-3.12318,-0.0137273
3.717,-3.12318,-0.013712
3.718,-3.12318,-0.0136966
3.719,-3.12318,-0.0136814
3.72,-3.12318,-0.0136662
3.721,-3.12318,-0.013651
3.722,-3.12318,-0.0136359
3.723,-3.12318,-0.0136207
3.724,-3.12318,-0.0136056
3.725,-3.12318,-0.0135905
3.726,-3.12318,-0.0135754
3.727,-3.12318,-0.0135604
3.728,-3.12318,-0.0135454
3.729,-3.12318,-0.0135305
3.73,-3.12318,-0.0135156
3.731,-3.12318,-0.0135007
3.732,-3.12318,-0.0134859
3.733,-3.12318,-0.0134711
3.734,-3.12318,-0.0134563
3.735,-3.12318,-0.0134416
3.736,-3.12318,-0.013427
3.737,-3.12318,-0.0134123
3.738,-3.12318,-0.0133977
3.739,-3.12318,-0.013383
3.74,-3.12318,-0.0133684
3.741,-3.12318,-0.0133539
3.742,-3.12318,-0.0133394
3.743,-3.12318,-0.0133248
3.744,-3.12318,-0.0133104
3.745,-3.12318,-0.0132959
3.746,-3.12318,-0.0132816
3.747,-3.12318,-0.0132672
3.748,-3.12318,-0.013253
3.749,-3.12318,-0.0132386
3.75,-3.12318,-0.0132243
3.751,-3.12318,-0.01321
3.752,-3.12318,-0.0131959
3.753,-3.12318,-0.0131818
3.754,-3.12318,-0.0131675
3.755,-3.12318,-0.0131535
3.756,-3.12318,-0.0131394
3.757,-3.12318,-0.0131254
3.758,-3.12318,-0.0131113
3.759,-3.12318,-0.0130974
3.76,-3.12318,-0.0130833
3.761,-3.12318,-0.0130694
3.762,-3.12318,-0.0130555
3.763,-3.12318,-0.0130416
3.764,-3.12318,-0.0130278
3.765,-3.12318,-0.013014
3.766,-3.12318,-0.0130001
3.767,-3.12318,-0.0129865
3.768,-3.12318,-0.0129727
3.769,-3.12318,-0.012959
3.77,-3.12318,-0.0129453
3.771,-3.12318,-0.0129317
3.772,-3.12318,-0.012918
3.773,-3.12318,-0.0129045
3.774,-3.12318,-0.0128909
3.775,-3.12318,-0.0128775
3.776,-3.12318,-0.0128639
3.777,-3.12318,-0.0128505
3.778,-3.12318,-0.012837
3.779,-3.12318,-0.0128236
3.78,-3.12318,-0.0128103
3.781,-3.12318,-0.0127969
3.782,-3.12318,-0.0127835
3.783,-3.12318,-0.0127702
3.784,-3.12318,-0.0127569
3.785,-3.12318,-0.0127436
3.786,-3.12318,-0.0127305
3.787,-3.12318,-0.0127173
3.788,-3.12318,-0.0127041
3.789,-3.12318,-0.012691
3.79,-3.12318,-0.0126779
3.791,-3.12318,-0.0126649
3.792,-3.12318,-0.0126517
3.793,-3.12318,-0.0126387
3.794,-3.12318,-0.0126257
3.795,-3.12318,-0.0126127
3.796,-3.12318,-0.0125997
3.797,-3.12318,-0.0125869
3.798,-3.12318,-0.0125739
3.799,-3.12318,-0.0125611
3.8,-3.12318,-0.0125482
3.801,-3.12318,-0.0125354
3.802,-3.12318,-0.0125226
3.803,-3.12318,-0.0125099
3.804,-3.12318,-0.0124971
3.805,-3.12318,-0.0124845
3.806,-3.12318,-0.0124717
3.807,-3.12318,-0.0124591
3.808,-3.12318,-0.0124465
3.809,-3.12318,-0.0124338
3.81,-3.12318,-0.0124213
3.811,-3.12318,-0.0124087
3.812,-3.12318,-0.0123961
3.813,-3.12318,-0.0123836
3.814,-3.12318,-0.0123711
3.815,-3.12318,-0.0123587
3.816,-3.12318,-0.0123462
3.817,-3.12318,-0.0123339
3.818,-3.12318,-0.0123215
3.819,-3.12318,-0.0123091
3.82,-3.12318,-0.0122968
3.821,-3.12318,-0.0122845
3.822,-3.12318,-0.0122722
3.823,-3.12318,-0.0122599
3.824,-3.12318,-0.0122477
3.825,-3.12318,-0.0122355
3.826,-3.12318,-0.0122233
3.827,-3.12318,-0.0122111
3.828,-3.12012,-0.012199
3.829,-3.12012,-0.012199
3.83,-3.12012,-0.012199
3.831,-3.12012,-0.012199
3.832,-3.12012,-0.012199
3.833,-3.12012,-0.012199
3.834,-3.12012,-0.012199
3.835,-3.12012,-0.012199
3.836,-3.12012,-0.012199
3.837,-3.12012,-0.012199
3.838,-3.12012,-0.012199
3.839,-3.12012,-0.012199
3.84,-3.12012,-0.012199
3.841,-3.12012,-0.012199
3.842,-3.12012,-0.012199
3.843,-3.12012,-0.012199
3.844,-3.12012,-0.012199
3.845,-3.12012,-0.012199
3.846,-3.12012,-0.012199
3.847,-3.12012,-0.012199
3.848,-3.12012,-0.012199
3.849,-3.12012,-0.012199
3.85,-3.12012,-0.012199
3.851,-3.12012,-0.012199
3.852,-3.12012,-0.012199
3.853,-3.12012,-0.012199
3.854,-3.12012,-0.012199
3.855,-3.12012,-0.012199
3.856,-3.12012,-0.012199
3.857,-3.12012,-0.012199
3.858,-3.12012,-0.012199
3.859,-3.12012,-0.012199
3.86,-3.12012,-0.012199
3.861,-3.11705,-0.012199
3.862,-3.11705,-0.012199
3.863,-3.11705,-0.012199
3.864,-3.11705,-0.012199
3.865,-3.11705,-0.012199
3.866,-3.11705,-0.012199
3.867,-3.11705,-0.012199
3.868,-3.11705,-0.012199
3.869,-3.11705,-0.012199
3.87,-3.11705,-0.012199
3.871,-3.11705,-0.012199
3.872,-3.11705,-0.012199
3.873,-3.11705,-0.012199
3.874,-3.11705,-0.012199
3.875,-3.11705,-0.012199
3.876,-3.11398,-0.012199
3.877,-3.11398,-0.012199
3.878,-3.11398,-0.012199
3.879,-3.11398,-0.012199
3.88,-3.11398,-0.012199
3.881,-3.11398,-0.012199
3.882,-3.11398,-0.012199
3.883,-3.11398,-0.012199
3.884,-3.11398,-0.012199
3.885,-3.11398,-0.012199
3.886,-3.11398,-0.012199
3.887,-3.11398,-0.012199
3.888,-3.11398,-0.012199
3.889,-3.11398,-0.012199
3.89,-3.11091,-0.012199
3.891,-3.11091,-0.012199
3.892,-3.11091,-0.012199
3.893,-3.11091,-0.012199
3.894,-3.11091,-0.012199
3.895,-3.11091,-0.012199
3.896,-3.11091,-0.012199
3.897,-3.11091,-0.012199
3.898,-3.11091,-0.012199
3.899,-3.11091,-0.012199
3.9,-3.11091,-0.012199
3.901,-3.11091,-0.012199
3.902,-3.11091,-0.012199
3.903,-3.11091,-0.012199
3.904,-3.11091,-0.012199
3.905,-3.11091,-0.012199
3.906,-3.11091,-0.012199
3.907,-3.11091,-0.012199
3.908,-3.11091,-0.012199
3.909,-3.10785,0.15148
3.91,-3.10785,0.15148
3.911,-3.10785,0.15148
3.912,-3.10785,0.15148
3.913,-3.10785,0.15148
3.914,-3.10785,0.15148
3.915,-3.10785,0.15148
3.916,-3.10785,0.15148
3.917,-3.10785,0.15148
3.918,-3.10785,0.15148
3.919,-3.10785,0.15148
3.92,-3.10785,0.15148
3.921,-3.10785,0.15148
3.922,-3.10785,0.15148
3.923,-3.10785,0.15148
3.924,-3.10785,0.15148
3.925,-3.10785,0.15148
3.926,-3.10785,0.15148
3.927,-3.10785,0.15148
3.928,-3.10785,0.15148
3.929,-3.10785,0.15148
3.93,-3.10785,0.15148
3.931,-3.10785,0.15148
3.932,-3.10785,0.15148
3.933,-3.10785,0.15148
3.934,-3.10785,0.15148
3.935,-3.10785,0.15148
3.936,-3.10785,0.15148
3.937,-3.10478,0.15148
3.938,-3.10478,0.15148
3.939,-3.10478,0.15148
3.94,-3.10478,0.15148
3.941,-3.10478,0.15148
3.942,-3.10478,0.15148
3.943,-3.10478,0.15148
3.944,-3.10478,0.15148
3.945,-3.10478,0.15148
3.946,-3.10478,0.15148
3.947,-3.10171,0.15148
3.948,-3.10171,0.15148
3.949,-3.10171,0.15148
3.95,-3.10171,0.15148
3.951,-3.10171,0.15148
3.952,-3.10171,0.15148
3.953,-3.10171,0.15148
3.954,-3.10171,0.15148
3.955,-3.09864,0.15148
3.956,-3.09864,0.15148
3.957,-3.09864,0.15148
3.958,-3.09864,0.15148
3.959,-3.09864,0.15148
3.96,-3.09557,0.240888
3.961,-3.09557,0.240888
3.962,-3.09557,0.240888
3.963,-3.09557,0.240888
3.964,-3.09557,0.240888
3.965,-3.09251,0.240888
3.966,-3.09251,0.240888
3.967,-3.09251,0.240888
3.968,-3.09251,0.240888
3.969,-3.08944,0.240888
3.97,-3.08944,0.240888
3.971,-3.08944,0.240888
3.972,-3.08944,0.240888
3.973,-3.08637,0.240888
3.974,-3.08637,0.240888
3.975,-3.0833,0.815752
3.976,-3.0833,0.815752
3.977,-3.0833,0.815752
3.978,-3.08023,0.815752
3.979,-3.08023,0.815752
3.98,-3.08023,0.815752
3.981,-3.07717,0.815752
3.982,-3.07717,0.815752
3.983,-3.07717,0.815752
3.984,-3.0741,0.815752
3.985,-3.0741,0.815752
3.986,-3.07103,1.15904
3.987,-3.07103,1.15904
3.988,-3.07103,1.15904
3.989,-3.06796,1.15904
3.99,-3.06796,1.15904
3.991,-3.06489,1.15904
3.992,-3.06489,1.15904
3.993,-3.06183,1.15904
3.994,-3.06183,1.15904
3.995,-3.06183,1.15904
3.996,-3.05876,1.24135
3.997,-3.05876,1.24135
3.998,-3.05569,1.24135
3.999,-3.05569,1.24135
4,-3.05569,1.24135
4.001,-3.05262,1.24135
4.002,-3.05262,1.24135
4.003,-3.04955,1.24135
4.004,-3.04955,1.24135
4.005,-3.04649,1.28777
4.006,-3.04649,1.28777
4.007,-3.04649,1.28777
4.008,-3.04342,1.28777
4.009,-3.04342,1.28777
4.01,-3.04035,1.28777
4.011,-3.04035,1.28777
4.012,-3.04035,1.28777
4.013,-3.03728,1.28777
4.014,-3.03728,1.28777
4.015,-3.03421,1.31064
4.016,-3.03421,1.31064
4.017,-3.03115,1.31064
4.018,-3.03115,1.31064
4.019,-3.03115,1.31064
4.02,-3.02808,1.31064
4.021,-3.02808,1.31064
4.022,-3.02501,1.31064
4.023,-3.02501,1.31064
4.024,-3.02501,1.27291
4.025,-3.02194,1.25315
4.026,-3.02194,1.25315
4.027,-3.01887,1.25315
4.028,-3.01887,1.25315
4.029,-3.01581,1.25315
4.03,-3.01581,1.25315
4.031,-3.01581,1.25315
4.032,-3.01274,1.25315
4.033,-3.01274,1.25315
4.034,-3.00967,1.33753
4.035,-3.00967,1.33753
4.036,-3.0066,1.33753
4.037,-3.0066,1.33753
4.038,-3.00353,1.33753
4.039,-3.00353,1.33753
4.04,-3.00047,1.33753
4.041,-2.9974,1.63419
4.042,-2.9974,1.63419
4.043,-2.99433,1.63419
4.044,-2.99433,1.63419
4.045,-2.99126,1.63419
4.046,-2.98819,1.63419
4.047,-2.98513,1.98862
4.048,-2.98513,1.98862
4.049,-2.98206,1.98862
4.05,-2.97899,1.98862
4.051,-2.97592,1.98862
4.052,-2.97592,1.98862
4.053,-2.97285,2.35242
4.054,-2.96979,2.35242
4.055,-2.96672,2.35242
4.056,-2.96365,2.35242
4.057,-2.96058,2.68733
4.058,-2.95751,2.68733
4.059,-2.95445,2.68733
4.06,-2.95138,2.68733
4.061,-2.94831,2.97524
4.062,-2.94524,2.97524
4.063,-2.94218,2.97524
4.064,-2.93911,2.97524
4.065,-2.93604,3.21472
4.066,-2.93297,3.21472
4.067,-2.9299,3.21472
4.068,-2.92684,3.21472
4.069,-2.92377,3.41068
4.07,-2.9207,3.41068
4.071,-2.91456,3.41068
4.072,-2.9115,3.57165
4.073,-2.90843,3.57165
4.074,-2.90536,3.57165
4.075,-2.90229,3.57165
4.076,-2.89616,3.69431
4.077,-2.89309,3.69431
4.078,-2.89002,3.69431
4.079,-2.88695,3.77284
4.08,-2.88082,3.77284
4.081,-2.87775,3.77284
4.082,-2.87468,3.83301
4.083,-2.87161,3.83301
4.084,-2.86548,3.83301
4.085,-2.86241,3.85818
4.086,-2.85934,3.85818
4.087,-2.85627,3.85818
4.088,-2.85014,3.84279
4.089,-2.84707,3.84279
4.09,-2.844,3.84279
4.091,-2.84093,3.84279
4.092,-2.8348,3.8036
4.093,-2.83173,3.8036
4.094,-2.82866,3.8036
4.095,-2.82559,3.72595
4.096,-2.82252,3.72595
4.097,-2.81639,3.72595
4.098,-2.81332,3.61288
4.099,-2.81025,3.61288
4.1,-2.80718,3.61288
4.101,-2.80412,3.61288
4.102,-2.80105,3.48675
4.103,-2.79798,3.48675
4.104,-2.79491,3.48675
4.105,-2.78878,3.35816
4.106,-2.78571,3.35816
4.107,-2.78264,3.35816
4.108,-2.77957,3.35816
4.109,-2.77651,3.23651
4.11,-2.77344,3.23651
4.111,-2.77037,3.23651
4.112,-2.7673,3.23651
4.113,-2.76423,3.0868
4.114,-2.76117,3.0868
4.115,-2.7581,3.0868
4.116,-2.75503,3.0868
4.117,-2.75196,2.90397
4.118,-2.75196,2.90397
4.119,-2.74889,2.90397
4.12,-2.74583,2.90397
4.121,-2.74276,2.90397
4.122,-2.73969,2.70119
4.123,-2.73662,2.70119
4.124,-2.73662,2.70119
4.125,-2.73355,2.70119
4.126,-2.73049,2.70119
4.127,-2.72742,2.45668
4.128,-2.72435,2.45668
4.129,-2.72435,2.45668
4.13,-2.72128,2.45668
