t,alpha,alpha_dot
2.681,2.74889,-4.72113
2.682,2.74276,-4.61654
2.683,2.73969,-4.61654
2.684,2.73355,-4.48293
2.685,2.73049,-4.48293
2.686,2.72435,-4.48293
2.687,2.72128,-4.34092
2.688,2.71821,-4.34092
2.689,2.71208,-4.34092
2.69,2.70901,-4.20639
2.691,2.70594,-4.20639
2.692,2.69981,-4.20639
2.693,2.69674,-4.05921
2.694,2.69367,-4.05921
2.695,2.68753,-4.05921
2.696,2.68447,-3.87794
2.697,2.6814,-3.87794
2.698,2.67833,-3.87794
2.699,2.67526,-3.83863
2.7,2.66913,-3.71519
2.701,2.66606,-3.71519
2.702,2.66299,-3.71519
2.703,2.65992,-3.53435
2.704,2.65685,-3.53435
2.705,2.65379,-3.53435
2.706,2.65072,-3.53435
2.707,2.64765,-3.31861
2.708,2.64458,-3.31861
2.709,2.64151,-3.31861
2.71,2.63845,-3.28509
2.711,2.63538,-3.09262
2.712,2.63231,-3.09262
2.713,2.62924,-3.09262
2.714,2.62618,-3.09262
2.715,2.62311,-2.851
2.716,2.62004,-2.851
2.717,2.61697,-2.851
2.718,2.61697,-2.851
2.719,2.6139,-2.75923
2.72,2.61084,-2.51006
2.721,2.60777,-2.51006
2.722,2.60777,-2.51006
2.723,2.6047,-2.51006
2.724,2.60163,-2.51006
2.725,2.60163,-2.20363
2.726,2.59856,-2.13479
2.727,2.5955,-2.13479
2.728,2.5955,-2.13479
2.729,2.59243,-2.13479
2.73,2.59243,-2.13479
2.731,2.58936,-2.10593
2.732,2.58629,-1.86545
2.733,2.58629,-1.86545
2.734,2.58322,-1.86545
2.735,2.58322,-1.86545
2.736,2.58016,-1.86545
2.737,2.58016,-1.86545
2.738,2.58016,-1.86545
2.739,2.57709,-1.69451
2.74,2.57709,-1.48704
2.741,2.57402,-1.37702
2.742,2.57402,-1.37702
2.743,2.57402,-1.37702
2.744,2.57402,-1.37702
2.745,2.57095,-1.37702
2.746,2.57095,-1.37702
2.747,2.57095,-1.37702
2.748,2.57095,-1.37702
2.749,2.56788,-1.37702
2.75,2.56788,-1.31695
2.751,2.56788,-1.18702
2.752,2.56788,-1.08275
2.753,2.56788,-0.995343
2.754,2.56788,-0.920982
2.755,2.56788,-0.856676
2.756,2.56788,-0.80051
2.757,2.56788,-0.751446
2.758,2.56788,-0.707853
2.759,2.56788,-0.669753
2.76,2.56788,-0.634457
2.761,2.56788,-0.603403
2.762,2.56788,-0.575244
2.763,2.56788,-0.549366
2.764,2.56788,-0.525817
2.765,2.56788,-0.504291
2.766,2.56788,-0.484364
2.767,2.57095,-0.476523
2.768,2.57095,-0.476523
2.769,2.57095,-0.476523
2.77,2.57095,-0.476523
2.771,2.57402,-0.476523
2.772,2.57402,-0.476523
2.773,2.57402,-0.476523
2.774,2.57709,-0.476523
2.775,2.57709,-0.476523
2.776,2.57709,-0.476523
2.777,2.58016,-0.476523
2.778,2.58016,-0.476523
2.779,2.58322,1.00925
2.78,2.58322,1.00925
2.781,2.58629,1.00925
2.782,2.58629,1.00925
2.783,2.58936,1.00925
2.784,2.58936,1.00925
2.785,2.59243,1.00925
2.786,2.59243,1.00925
2.787,2.5955,1.64757
2.788,2.59856,1.64757
2.789,2.59856,1.64757
2.79,2.60163,1.64757
2.791,2.6047,1.64757
2.792,2.60777,2.07008
2.793,2.60777,2.07008
2.794,2.61084,2.07008
2.795,2.6139,2.07008
2.796,2.61697,2.07008
2.797,2.61697,2.07008
2.798,2.62004,2.40897
2.799,2.62311,2.40897
2.8,2.62618,2.40897
2.801,2.62924,2.40897
2.802,2.63231,2.70346
2.803,2.63538,2.70346
2.804,2.63845,2.70346
2.805,2.64151,2.70346
2.806,2.64458,2.96373
2.807,2.64765,2.96373
2.808,2.65072,2.96373
2.809,2.65379,2.96373
2.81,2.65685,3.19244
2.811,2.65992,3.19244
2.812,2.66299,3.19244
2.813,2.66606,3.19244
2.814,2.66913,3.40577
2.815,2.67526,3.40577
2.816,2.67833,3.40577
2.817,2.6814,3.59751
2.818,2.68447,3.59751
2.819,2.68753,3.59751
2.82,2.69367,3.78436
2.821,2.69674,3.78436
2.822,2.69981,3.78436
2.823,2.70594,3.94874
2.824,2.70901,3.94874
2.825,2.71208,3.94874
2.826,2.71821,4.0964
2.827,2.72128,4.0964
2.828,2.72435,4.0964
2.829,2.73049,4.25515
2.83,2.73355,4.25515
2.831,2.73969,4.25515
2.832,2.74276,4.38857
2.833,2.74889,4.38857
2.834,2.75196,4.38857
2.835,2.7581,4.51139
2.836,2.76117,4.51139
2.837,2.7673,4.64515
2.838,2.77037,4.64515
2.839,2.77651,4.64515
2.84,2.77957,4.74697
2.841,2.78571,4.74697
2.842,2.78878,4.74697
2.843,2.79491,4.85947
2.844,2.80105,4.85947
2.845,2.80412,4.973
2.846,2.81025,4.973
2.847,2.81639,5.06244
2.848,2.81946,5.06244
2.849,2.82559,5.06244
2.85,2.83173,5.14516
2.851,2.8348,5.14516
2.852,2.84093,5.25208
2.853,2.84707,5.25208
2.854,2.8532,5.25208
2.855,2.85627,5.326
2.856,2.86241,5.326
2.857,2.86854,5.39715
2.858,2.87468,5.39715
2.859,2.87775,5.48299
2.86,2.88388,5.48299
2.861,2.89002,5.53302
2.862,2.89616,5.53302
2.863,2.90229,5.59301
2.864,2.90536,5.59301
2.865,2.9115,5.59301
2.866,2.91763,5.68364
2.867,2.92377,5.68364
2.868,2.9299,5.70515
2.869,2.93604,5.70515
2.87,2.94218,5.74372
2.871,2.94831,5.74372
2.872,2.95445,5.83436
2.873,2.95751,5.83436
2.874,2.96365,5.85217
2.875,2.96979,5.85217
2.876,2.97592,5.84207
2.877,2.98206,5.84207
2.878,2.98819,5.7872
2.879,2.99433,5.7872
2.88,3.00047,5.86367
2.881,3.0066,5.86367
2.882,3.01274,6.01926
2.883,3.01887,6.01926
2.884,3.02501,6.09251
2.885,3.03115,6.09251
2.886,3.03728,6.11072
2.887,3.04342,6.11072
2.888,3.04955,6.15147
2.889,3.05569,6.15147
2.89,3.06183,6.15743
2.891,3.06796,6.15743
2.892,3.0741,6.18458
2.893,3.08023,6.18458
2.894,3.08637,6.20325
2.895,3.09251,6.20325
2.896,3.09864,6.20086
2.897,3.10478,6.20086
2.898,3.11091,6.23235
2.899,3.11705,6.23235
2.9,3.12318,6.23095
2.901,3.12932,6.23095
2.902,3.13546,6.22107
2.903,-3.14159,6.22107
2.904,-3.13546,6.25096
2.905,-3.12932,6.25096
2.906,-3.12318,6.22945
2.907,-3.11705,6.22945
2.908,-3.11091,6.21587
2.909,-3.10478,6.21587
2.91,-3.09864,6.24261
2.911,-3.09251,6.24261
2.912,-3.08637,6.20147
2.913,-3.08023,6.20147
2.914,-3.0741,6.19013
2.915,-3.06796,6.19013
2.916,-3.06183,6.19156
2.917,-3.05569,6.19156
2.918,-3.04955,6.15147
2.919,-3.04342,6.15147
2.92,-3.03728,6.13831
2.921,-3.03115,6.13831
2.922,-3.02501,6.11089
2.923,-3.01887,6.11089
2.924,-3.01274,6.08458
2.925,-3.0066,6.08458
2.926,-3.00047,6.05166
2.927,-2.99433,6.05166
2.928,-2.98819,6.01041
2.929,-2.98206,6.01041
2.93,-2.97592,5.97093
2.931,-2.96979,5.97093
2.932,-2.96365,5.93759
2.933,-2.95751,5.93759
2.934,-2.95138,5.88315
2.935,-2.94524,5.88315
2.936,-2.93911,5.83694
2.937,-2.93604,5.83694
2.938,-2.9299,5.83694
2.939,-2.92377,5.79255
2.94,-2.91763,5.79255
2.941,-2.9115,5.73112
2.942,-2.90536,5.73112
2.943,-2.89922,5.67142
2.944,-2.89616,5.67142
2.945,-2.89002,5.61302
2.946,-2.88388,5.61302
2.947,-2.87775,5.53492
2.948,-2.87161,5.53492
2.949,-2.86854,5.53492
2.95,-2.86241,5.47246
2.951,-2.85627,5.47246
2.952,-2.85014,5.40217
2.953,-2.84707,5.40217
2.954,-2.84093,5.30569
2.955,-2.8348,5.30569
2.956,-2.82866,5.27151
2.957,-2.82559,5.23329
2.958,-2.81946,5.23329
2.959,-2.81332,5.14717
2.96,-2.81025,5.14717
2.961,-2.80412,5.04734
2.962,-2.80105,5.04734
2.963,-2.79491,5.04734
2.964,-2.78878,4.9496
2.965,-2.78571,4.9496
2.966,-2.77957,4.84346
2.967,-2.77651,4.84346
2.968,-2.77037,4.84346
2.969,-2.7673,4.7336
2.97,-2.76117,4.7336
2.971,-2.7581,4.7336
2.972,-2.75196,4.6217
2.973,-2.74889,4.6217
2.974,-2.74276,4.48829
2.975,-2.73969,4.48829
2.976,-2.73355,4.48829
2.977,-2.73049,4.35792
2.978,-2.72742,4.35792
2.979,-2.72128,4.35792
2.98,-2.71821,4.22623
2.981,-2.71515,4.22623
2.982,-2.70901,4.22623
2.983,-2.70594,4.07252
2.984,-2.70287,4.07252
2.985,-2.69674,4.07252
2.986,-2.69367,3.90555
2.987,-2.6906,3.90555
2.988,-2.68753,3.90555
2.989,-2.6814,3.74767
2.99,-2.67833,3.74767
2.991,-2.67526,3.74767
2.992,-2.67219,3.74767
2.993,-2.66913,3.55836
2.994,-2.66606,3.55836
2.995,-2.66299,3.55836
2.996,-2.65992,3.41908
2.997,-2.65379,3.36164
2.998,-2.65379,3.36164
2.999,-2.64765,3.36164
3,-2.64458,3.14838
3.001,-2.64151,3.14838
3.002,-2.64151,3.14838
3.003,-2.63845,3.14838
3.004,-2.63538,3.03886
3.005,-2.63231,2.91234
3.006,-2.62924,2.91234
3.007,-2.62618,2.91234
3.008,-2.62311,2.91234
3.009,-2.62004,2.64679
3.01,-2.62004,2.64679
3.011,-2.61697,2.64679
3.012,-2.6139,2.64679
3.013,-2.61084,2.64679
3.014,-2.61084,2.3645
3.015,-2.60777,2.35164
3.016,-2.6047,2.35164
3.017,-2.6047,2.35164
3.018,-2.60163,2.35164
3.019,-2.59856,2.35164
3.02,-2.59856,2.06058
3.021,-2.5955,1.99636
3.022,-2.59243,1.99636
3.023,-2.59243,1.99636
3.024,-2.58936,1.99636
3.025,-2.58936,1.99636
3.026,-2.58629,1.99636
3.027,-2.58629,1.79823
3.028,-2.58629,1.56889
3.029,-2.58322,1.55083
3.03,-2.58322,1.55083
3.031,-2.58016,1.55083
3.032,-2.58016,1.55083
3.033,-2.58016,1.55083
3.034,-2.57709,1.55083
3.035,-2.57709,1.55083
3.036,-2.57709,1.55083
3.037,-2.57709,1.37727
3.038,-2.57402,1.23816
3.039,-2.57402,1.12552
3.04,-2.57402,1.03027
3.041,-2.57402,0.950381
3.042,-2.57402,0.88224
3.043,-2.57402,0.823004
3.044,-2.57095,0.800521
3.045,-2.57095,0.800521
3.046,-2.57095,0.800521
3.047,-2.57095,0.800521
3.048,-2.57095,0.800521
3.049,-2.57095,0.800521
3.05,-2.57095,0.800521
3.051,-2.57095,0.800521
3.052,-2.57095,0.800521
3.053,-2.57095,0.800521
3.054,-2.57402,0.800521
3.055,-2.57402,0.800521
3.056,-2.57402,0.800521
3.057,-2.57402,0.800521
3.058,-2.57402,0.800521
3.059,-2.57709,-0.788096
3.06,-2.57709,-0.740498
3.061,-2.57709,-0.698334
3.062,-2.57709,-0.660878
3.063,-2.58016,-0.646666
3.064,-2.58016,-0.646666
3.065,-2.58016,-0.646666
3.066,-2.58322,-0.646666
3.067,-2.58322,-0.646666
3.068,-2.58629,-0.646666
3.069,-2.58629,-0.646666
3.07,-2.58629,-0.646666
3.071,-2.58936,-0.646666
3.072,-2.58936,-0.646666
3.073,-2.59243,-1.26024
3.074,-2.59243,-1.26024
3.075,-2.5955,-1.26024
3.076,-2.59856,-1.26024
3.077,-2.59856,-1.26024
3.078,-2.60163,-1.26024
3.079,-2.6047,-1.78898
3.08,-2.6047,-1.78898
3.081,-2.60777,-1.78898
3.082,-2.60777,-1.78898
3.083,-2.61084,-1.78898
3.084,-2.6139,-1.78898
3.085,-2.61697,-2.17539
3.086,-2.61697,-2.17539
3.087,-2.62004,-2.17539
3.088,-2.62311,-2.17539
3.089,-2.62618,-2.17539
3.09,-2.62924,-2.49804
3.091,-2.63231,-2.49804
3.092,-2.63538,-2.49804
3.093,-2.63845,-2.49804
3.094,-2.64151,-2.77563
3.095,-2.64151,-2.77563
3.096,-2.64458,-2.77563
3.097,-2.64765,-2.77563
3.098,-2.65072,-2.77563
3.099,-2.65379,-3.02539
3.1,-2.65992,-3.02539
3.101,-2.66299,-3.02539
3.102,-2.66606,-3.24639
3.103,-2.66913,-3.24639
3.104,-2.67219,-3.24639
3.105,-2.67526,-3.24639
3.106,-2.67833,-3.45537
3.107,-2.6814,-3.45537
3.108,-2.68753,-3.45537
3.109,-2.6906,-3.63521
3.11,-2.69367,-3.63521
3.111,-2.69674,-3.63521
3.112,-2.70287,-3.8152
3.113,-2.70594,-3.8152
3.114,-2.70901,-3.8152
3.115,-2.71208,-3.8152
3.116,-2.71821,-3.9855
3.117,-2.72128,-3.9855
3.118,-2.72742,-3.9855
3.119,-2.73049,-4.12443
3.12,-2.73355,-4.12443
3.121,-2.73969,-4.27136
3.122,-2.74276,-4.27136
3.123,-2.74889,-4.27136
3.124,-2.75196,-4.41402
3.125,-2.75503,-4.41402
3.126,-2.76117,-4.41402
3.127,-2.76423,-4.53338
3.128,-2.77037,-4.53338
3.129,-2.77651,-4.53338
3.13,-2.77957,-4.65489
3.131,-2.78571,-4.65489
3.132,-2.78878,-4.76435
3.133,-2.79491,-4.76435
3.134,-2.79798,-4.76435
3.135,-2.80412,-4.87343
3.136,-2.81025,-4.87343
3.137,-2.81332,-4.97863
3.138,-2.81946,-4.97863
3.139,-2.82559,-5.06921
3.14,-2.82866,-5.06921
3.141,-2.8348,-5.06921
3.142,-2.84093,-5.1499
3.143,-2.844,-5.1499
3.144,-2.85014,-5.25027
3.145,-2.85627,-5.25027
3.146,-2.86241,-5.32642
3.147,-2.86548,-5.32642
3.148,-2.87161,-5.32642
3.149,-2.87775,-5.39129
3.15,-2.88388,-5.39129
3.151,-2.88695,-5.47735
3.152,-2.89309,-5.47735
3.153,-2.89922,-5.54152
3.154,-2.90536,-5.54152
3.155,-2.9115,-5.60166
3.156,-2.91456,-5.60166
3.157,-2.9207,-5.60166
3.158,-2.92684,-5.67189
3.159,-2.93297,-5.67189
3.16,-2.93911,-5.71411
3.161,-2.94524,-5.71411
3.162,-2.95138,-5.77416
3.163,-2.95751,-5.77416
3.164,-2.96058,-5.8262
3.165,-2.96672,-5.8262
3.166,-2.97285,-5.85931
3.167,-2.97899,-5.85931
3.168,-2.98513,-5.90336
3.169,-2.99126,-5.90336
3.17,-2.9974,-5.94666
3.171,-3.00353,-5.94666
3.172,-3.00967,-5.98627
3.173,-3.01581,-5.98627
3.174,-3.02194,-6.01037
3.175,-3.02808,-6.01037
3.176,-3.03421,-6.0469
3.177,-3.04035,-6.0469
3.178,-3.04649,-6.06725
3.179,-3.05262,-6.06725
3.18,-3.05876,-6.09819
3.181,-3.06489,-6.09819
3.182,-3.07103,-6.10793
3.183,-3.07717,-6.10793
3.184,-3.0833,-6.11596
3.185,-3.08944,-6.11596
3.186,-3.09557,-6.16069
3.187,-3.10171,-6.16069
3.188,-3.10785,-6.14347
3.189,-3.11398,-6.14347
3.19,-3.12012,-6.15649
3.191,-3.12625,-6.15649
3.192,-3.13239,-6.18164
3.193,-3.13852,-6.18164
3.194,3.13852,-6.15434
3.195,3.13239,-6.15434
3.196,3.12625,-6.1616
3.197,3.12012,-6.1616
3.198,3.11398,-6.17042
3.199,3.10785,-6.17042
3.2,3.10171,-6.14172
3.201,3.09557,-6.14172
3.202,3.08944,-6.14544
3.203,3.0833,-6.14544
3.204,3.07717,-6.1346
3.205,3.07103,-6.1346
3.206,3.06489,-6.10076
3.207,3.05876,-6.10076
3.208,3.05262,-6.1003
3.209,3.04649,-6.1003
3.21,3.04035,-6.06891
3.211,3.03421,-6.06891
3.212,3.02808,-6.04491
3.213,3.02194,-6.04491
3.214,3.01581,-6.02595
3.215,3.00967,-6.02595
3.216,3.00353,-5.97922
3.217,3.00047,-5.97922
3.218,2.99433,-5.97922
3.219,2.98819,-5.95363
3.22,2.98206,-5.95363
3.221,2.97592,-5.91513
3.222,2.96979,-5.91513
3.223,2.96365,-5.86784
3.224,2.95751,-5.86784
3.225,2.95138,-5.83957
3.226,2.94524,-5.83957
3.227,2.94218,-5.77318
3.228,2.93604,-5.77318
3.229,2.9299,-5.72422
3.23,2.92377,-5.72422
3.231,2.91763,-5.68642
3.232,2.9115,-5.68642
3.233,2.90536,-5.60472
3.234,2.90229,-5.60472
3.235,2.89616,-5.60472
3.236,2.89002,-5.55364
3.237,2.88388,-5.55364
3.238,2.87775,-5.49359
3.239,2.87468,-5.49359
3.24,2.86854,-5.41256
3.241,2.86241,-5.41256
3.242,2.85627,-5.34297
3.243,2.8532,-5.34297
3.244,2.84707,-5.34297
3.245,2.84093,-5.26736
3.246,2.83786,-5.26736
3.247,2.83173,-5.1789
3.248,2.82559,-5.1789
3.249,2.82252,-5.1789
3.25,2.81639,-5.08517
3.251,2.81025,-5.08517
3.252,2.80718,-5.00906
3.253,2.80105,-5.00906
3.254,2.79491,-4.91281
3.255,2.79185,-4.89078
3.256,2.78571,-4.89078
3.257,2.78264,-4.78375
3.258,2.77651,-4.78375
3.259,2.77344,-4.78375
3.26,2.7673,-4.69464
3.261,2.76423,-4.69464
3.262,2.7581,-4.54702
3.263,2.75503,-4.54702
3.264,2.74889,-4.54702
3.265,2.74583,-4.44123
3.266,2.74276,-4.44123
3.267,2.73662,-4.44123
3.268,2.73355,-4.28457
3.269,2.73049,-4.28457
3.27,2.72435,-4.28457
3.271,2.72128,-4.15024
3.272,2.71821,-4.15024
3.273,2.71208,-4.15024
3.274,2.70901,-4.02145
3.275,2.70594,-4.02145
3.276,2.69981,-4.02145
3.277,2.69674,-3.85968
3.278,2.69367,-3.85968
3.279,2.6906,-3.85968
3.28,2.68753,-3.72647
3.281,2.6814,-3.67211
3.282,2.67833,-3.67211
3.283,2.67526,-3.67211
3.284,2.67219,-3.49988
3.285,2.66913,-3.49988
3.286,2.66606,-3.49988
3.287,2.66299,-3.49988
3.288,2.65992,-3.26901
3.289,2.65685,-3.26901
3.29,2.65379,-3.26901
3.291,2.65072,-3.26901
3.292,2.64765,-3.07347
3.293,2.64458,-3.07347
3.294,2.64151,-3.07347
3.295,2.63845,-3.07347
3.296,2.63538,-2.83118
3.297,2.63231,-2.83118
3.298,2.63231,-2.83118
3.299,2.62924,-2.83118
3.3,2.62618,-2.81275
3.301,2.62311,-2.49839
3.302,2.62311,-2.49839
3.303,2.62004,-2.49839
3.304,2.61697,-2.49839
3.305,2.6139,-2.49839
3.306,2.6139,-2.26331
3.307,2.61084,-2.12718
3.308,2.60777,-2.12718
3.309,2.60777,-2.12718
3.31,2.6047,-2.12718
3.311,2.6047,-2.12718
3.312,2.60163,-2.12718
3.313,2.59856,-1.85195
3.314,2.59856,-1.85195
3.315,2.59856,-1.85195
3.316,2.5955,-1.85195
3.317,2.5955,-1.85195
3.318,2.59243,-1.85195
3.319,2.59243,-1.85195
3.32,2.58936,-1.74209
3.321,2.58936,-1.52633
3.322,2.58629,-1.37191
3.323,2.58629,-1.37191
3.324,2.58629,-1.37191
3.325,2.58629,-1.37191
3.326,2.58322,-1.37191
3.327,2.58322,-1.37191
3.328,2.58322,-1.37191
3.329,2.58322,-1.37191
3.33,2.58016,-1.37191
3.331,2.58016,-1.34858
3.332,2.58016,-1.21362
3.333,2.58016,-1.1048
3.334,2.58016,-1.01315
3.335,2.58016,-0.936459
3.336,2.58016,-0.869763
3.337,2.58016,-0.812149
3.338,2.58016,-0.761951
3.339,2.58016,-0.717204
3.34,2.58016,-0.677561
3.341,2.58016,-0.642216
3.342,2.58016,-0.610411
3.343,2.58016,-0.581477
3.344,2.58016,-0.555031
3.345,2.58016,-0.531112
3.346,2.58016,-0.509063
3.347,2.58016,-0.48869
3.348,2.58016,-0.470053
3.349,2.58322,-0.460651
3.35,2.58322,-0.460651
3.351,2.58322,-0.460651
3.352,2.58322,-0.460651
3.353,2.58629,-0.460651
3.354,2.58629,-0.460651
3.355,2.58629,-0.460651
3.356,2.58936,-0.460651
3.357,2.58936,-0.460651
3.358,2.58936,-0.460651
3.359,2.59243,-0.460651
3.36,2.59243,-0.460651
3.361,2.5955,1.02521
3.362,2.5955,1.02521
3.363,2.59856,1.02521
3.364,2.59856,1.02521
3.365,2.60163,1.02521
3.366,2.60163,1.02521
3.367,2.6047,1.02521
3.368,2.60777,1.64108
3.369,2.60777,1.64108
3.37,2.61084,1.64108
3.371,2.61084,1.64108
3.372,2.6139,1.64108
3.373,2.61697,1.64108
3.374,2.62004,2.0553
3.375,2.62004,2.0553
3.376,2.62311,2.0553
3.377,2.62618,2.0553
3.378,2.62924,2.0553
3.379,2.62924,2.0553
3.38,2.63231,2.39389
3.381,2.63538,2.39389
3.382,2.63845,2.39389
3.383,2.64151,2.39389
3.384,2.64458,2.68095
3.385,2.64765,2.68095
3.386,2.65072,2.68095
3.387,2.65379,2.68095
3.388,2.65685,2.93
3.389,2.65992,2.93
3.39,2.66299,2.93
3.391,2.66606,2.93
3.392,2.66913,3.16416
3.393,2.67219,3.16416
3.394,2.67526,3.16416
3.395,2.67833,3.16416
3.396,2.6814,3.36979
3.397,2.68447,3.36979
3.398,2.6906,3.36979
3.399,2.69367,3.56354
3.4,2.69674,3.56354
3.401,2.69981,3.56354
3.402,2.70287,3.56354
3.403,2.70901,3.74162
3.404,2.71208,3.74162
3.405,2.71515,3.74162
3.406,2.72128,3.90052
3.407,2.72435,3.90052
3.408,2.72742,3.90052
3.409,2.73355,4.06136
3.41,2.73662,4.06136
3.411,2.73969,4.06136
3.412,2.74583,4.20147
3.413,2.74889,4.20147
3.414,2.75503,4.33283
3.415,2.7581,4.33283
3.416,2.76117,4.33283
3.417,2.7673,4.47046
3.418,2.77037,4.47046
3.419,2.77651,4.47046
3.42,2.77957,4.57777
3.421,2.78571,4.57777
3.422,2.78878,4.57777
3.423,2.79491,4.69269
3.424,2.80105,4.69269
3.425,2.80412,4.81443
3.426,2.81025,4.81443
3.427,2.81332,4.81443
3.428,2.81946,4.90288
3.429,2.82559,4.90288
3.43,2.82866,4.98887
3.431,2.8348,4.98887
3.432,2.84093,5.09681
3.433,2.844,5.09681
3.434,2.85014,5.09681
3.435,2.85627,5.17545
3.436,2.85934,5.17545
3.437,2.86548,5.25192
3.438,2.87161,5.25192
3.439,2.87775,5.33881
3.44,2.88082,5.33881
3.441,2.88695,5.33881
3.442,2.89309,5.38787
3.443,2.89922,5.38787
3.444,2.90229,5.45466
3.445,2.90843,5.45466
3.446,2.91456,5.54221
3.447,2.9207,5.54221
3.448,2.92684,5.56178
3.449,2.9299,5.56178
3.45,2.93604,5.56178
3.451,2.94218,5.62323
3.452,2.94831,5.62323
3.453,2.95445,5.70758
3.454,2.96058,5.70758
3.455,2.96672,5.73235
3.456,2.97285,5.73235
3.457,2.97592,5.75359
3.458,2.98206,5.75359
3.459,2.98819,5.71467
3.46,2.99433,5.71467
3.461,3.00047,5.62534
3.462,3.0066,5.62534
3.463,3.01274,5.93372
3.464,3.01887,5.93372
3.465,3.02501,5.92346
3.466,3.02808,5.92346
3.467,3.03421,5.92346
3.468,3.04035,5.98055
3.469,3.04649,5.98055
3.47,3.05262,6.02735
3.471,3.05876,6.02735
3.472,3.06489,6.03257
3.473,3.07103,6.03257
3.474,3.07717,6.06055
3.475,3.0833,6.06055
3.476,3.08944,6.07902
3.477,3.09557,6.07902
3.478,3.10171,6.07709
3.479,3.10785,6.07709
3.48,3.11398,6.10738
3.481,3.12012,6.10738
3.482,3.12625,6.10548
3.483,3.13239,6.10548
3.484,3.13852,6.09466
3.485,-3.13852,6.09466
3.486,-3.13239,6.12495
3.487,-3.12625,6.12495
3.488,-3.12012,6.10287
3.489,-3.11398,6.10287
3.49,-3.10785,6.08764
3.491,-3.10171,6.08764
3.492,-3.09557,6.11359
3.493,-3.08944,6.11359
3.494,-3.0833,6.07254
3.495,-3.07717,6.07254
3.496,-3.07103,6.0603
3.497,-3.06489,6.0603
3.498,-3.05876,6.06229
3.499,-3.05262,6.06229
3.5,-3.04649,6.02053
3.501,-3.04035,6.02053
3.502,-3.03421,6.00759
3.503,-3.02808,6.00759
3.504,-3.02194,5.98023
3.505,-3.01581,5.98023
3.506,-3.01274,5.95319
3.507,-3.0066,5.95319
3.508,-3.00047,5.92068
3.509,-2.99433,5.92068
3.51,-2.98819,5.8792
3.511,-2.98206,5.8792
3.512,-2.97592,5.83922
3.513,-2.96979,5.83922
3.514,-2.96365,5.80637
3.515,-2.95751,5.80637
3.516,-2.95445,5.80637
3.517,-2.94831,5.75232
3.518,-2.94218,5.75232
3.519,-2.93604,5.70419
3.52,-2.9299,5.70419
3.521,-2.92377,5.65921
3.522,-2.91763,5.65921
3.523,-2.91456,5.5967
3.524,-2.90843,5.5967
3.525,-2.90229,5.53579
3.526,-2.89616,5.53579
3.527,-2.89002,5.47582
3.528,-2.88695,5.47582
3.529,-2.88082,5.47582
3.53,-2.87468,5.39596
3.531,-2.86854,5.39596
3.532,-2.86548,5.33146
3.533,-2.85934,5.33146
3.534,-2.8532,5.2582
3.535,-2.85014,5.2582
3.536,-2.844,5.2582
3.537,-2.83786,5.16124
3.538,-2.8348,5.16124
3.539,-2.82866,5.08566
3.54,-2.82252,5.08566
3.541,-2.81946,5.08566
3.542,-2.81332,4.99668
3.543,-2.81025,4.99668
3.544,-2.80412,4.89292
3.545,-2.79798,4.89292
3.546,-2.79491,4.89292
3.547,-2.78878,4.79197
3.548,-2.78571,4.79197
3.549,-2.77957,4.68351
3.55,-2.77651,4.68351
3.551,-2.77037,4.68351
3.552,-2.7673,4.56894
3.553,-2.76117,4.56894
3.554,-2.7581,4.56894
3.555,-2.75196,4.45235
3.556,-2.74889,4.45235
3.557,-2.74583,4.45235
3.558,-2.73969,4.31474
3.559,-2.73662,4.31474
3.56,-2.73355,4.28395
3.561,-2.72742,4.17905
3.562,-2.72435,4.17905
3.563,-2.72128,4.17905
3.564,-2.71515,4.04176
3.565,-2.71208,4.04176
3.566,-2.70901,4.04176
3.567,-2.70594,3.88245
3.568,-2.69981,3.88245
3.569,-2.69674,3.88245
3.57,-2.69367,3.70776
3.571,-2.6906,3.70776
3.572,-2.68753,3.70776
3.573,-2.68447,3.58399
3.574,-2.67833,3.54102
3.575,-2.67526,3.54102
3.576,-2.67219,3.54102
3.577,-2.66913,3.34077
3.578,-2.66606,3.34077
3.579,-2.66299,3.34077
3.58,-2.65992,3.34077
3.581,-2.65685,3.13046
3.582,-2.65379,3.13046
3.583,-2.65072,3.13046
3.584,-2.64765,3.13046
3.585,-2.64458,2.90024
3.586,-2.64151,2.90024
3.587,-2.64151,2.90024
3.588,-2.63845,2.90024
3.589,-2.63538,2.90024
3.59,-2.63231,2.64203
3.591,-2.62924,2.64203
3.592,-2.62924,2.64203
3.593,-2.62618,2.64203
3.594,-2.62311,2.64203
3.595,-2.62004,2.34549
3.596,-2.62004,2.34549
3.597,-2.61697,2.34549
3.598,-2.6139,2.34549
3.599,-2.6139,2.34549
3.6,-2.61084,2.33231
3.601,-2.60777,2.00413
3.602,-2.60777,2.00413
3.603,-2.6047,2.00413
3.604,-2.6047,2.00413
3.605,-2.60163,2.00413
3.606,-2.60163,2.00413
3.607,-2.59856,2.00089
3.608,-2.59856,1.71936
3.609,-2.5955,1.56979
3.61,-2.5955,1.56979
3.611,-2.5955,1.56979
3.612,-2.59243,1.56979
3.613,-2.59243,1.56979
3.614,-2.59243,1.56979
3.615,-2.58936,1.56979
3.616,-2.58936,1.56979
3.617,-2.58936,1.47538
3.618,-2.58629,1.3161
3.619,-2.58629,1.18879
3.62,-2.58629,1.08378
3.621,-2.58629,0.995727
