t,theta,alpha,theta_dot,alpha_dot,voltage
0.118000,-1.335023,-2.024276,-12.936090,7.826708,-4.000000
0.120000,-1.360929,-2.008782,-12.970759,7.667877,-4.000000
0.122000,-1.386909,-1.993605,-13.010050,7.508310,-4.000000
0.124000,-1.412972,-1.978749,-13.053918,7.347953,-4.000000
0.126000,-1.439127,-1.964214,-13.102316,7.186756,-4.000000
0.128000,-1.465384,-1.950002,-13.155190,7.024668,-4.000000
0.130000,-1.491751,-1.936116,-13.212485,6.861642,-4.000000
0.132000,-1.518237,-1.922557,-13.274141,6.697631,-4.000000
0.134000,-1.544851,-1.909326,-13.340092,6.532593,-4.000000
0.136000,-1.571600,-1.896427,-13.410271,6.366485,-4.000000
0.138000,-1.598494,-1.883861,-13.484608,6.199272,-4.000000
0.140000,-1.625541,-1.871631,-13.563026,6.030919,-4.000000
0.142000,-1.652749,-1.859738,-13.645448,5.861393,-4.000000
0.144000,-1.680126,-1.848186,-13.731791,5.690669,-4.000000
0.146000,-1.707679,-1.836976,-13.821971,5.518722,-4.000000
0.148000,-1.735416,-1.826112,-13.915897,5.345532,-4.000000
0.150000,-1.763345,-1.815595,-14.013477,5.171084,-4.000000
0.152000,-1.791472,-1.805428,-14.114615,4.995366,-4.000000
0.154000,-1.819806,-1.795614,-14.219211,4.818371,-4.000000
0.156000,-1.848352,-1.786156,-14.327162,4.640097,-4.000000
0.158000,-1.877117,-1.777055,-14.438360,4.460545,-4.000000
0.160000,-1.906107,-1.768314,-14.552694,4.279722,-4.000000
0.162000,-1.935329,-1.759937,-14.670051,4.097640,-4.000000
0.164000,-1.964789,-1.751925,-14.790314,3.914315,-4.000000
0.166000,-1.994492,-1.744280,-14.913360,3.729769,-4.000000
0.168000,-2.024444,-1.737006,-15.039065,3.544028,-4.000000
0.170000,-2.054650,-1.730105,-15.167303,3.357123,-4.000000
0.172000,-2.085115,-1.723579,-15.297942,3.169092,-4.000000
0.174000,-2.115844,-1.717429,-15.430850,2.979975,-4.000000
0.176000,-2.146840,-1.711659,-15.565889,2.789820,-4.000000
0.178000,-2.178109,-1.706271,-15.702922,2.598679,-4.000000
0.180000,-2.209653,-1.701265,-15.841808,2.406608,-4.000000
0.182000,-2.241477,-1.696645,-15.982403,2.213670,-4.000000
0.184000,-2.273584,-1.692411,-16.124564,2.019931,-4.000000
0.186000,-2.305976,-1.688566,-16.268144,1.825464,-4.000000
0.188000,-2.338657,-1.685110,-16.412997,1.630345,-4.000000
0.190000,-2.371629,-1.682045,-16.558975,1.434654,-4.000000
0.192000,-2.404894,-1.679371,-16.705931,1.238479,-4.000000
0.194000,-2.438453,-1.677091,-16.853716,1.041908,-4.000000
0.196000,-2.472309,-1.675204,-17.002185,0.845035,-4.000000
0.198000,-2.506462,-1.673711,-17.151190,0.647960,-4.000000
0.200000,-2.540914,-1.672612,-17.300588,0.450784,-4.000000
0.202000,-2.575665,-1.671908,-17.450236,0.253612,-4.000000
0.204000,-2.610715,-1.671598,-17.599993,0.056553,-4.000000
0.206000,-2.646065,-1.671681,-17.749724,-0.140280,-4.000000
0.208000,-2.681313,-1.672198,-17.498606,-0.375962,4.000000
0.210000,-2.716059,-1.673186,-17.247914,-0.612096,4.000000
0.212000,-2.750305,-1.674646,-16.997426,-0.848737,4.000000
0.214000,-2.784049,-1.676581,-16.746922,-1.085944,4.000000
0.216000,-2.817292,-1.678991,-16.496186,-1.323786,4.000000
0.218000,-2.850034,-1.681877,-16.244998,-1.562337,4.000000
0.220000,-2.882272,-1.685240,-15.993140,-1.801679,4.000000
0.222000,-2.914006,-1.689084,-15.740395,-2.041901,4.000000
0.224000,-2.945233,-1.693409,-15.486541,-2.283101,4.000000
0.226000,-2.975951,-1.698217,-15.231356,-2.525386,4.000000
0.228000,-3.006157,-1.703511,-14.974614,-2.768871,4.000000
0.230000,-3.035848,-1.709293,-14.716083,-3.013681,4.000000
0.232000,-3.065020,-1.715567,-14.455529,-3.259952,4.000000
0.234000,-3.093669,-1.722334,-14.192708,-3.507833,4.000000
0.236000,-3.121789,-1.729599,-13.927371,-3.757480,4.000000
0.238000,3.133809,-1.737365,-13.659259,-4.009067,4.000000
0.240000,3.106761,-1.745637,-13.388101,-4.262779,4.000000
0.242000,3.080259,-1.754418,-13.113617,-4.518816,4.000000
0.244000,3.054309,-1.763714,-12.835510,-4.777396,4.000000
0.246000,3.028919,-1.773529,-12.553468,-5.038753,4.000000
0.248000,3.004098,-1.783871,-12.267163,-5.303139,4.000000
0.250000,2.979854,-1.794744,-11.976243,-5.570830,4.000000
0.252000,2.956196,-1.806157,-11.680335,-5.842123,4.000000
0.254000,2.933136,-1.818115,-11.379041,-6.117341,4.000000
0.256000,2.910684,-1.830629,-11.071930,-6.396833,4.000000
0.258000,2.888853,-1.843706,-10.758541,-6.680982,4.000000
0.260000,2.867654,-1.857356,-10.438373,-6.970203,4.000000
0.262000,2.847104,-1.871590,-10.110886,-7.264950,4.000000
0.264000,2.827216,-1.886420,-9.775489,-7.565720,4.000000
0.266000,2.808008,-1.901858,-9.431540,-7.873057,4.000000
0.268000,2.789496,-1.917917,-9.078333,-8.187561,4.000000
0.270000,2.771701,-1.934613,-8.715096,-8.509891,4.000000
0.272000,2.754643,-1.951962,-8.340979,-8.840778,4.000000
0.274000,2.738345,-1.969982,-7.955040,-9.181028,4.000000
0.276000,2.722831,-1.988693,-7.556239,-9.531540,4.000000
0.278000,2.708129,-2.008116,-7.143420,-9.893315,4.000000
0.280000,2.694268,-2.028275,-6.715293,-10.267472,4.000000
0.282000,2.681279,-2.049195,-6.270419,-10.655269,4.000000
0.284000,2.669199,-2.070906,-5.807180,-11.058120,4.000000
0.286000,2.658064,-2.093439,-5.323760,-11.477626,4.000000
0.288000,2.647918,-2.116829,-4.818106,-11.915601,4.000000
0.290000,2.638808,-2.141115,-4.287894,-12.374113,4.000000
0.292000,2.630785,-2.166340,-3.730480,-12.855527,4.000000
0.294000,2.623906,-2.192554,-3.142849,-13.362562,4.000000
0.296000,2.618236,-2.219810,-2.521547,-13.898351,4.000000
0.298000,2.613845,-2.248169,-1.862607,-14.466525,4.000000
0.300000,2.610814,-2.277700,-1.161450,-15.071309,4.000000
0.302000,2.609231,-2.308482,-0.412782,-15.717635,4.000000
0.304000,2.609198,-2.340602,0.389545,-16.411285,4.000000
0.306000,2.610830,-2.374163,1.252677,-17.159057,4.000000
0.308000,2.614255,-2.409280,2.184928,-17.968954,4.000000
0.310000,2.619622,-2.446086,3.195965,-18.850400,4.000000
0.312000,2.627099,-2.484736,4.296965,-19.814453,4.000000
0.314000,2.636878,-2.525408,5.500722,-20.873979,4.000000
0.316000,2.649180,-2.568306,6.821568,-22.043687,4.000000
0.318000,2.664253,-2.613667,8.274914,-23.339812,4.000000
0.320000,2.682378,-2.661761,9.875980,-24.779050,4.000000
0.322000,2.703864,-2.712888,11.636946,-26.375965,4.000000
0.324000,2.729035,-2.767374,13.561159,-28.137488,4.000000
0.326000,2.758207,-2.825541,15.632374,-30.052379,4.000000
0.328000,2.791628,-2.887656,17.796885,-32.073340,4.000000
0.330000,2.829382,-2.953835,19.939469,-34.092398,4.000000
0.332000,2.871243,-3.023900,21.864766,-35.921039,4.000000
0.334000,2.916523,-3.097223,23.314248,-37.305813,4.000000
0.336000,2.964020,3.110518,24.049855,-38.011773,4.000000
0.338000,3.012178,3.034435,23.975296,-37.944894,4.000000
0.340000,3.059445,2.959189,23.189635,-37.205851,4.000000
0.342000,3.104612,2.885910,21.917845,-36.018832,4.000000
0.344000,-3.136235,2.815257,20.395279,-34.614751,4.000000
0.346000,-3.097040,2.747481,18.798524,-33.162989,4.000000
0.348000,-3.061018,2.682569,17.234809,-31.762730,4.000000
0.350000,-3.028041,2.620364,15.758816,-30.461277,4.000000
0.352000,-2.997909,2.560647,14.392664,-29.274715,4.000000
0.354000,-2.970394,2.503188,13.140617,-28.202714,4.000000
0.356000,-2.945273,2.447765,11.998087,-27.237352,4.000000
0.358000,-2.922335,2.394175,10.956665,-26.367885,4.000000
0.360000,-2.901386,2.342237,10.006748,-25.583124,4.000000
0.362000,-2.882253,2.291793,9.138830,-24.872530,4.000000
0.364000,-2.864782,2.242704,8.344086,-24.226637,4.000000
0.366000,-2.848833,2.194849,7.614587,-23.637148,4.000000
0.368000,-2.834284,2.148123,6.943333,-23.096888,4.000000
0.370000,-2.821025,2.102433,6.324202,-22.599685,4.000000
0.372000,-2.808956,2.057699,5.751866,-22.140246,4.000000
0.374000,-2.797990,2.013850,5.221699,-21.714027,4.000000
0.376000,-2.788044,1.970823,4.729683,-21.317120,4.000000
0.378000,-2.779048,1.928564,4.272330,-20.946157,4.000000
0.380000,-2.770934,1.887023,3.846609,-20.598219,4.000000
0.382000,-2.763642,1.846157,3.449881,-20.270769,4.000000
0.384000,-2.757117,1.805928,3.079851,-19.961591,4.000000
0.386000,-2.751306,1.766300,2.734519,-19.668737,4.000000
0.388000,-2.746163,1.727243,2.412143,-19.390487,4.000000
0.390000,-2.741643,1.688730,2.111208,-19.125311,4.000000
0.392000,-2.737705,1.650734,1.830400,-18.871840,4.000000
0.394000,-2.734309,1.613235,1.568578,-18.628841,4.000000
0.396000,-2.731419,1.576213,1.324764,-18.395192,4.000000
0.398000,-2.728999,1.539649,1.098117,-18.169865,4.000000
0.400000,-2.727414,1.503512,0.489134,-17.970778,-4.000000
0.402000,-2.727033,1.467752,-0.106294,-17.792124,-4.000000
0.404000,-2.727831,1.432330,-0.690350,-17.633225,-4.000000
0.406000,-2.729788,1.397206,-1.265093,-17.493578,-4.000000
0.408000,-2.732887,1.362343,-1.832482,-17.372843,-4.000000
0.410000,-2.737114,1.327703,-2.394403,-17.270834,-4.000000
0.412000,-2.742462,1.293247,-2.952689,-17.187518,-4.000000
0.414000,-2.748924,1.258940,-3.509148,-17.123007,-4.000000
0.416000,-2.756499,1.224743,-4.065576,-17.077563,-4.000000
0.418000,-2.765187,1.190617,-4.623786,-17.051601,-4.000000
0.420000,-2.774996,1.156523,-5.185628,-17.045698,-4.000000
0.422000,-2.785934,1.122420,-5.753009,-17.060603,-4.000000
0.424000,-2.798013,1.088266,-6.327919,-17.097248,-4.000000
0.426000,-2.811252,1.054016,-6.912461,-17.156775,-4.000000
0.428000,-2.825671,1.019623,-7.508877,-17.240550,-4.000000
0.430000,-2.841297,0.985036,-8.119582,-17.350200,-4.000000
0.432000,-2.858161,0.950203,-8.747201,-17.487644,-4.000000
0.434000,-2.876299,0.915066,-9.394614,-17.655134,-4.000000
0.436000,-2.895754,0.879561,-10.065000,-17.855312,-4.000000
0.438000,-2.916576,0.843621,-10.761894,-18.091263,-4.000000
0.440000,-2.938822,0.807170,-11.489247,-18.366589,-4.000000
0.442000,-2.962557,0.770125,-12.251489,-18.685488,-4.000000
0.444000,-2.987855,0.732395,-13.053599,-19.052841,-4.000000
0.446000,-3.014801,0.693878,-13.901166,-19.474302,-4.000000
0.448000,-3.043494,0.654458,-14.800429,-19.956383,-4.000000
0.450000,-3.074042,0.614007,-15.758283,-20.506506,-4.000000
0.452000,-3.106571,0.572381,-16.782184,-21.132979,-4.000000
0.454000,-3.141220,0.529418,-17.879887,-21.844830,-4.000000
0.456000,3.105041,0.484939,-19.058868,-22.651342,-4.000000
0.458000,3.065671,0.438744,-20.325196,-23.561060,-4.000000
0.460000,3.023680,0.390621,-21.681474,-24.579897,-4.000000
0.462000,2.978888,0.340351,-23.123336,-25.707764,-4.000000
0.464000,2.931140,0.287725,-24.633900,-26.933119,-4.000000
0.466000,2.882885,0.234933,-23.564200,-25.808822,10.000000
0.468000,2.837112,0.184692,-22.152397,-24.381657,10.000000
0.470000,2.794488,0.137597,-20.422042,-22.668767,10.000000
0.472000,2.755600,0.094176,-18.427691,-20.718245,10.000000
0.474000,2.720904,0.054837,-16.243843,-18.598726,10.000000
0.476000,2.690699,0.019845,-13.948932,-16.383699,10.000000
0.478000,2.665136,-0.010677,-11.611325,-14.137539,10.000000
0.480000,2.644248,-0.036717,-9.281619,-11.907705,10.000000
0.482000,2.627983,-0.058339,-6.991316,-9.723285,10.000000
0.484000,2.616246,-0.075649,-4.755522,-7.597565,10.000000
0.486000,2.608923,-0.088769,-2.577126,-5.532078,10.000000
0.488000,2.605903,-0.097814,-0.450844,-3.520528,10.000000
0.490000,2.607091,-0.102880,1.633523,-1.551935,10.000000
0.492000,2.612417,-0.104041,3.688662,0.387052,10.000000
0.494000,2.621835,-0.101342,5.727957,2.310470,10.000000
0.496000,2.635327,-0.094801,7.764033,4.231682,10.000000
0.498000,2.652659,-0.084637,9.569371,5.934525,8.899210
0.500000,2.672635,-0.071988,10.408426,6.716049,4.403767
0.502000,2.693773,-0.058267,10.730216,7.005933,2.006678
0.504000,2.715280,-0.044226,10.777683,7.036812,0.737981
0.506000,2.736739,-0.030256,10.682204,6.934553,0.071555
0.508000,2.757935,-0.016556,10.514064,6.766481,-0.278009
0.510000,2.778758,-0.003224,10.310303,6.568028,-0.463866
0.512000,2.799157,0.009700,10.090123,6.357498,-0.566931
0.514000,2.819109,0.022200,9.863302,6.144144,-0.629216
0.516000,2.838606,0.034275,9.634727,5.932513,-0.672137
0.518000,2.857646,0.045930,9.406777,5.724750,-0.706379
0.520000,2.876232,0.057175,9.180569,5.521789,-0.737124
0.522000,2.894368,0.068019,8.956594,5.323965,-0.766777
0.524000,2.912058,0.078472,8.735037,5.131323,-0.796362
0.526000,2.929307,0.088545,8.515942,4.943779,-0.826230
0.528000,2.946121,0.098249,8.299288,4.761189,-0.856417
0.530000,2.962504,0.107591,8.085028,4.583389,-0.886818
0.532000,2.978461,0.116583,7.873111,4.410215,-0.917274
0.534000,2.993996,0.125233,7.663487,4.241508,-0.947614
0.536000,3.009114,0.133550,7.456109,4.077118,-0.977671
0.538000,3.023820,0.141542,7.250939,3.916902,-1.007294
0.540000,3.038117,0.149218,7.047944,3.760732,-1.036348
0.542000,3.052011,0.156586,6.847097,3.608484,-1.064714
0.544000,3.065505,0.163653,6.648377,3.460046,-1.092292
0.546000,3.078604,0.170427,6.451766,3.315312,-1.118995
0.548000,3.091312,0.176915,6.257252,3.174183,-1.144751
0.550000,3.103633,0.183124,6.064823,3.036565,-1.169502
0.552000,3.115571,0.189062,5.874473,2.902372,-1.193197
0.554000,3.127131,0.194735,5.686196,2.771521,-1.215801
0.556000,3.138316,0.200149,5.499989,2.643936,-1.237284
0.558000,-3.134055,0.205311,5.315851,2.519541,-1.257626
0.560000,-3.125292,0.208643,3.452451,0.817250,-10.000000
0.562000,-3.120230,0.208595,1.612207,-0.863596,-10.000000
0.564000,-3.118839,0.205192,-0.221675,-2.540079,-10.000000
0.566000,-3.120997,0.198544,-1.939563,-4.110308,-9.356334
0.568000,-3.125833,0.189468,-2.898404,-4.969248,-5.398579
0.570000,-3.132128,0.179102,-3.398406,-5.398571,-3.013924
0.572000,-3.139146,0.168136,-3.621415,-5.569054,-1.586945
0.574000,3.136739,0.156982,-3.679235,-5.585866,-0.744079
0.576000,3.131530,0.147886,-1.526929,-3.507695,10.000000
0.578000,3.130636,0.142956,0.632074,-1.423091,10.000000
0.580000,3.134053,0.142188,2.782053,0.653327,10.000000
0.582000,3.140752,0.144608,3.915143,1.763691,5.185964
0.584000,-3.134064,0.148681,4.452486,2.308767,2.364804
0.586000,-3.127170,0.151424,2.446620,0.439272,-10.000000
0.588000,-3.124264,0.150451,0.461847,-1.410465,-10.000000
0.590000,-3.125320,0.145785,-1.517859,-3.256964,-10.000000
0.592000,-3.129459,0.138254,-2.623219,-4.275135,-5.749200
0.594000,-3.135248,0.129219,-3.167202,-4.761881,-3.018164
0.596000,3.141375,0.119508,-3.395805,-4.950755,-1.486986
0.598000,3.136789,0.111737,-1.189527,-2.819491,10.000000
0.600000,3.136614,0.108227,1.012572,-0.692455,10.000000
0.602000,3.140707,0.108841,3.077019,1.303389,9.428425
0.604000,-3.135314,0.112438,4.085749,2.292061,4.566724
0.606000,-3.129234,0.115053,1.998851,0.327471,-10.000000
0.608000,-3.127304,0.113761,-0.067065,-1.617270,-10.000000
0.610000,-3.129204,0.108868,-1.832286,-3.276462,-8.619080
0.612000,-3.133744,0.101503,-2.709096,-4.089575,-4.448379
0.614000,-3.139559,0.092967,-3.106722,-4.447056,-2.194168
0.616000,3.137274,0.083961,-3.246372,-4.560041,-0.978017
0.618000,3.133022,0.077004,-1.007084,-2.398020,10.000000
0.620000,3.133238,0.074361,1.220391,-0.247781,10.000000
0.622000,3.137788,0.075904,3.326901,1.786771,9.532526
0.624000,-3.137741,0.080455,4.326913,2.762549,4.536673
0.626000,-3.131245,0.083934,2.174380,0.721685,-10.000000
0.628000,-3.129028,0.083357,0.045708,-1.296147,-10.000000
0.630000,-3.130690,0.079105,-1.706687,-2.954836,-8.319033
0.632000,-3.134948,0.072404,-2.551710,-3.746537,-4.157619
0.634000,-3.140420,0.064574,-2.921264,-4.084720,-1.969266
0.636000,3.136802,0.056304,-3.042131,-4.186531,-0.818464
0.638000,3.132972,0.050104,-0.791050,-2.015602,10.000000
0.640000,3.133627,0.048230,1.443240,0.138652,10.000000
0.642000,3.138632,0.050550,3.557886,2.178326,9.549832
0.644000,-3.136449,0.055868,4.545400,3.137870,4.510159
0.646000,-3.129558,0.060048,2.350465,1.047227,-10.000000
0.648000,-3.127030,0.060073,0.180653,-1.018890,-10.000000
0.650000,-3.128414,0.056376,-1.563147,-2.677298,-8.125019
0.652000,-3.132367,0.050241,-2.389715,-3.457657,-3.975274
0.654000,-3.137500,0.042997,-2.743965,-3.786689,-1.828832
0.656000,3.140086,0.035327,-2.855436,-3.884568,-0.717146
0.658000,3.136630,0.029729,-0.603895,-1.716063,10.000000
0.660000,3.137658,0.028450,1.627967,0.432950,10.000000
0.662000,-3.140147,0.031362,3.749878,2.476662,9.596609
0.664000,-3.134871,0.034189,1.530140,0.353817,-10.000000
0.666000,-3.134012,0.032792,-0.667875,-1.748078,-10.000000
0.668000,-3.136474,0.028221,-1.793850,-2.821859,-5.214365
0.670000,-3.140565,0.022100,-2.297265,-3.299342,-2.420101
0.672000,3.137839,0.015326,-2.484665,-3.474949,-0.991711
0.674000,3.135116,0.010537,-0.241066,-1.317630,10.000000
0.676000,3.136860,0.010042,1.980996,0.818460,10.000000
0.678000,-3.140274,0.013687,4.066905,2.824185,9.475978
0.680000,-3.134385,0.017184,1.826699,0.676778,-10.000000
0.682000,-3.132953,0.016409,-0.391171,-1.448888,-10.000000
0.684000,-3.134873,0.012422,-1.527910,-2.537084,-5.194927
0.686000,-3.138437,0.006862,-2.035831,-3.022602,-2.384907
0.688000,3.140486,0.000635,-2.226341,-3.204683,-0.955831
0.690000,3.138271,-0.003625,0.007343,-1.060027,10.000000
0.692000,3.140501,-0.003619,2.218767,1.062755,10.000000
0.694000,-3.136154,0.000515,4.308449,3.069106,9.536402
0.696000,-3.129794,0.004487,2.056065,0.906738,-10.000000
0.698000,-3.127915,0.004157,-0.174048,-1.233824,-10.000000
0.700000,-3.129393,0.000605,-1.302346,-2.316779,-5.110479
0.702000,-3.132502,-0.004514,-1.806702,-2.801558,-2.327533
0.704000,-3.136306,-0.010301,-1.996849,-2.985854,-0.915263
0.706000,-3.140331,-0.016306,-2.029293,-3.020069,-0.195491
0.708000,3.138842,-0.022305,-1.983090,-2.980151,0.174541
0.710000,3.137093,-0.026142,0.229687,-0.861405,10.000000
0.712000,3.139746,-0.025766,2.419543,1.234836,10.000000
0.714000,-3.136425,-0.021213,4.592438,3.315363,10.000000
0.716000,-3.129509,-0.016766,2.326964,1.135762,-10.000000
0.718000,-3.127048,-0.016603,0.138097,-0.969746,-9.749503
0.720000,-3.127816,-0.019550,-0.905019,-1.975413,-4.659467
0.722000,-3.130091,-0.023952,-1.370079,-2.426880,-2.081860
0.724000,-3.133006,-0.028979,-1.544197,-2.600090,-0.773957
0.726000,-3.136122,-0.034213,-1.572348,-2.634355,-0.107112
0.728000,-3.139221,-0.039446,-1.527677,-2.599929,0.236140
0.730000,3.140990,-0.044577,-1.447062,-2.532209,0.415974
0.732000,3.140283,-0.047555,0.735154,-0.449403,10.000000
0.734000,-3.139269,-0.046389,2.895418,1.611977,10.000000
0.736000,-3.135591,-0.045203,0.785315,-0.422787,-9.344578
0.738000,-3.135040,-0.047037,-0.232007,-1.409209,-4.462203
0.740000,-3.135965,-0.050309,-0.692954,-1.862436,-1.970791
0.742000,-3.137530,-0.054217,-0.871895,-2.045970,-0.698773
0.744000,-3.139310,-0.058356,-0.908367,-2.093794,-0.046593
0.746000,-3.141091,-0.062523,-0.873193,-2.073879,0.290692
0.748000,3.140419,-0.066617,-0.802305,-2.020688,0.467839
0.750000,3.140963,-0.068615,1.341894,0.018204,10.000000
0.752000,-3.137411,-0.066557,3.466546,2.038188,10.000000
0.754000,-3.132549,-0.064480,1.398411,0.041239,-9.144483
0.756000,-3.130766,-0.065384,0.386618,-0.943176,-4.388490
0.758000,-3.130461,-0.067734,-0.081097,-1.406502,-1.937231
0.760000,-3.130812,-0.070744,-0.270325,-1.603564,-0.675187
0.762000,-3.131400,-0.074012,-0.317548,-1.665292,-0.023501
0.764000,-3.132010,-0.077336,-0.292666,-1.658715,0.315340
0.766000,-3.132534,-0.080612,-0.231454,-1.618114,0.493695
0.768000,-3.132917,-0.083791,-0.152229,-1.561022,0.589522
0.770000,-3.133133,-0.086847,-0.064379,-1.496405,0.642739
0.772000,-3.133169,-0.089772,0.027279,-1.428846,0.673807
0.774000,-3.133021,-0.092561,0.120271,-1.360683,0.693240
0.776000,-3.132687,-0.095214,0.213329,-1.293099,0.706449
0.778000,-3.132168,-0.097734,0.305802,-1.226685,0.716227
0.780000,-3.131464,-0.100121,0.397360,-1.161726,0.724021
0.782000,-3.130579,-0.102381,0.487837,-1.098352,0.730584
0.784000,-3.129513,-0.104516,0.577153,-1.036610,0.736309
0.786000,-3.128270,-0.106528,0.665271,-0.976506,0.741406
0.788000,-3.126853,-0.108422,0.752179,-0.918026,0.745988
0.790000,-3.125262,-0.110201,0.837873,-0.861143,0.750118
0.792000,-3.123502,-0.111868,0.922359,-0.805829,0.753833
0.794000,-3.121573,-0.113425,1.005644,-0.752050,0.757158
0.796000,-3.119480,-0.114877,1.087737,-0.699773,0.760109
0.798000,-3.117223,-0.116225,1.168646,-0.648965,0.762701
0.800000,-3.114806,-0.117473,1.248383,-0.599593,0.764944
0.802000,-3.112230,-0.118624,1.326957,-0.551626,0.766851
0.804000,-3.109499,-0.119681,1.404377,-0.505031,0.768430
0.806000,-3.106613,-0.120645,1.480654,-0.459777,0.769692
0.808000,-3.103577,-0.121521,1.555798,-0.415835,0.770647
0.810000,-3.100391,-0.122309,1.629819,-0.373174,0.771304
0.812000,-3.097058,-0.123014,1.702725,-0.331766,0.771674
0.814000,-3.093581,-0.123637,1.774527,-0.291583,0.771765
0.816000,-3.089961,-0.124181,1.845234,-0.252596,0.771587
0.818000,-3.086200,-0.124648,1.914855,-0.214779,0.771150
0.820000,-3.082302,-0.125041,1.983401,-0.178105,0.770461
0.822000,-3.078268,-0.125362,2.050881,-0.142548,0.769530
0.824000,-3.074099,-0.125612,2.117303,-0.108082,0.768366
0.826000,-3.069799,-0.125795,2.182678,-0.074683,0.766976
0.828000,-3.065369,-0.125912,2.247014,-0.042327,0.765371
0.830000,-3.060812,-0.125965,2.310322,-0.010989,0.763556
0.832000,-3.056129,-0.125956,2.372609,0.019354,0.761541
0.834000,-3.051322,-0.125888,2.433886,0.048725,0.759333
0.836000,-3.046394,-0.125762,2.494161,0.077146,0.756939
0.838000,-3.041347,-0.125581,2.553444,0.104640,0.754367
0.840000,-3.036181,-0.125345,2.611743,0.131228,0.751624
0.842000,-3.030900,-0.125056,2.669069,0.156931,0.748717
