t,theta,alpha,theta_dot,alpha_dot,voltage
0.078000,-0.567062,-2.624853,-10.008339,8.108016,-2.500000
0.080000,-0.590050,-2.618887,-9.981297,7.993594,-2.500000
0.082000,-0.612557,-2.593836,-9.952624,7.875156,-2.500000
0.084000,-0.633408,-2.578471,-9.922920,7.753259,-2.500000
0.086000,-0.652810,-2.565918,-9.892712,7.628390,-2.500000
0.088000,-0.668204,-2.552365,-9.862460,7.500974,-2.500000
0.090000,-0.689034,-2.533680,-9.832566,7.371383,-2.500000
0.092000,-0.708585,-2.527589,-9.803377,7.239937,-2.500000
0.094000,-0.724215,-2.506373,-9.775195,7.106913,-2.500000
0.096000,-0.746805,-2.493092,-9.748277,6.972552,-2.500000
0.098000,-0.766061,-2.482727,-9.722843,6.837060,-2.500000
0.100000,-0.787700,-2.466254,-9.699081,6.700613,-2.500000
0.102000,-0.803953,-2.451229,-9.464187,6.404159,-0.194274
0.104000,-0.822658,-2.441056,-9.235860,6.111162,-0.152108
0.106000,-0.843666,-2.426787,-9.013065,5.820863,-0.103207
0.108000,-0.859828,-2.419257,-8.794833,5.532567,-0.047804
0.110000,-0.877052,-2.401397,-8.581875,5.246802,-0.004840
0.112000,-0.896648,-2.394177,-8.373504,4.963094,0.041278
0.114000,-0.911846,-2.384340,-8.168754,4.680777,0.094162
0.116000,-0.924795,-2.376567,-7.968220,4.400296,0.135479
0.118000,-0.950416,-2.367049,-7.771987,4.121729,0.170891
0.120000,-0.958233,-2.355624,-7.576770,3.842843,0.241523
0.122000,-0.973142,-2.355842,-7.386216,3.566165,0.263221
0.124000,-0.988206,-2.347373,-7.198297,3.290344,0.304803
0.126000,-0.999646,-2.342182,-7.012585,3.015123,0.347075
0.128000,-1.014236,-2.332144,-6.829498,2.740815,0.379351
0.130000,-1.026214,-2.331796,-6.647937,2.466722,0.420733
0.132000,-1.050194,-2.324206,-6.468102,2.193011,0.454887
0.134000,-1.056327,-2.320345,-6.286925,1.917699,0.523760
0.136000,-1.072278,-2.314429,-6.108032,1.643201,0.541481
0.138000,-1.082453,-2.312354,-5.928831,1.367858,0.587769
0.140000,-1.088025,-2.314315,-5.750238,1.092302,0.617451
0.142000,-1.100524,-2.312009,-5.572899,0.816985,0.633753
0.144000,-1.119149,-2.310811,-5.394869,0.540681,0.670456
0.146000,-1.127831,-2.306714,-5.214373,0.262274,0.725476
0.148000,-1.135091,-2.308018,-5.033271,-0.017007,0.751260
0.150000,-1.148396,-2.304844,-4.789148,-0.337460,1.588425
0.152000,-1.154580,-2.308839,-4.547592,-0.656848,1.562967
0.154000,-1.165969,-2.306017,-4.306992,-0.976187,1.551364
0.156000,-1.171170,-2.313054,-4.067526,-1.295338,1.530378
0.158000,-1.175276,-2.314130,-3.827762,-1.615206,1.520958
0.160000,-1.190666,-2.319021,-3.586996,-1.936232,1.513594
0.162000,-1.193982,-2.325546,-3.346204,-2.257759,1.486570
0.164000,-1.200177,-2.332551,-3.103179,-2.581217,1.480864
0.166000,-1.206817,-2.332538,-2.857728,-2.906722,1.470321
0.168000,-1.208007,-2.345124,-2.609319,-3.234622,1.459180
0.170000,-1.216636,-2.349595,-2.356623,-3.565804,1.457202
0.172000,-1.219421,-2.357231,-2.099994,-3.900036,1.443017
0.174000,-1.221784,-2.365411,-1.838008,-4.238291,1.438499
0.176000,-1.231242,-2.372225,-1.569925,-4.581096,1.434689
0.178000,-1.230145,-2.374860,-1.295965,-4.928324,1.419653
0.180000,-1.238304,-2.390946,-1.013986,-5.281495,1.421380
0.182000,-1.235722,-2.403215,-0.724416,-5.640357,1.408650
0.184000,-1.237192,-2.416387,-0.424981,-6.006572,1.412650
0.186000,-1.238204,-2.425189,-0.115309,-6.380481,1.410370
0.188000,-1.232564,-2.438677,0.205629,-6.762910,1.408805
0.190000,-1.240227,-2.453566,0.539821,-7.155414,1.417580
0.192000,-1.233089,-2.472432,0.886482,-7.557524,1.405687
0.194000,-1.229377,-2.481378,1.248951,-7.971861,1.416757
0.196000,-1.231101,-2.497007,1.628058,-8.399211,1.422592
0.198000,-1.228761,-2.511602,2.024346,-8.840153,1.419875
0.200000,-1.220177,-2.533969,2.439920,-9.296497,1.423565
0.202000,-1.219997,-2.553331,2.877426,-9.770533,1.437278
0.204000,-1.206282,-2.569706,3.337129,-10.262701,1.437569
0.206000,-1.194453,-2.588725,3.823255,-10.776659,1.460072
0.208000,-1.189782,-2.608368,4.337476,-11.314067,1.480057
0.210000,-1.185834,-2.639276,4.880271,-11.875622,1.488098
0.212000,-1.174222,-2.667560,5.453201,-12.462921,1.494957
0.214000,-1.162841,-2.689683,6.059547,-13.079058,1.515478
0.216000,-1.152157,-2.717936,6.700584,-13.725449,1.536092
0.218000,-1.133012,-2.739474,7.376779,-14.402798,1.555892
0.220000,-1.122736,-2.774194,8.090178,-15.113185,1.592466
0.222000,-1.097879,-2.803979,8.836342,-15.852859,1.612674
0.224000,-1.084426,-2.837884,9.615829,-16.622440,1.663222
0.226000,-1.065504,-2.869079,10.417492,-17.411738,1.691564
0.228000,-1.045145,-2.910409,11.231491,-18.211446,1.732598
0.230000,-1.021179,-2.942332,12.041280,-19.005712,1.778275
0.232000,-0.992388,-2.985532,12.825316,-19.773610,1.834076
0.234000,-0.967804,-3.028694,13.557149,-20.489209,1.904010
0.236000,-0.940371,-3.054070,14.201659,-21.118021,1.966229
0.238000,-0.918571,-3.107016,14.727040,-21.628574,2.038387
0.240000,-0.885360,3.127280,15.101709,-21.989748,2.097776
0.242000,-0.850137,3.092995,15.315519,-22.191411,2.191743
0.244000,-0.817548,3.040871,15.367316,-22.232639,2.296009
0.246000,-0.789843,2.999961,15.267361,-22.124006,2.396695
0.248000,-0.758425,2.953851,15.035643,-21.885755,2.485482
0.250000,-0.729198,2.916781,14.687063,-21.533504,2.500000
0.252000,-0.702746,2.867749,14.251412,-21.096854,2.500000
0.254000,-0.670791,2.828050,13.758744,-20.605206,2.500000
0.256000,-0.644611,2.784224,13.234067,-20.082692,2.500000
0.258000,-0.621847,2.744629,12.696745,-19.547684,2.500000
0.260000,-0.602023,2.713055,12.160923,-19.013307,2.500000
0.262000,-0.573462,2.675367,11.636409,-18.488393,2.500000
0.264000,-0.550635,2.630613,11.129652,-17.978503,2.500000
0.266000,-0.528219,2.598709,10.644616,-17.486820,2.500000
0.268000,-0.506868,2.564447,10.183494,-17.014867,2.500000
0.270000,-0.484719,2.533464,9.747254,-16.563054,2.500000
0.272000,-0.470252,2.494037,9.336037,-16.131062,2.500000
0.274000,-0.444457,2.467016,8.949450,-15.718124,2.500000
0.276000,-0.430043,2.436789,8.586765,-15.323210,2.500000
0.278000,-0.416134,2.404524,8.247054,-14.945158,2.500000
0.280000,-0.397730,2.376723,7.929290,-14.582756,2.500000
0.282000,-0.384114,2.345063,7.632408,-14.234794,2.500000
0.284000,-0.367524,2.319025,7.355343,-13.900100,2.500000
0.286000,-0.352390,2.289694,7.097059,-13.577558,2.500000
0.288000,-0.340789,2.262074,6.856566,-13.266120,2.500000
0.290000,-0.327283,2.244216,6.632923,-12.964807,2.500000
0.292000,-0.316414,2.202773,6.425251,-12.672712,2.500000
0.294000,-0.293829,2.187423,6.232726,-12.388999,2.500000
0.296000,-0.288441,2.156557,6.054581,-12.112894,2.500000
0.298000,-0.279304,2.140013,5.890105,-11.843690,2.500000
0.300000,-0.266434,2.114225,5.738639,-11.580733,2.500000
0.302000,-0.256331,2.091866,5.599572,-11.323425,2.500000
0.304000,-0.242040,2.071741,5.472338,-11.071214,2.500000
0.306000,-0.230082,2.048658,5.356414,-10.823594,2.500000
0.308000,-0.220877,2.026196,5.251313,-10.580101,2.500000
0.310000,-0.209233,2.007432,5.156584,-10.340304,2.500000
0.312000,-0.196541,1.986710,5.071809,-10.103809,2.500000
0.314000,-0.187004,1.965325,4.996596,-9.870252,2.500000
0.316000,-0.174842,1.944533,4.930582,-9.639296,2.500000
0.318000,-0.168982,1.926679,4.873426,-9.410631,2.500000
0.320000,-0.157134,1.906397,4.824808,-9.183970,2.500000
0.322000,-0.151627,1.895094,4.784429,-8.959047,2.500000
0.324000,-0.139902,1.868302,4.752006,-8.735617,2.500000
0.326000,-0.136100,1.851182,4.727270,-8.513453,2.500000
0.328000,-0.124915,1.834402,4.709967,-8.292345,2.500000
0.330000,-0.111244,1.823406,4.699855,-8.072097,2.500000
0.332000,-0.101502,1.808145,4.696701,-7.852531,2.500000
0.334000,-0.095979,1.787994,4.700284,-7.633480,2.500000
0.336000,-0.089065,1.779395,4.710389,-7.414791,2.500000
0.338000,-0.078787,1.760119,4.726806,-7.196323,2.500000
0.340000,-0.065107,1.747060,4.749334,-6.977947,2.500000
0.342000,-0.059018,1.733987,4.777776,-6.759544,2.500000
0.344000,-0.046014,1.721300,4.811937,-6.541007,2.500000
0.346000,-0.038636,1.704896,4.851627,-6.322237,2.500000
0.348000,-0.025148,1.699185,4.896658,-6.103145,2.500000
0.350000,-0.020072,1.682418,4.946841,-5.883653,2.500000
0.352000,-0.010464,1.667588,5.001991,-5.663690,2.500000
0.354000,0.004215,1.658994,5.061923,-5.443195,2.500000
0.356000,0.012169,1.651575,5.126451,-5.222113,2.500000
0.358000,0.027260,1.642331,5.195387,-5.000400,2.500000
0.360000,0.034113,1.628233,5.268545,-4.778018,2.500000
0.362000,0.043714,1.617796,5.345736,-4.554937,2.500000
0.364000,0.058916,1.610232,5.426770,-4.331134,2.500000
0.366000,0.066551,1.603696,5.511454,-4.106595,2.500000
0.368000,0.072026,1.593754,5.599594,-3.881311,2.500000
0.370000,0.088531,1.584781,5.690994,-3.655280,2.500000
0.372000,0.094536,1.577237,5.785455,-3.428507,2.500000
0.374000,0.116934,1.573827,5.882775,-3.201003,2.500000
0.376000,0.123704,1.566289,5.982753,-2.972787,2.500000
0.378000,0.134996,1.561820,5.836725,-2.745528,-2.500000
0.380000,0.145256,1.550425,5.693419,-2.518934,-2.500000
0.382000,0.155884,1.554992,5.552608,-2.292940,-2.500000
0.384000,0.168176,1.554131,5.414071,-2.067482,-2.500000
0.386000,0.184069,1.541276,5.277594,-1.842503,-2.500000
0.388000,0.187115,1.539820,5.142965,-1.617946,-2.500000
0.390000,0.200081,1.537072,5.009978,-1.393757,-2.500000
0.392000,0.214135,1.531020,4.878431,-1.169885,-2.500000
0.394000,0.218222,1.536583,4.748125,-0.946278,-2.500000
0.396000,0.228691,1.531228,4.618863,-0.722887,-2.500000
0.398000,0.237295,1.528760,4.490452,-0.499663,-2.500000
0.400000,0.248467,1.529591,4.362701,-0.276560,-2.500000
0.402000,0.256837,1.519287,4.235420,-0.053529,-2.500000
0.404000,0.262614,1.525187,4.108422,0.169477,-2.500000
0.406000,0.266451,1.528920,4.230310,0.402762,2.500000
0.408000,0.281884,1.530987,4.351552,0.635949,2.500000
0.410000,0.297054,1.528174,4.471943,0.868976,2.500000
0.412000,0.299371,1.533680,4.591277,1.101783,2.500000
0.414000,0.306471,1.532272,4.709353,1.334310,2.500000
0.416000,0.319506,1.538659,4.825971,1.566498,2.500000
0.418000,0.329451,1.540238,4.940937,1.798292,2.500000
0.420000,0.334813,1.540727,5.054057,2.029636,2.500000
0.422000,0.344596,1.555149,5.165146,2.260481,2.500000
0.424000,0.357587,1.558544,5.274020,2.490776,2.500000
0.426000,0.363862,1.559783,5.380501,2.720478,2.500000
0.428000,0.379663,1.564343,5.484415,2.949544,2.500000
0.430000,0.392583,1.571230,5.585595,3.177937,2.500000
0.432000,0.402084,1.577858,5.435430,3.406539,-2.500000
0.434000,0.412847,1.584389,5.282684,3.636045,-2.500000
0.436000,0.420381,1.589624,5.127156,3.866552,-2.500000
0.438000,0.432745,1.600915,4.968635,4.098165,-2.500000
0.440000,0.443078,1.605132,4.806908,4.330997,-2.500000
0.442000,0.445942,1.619197,4.641751,4.565168,-2.500000
0.444000,0.461374,1.630179,4.472936,4.800808,-2.500000
0.446000,0.468058,1.635133,4.300223,5.038055,-2.500000
0.448000,0.479016,1.647633,4.123362,5.277059,-2.500000
0.450000,0.488727,1.659953,3.942092,5.517980,-2.500000
0.452000,0.491800,1.674892,3.756141,5.760991,-2.500000
0.454000,0.504041,1.682076,3.565219,6.006279,-2.500000
0.456000,0.508490,1.691256,3.369022,6.254043,-2.500000
0.458000,0.512022,1.706208,3.167230,6.504502,-2.500000
0.460000,0.524988,1.722744,2.959500,6.757888,-2.500000
0.462000,0.523650,1.731563,2.745469,7.014457,-2.500000
0.464000,0.536527,1.745373,2.524747,7.274482,-2.500000
0.466000,0.538089,1.761122,2.296920,7.538264,-2.500000
0.468000,0.542535,1.777188,2.061540,7.806127,-2.500000
0.470000,0.542545,1.790337,1.818128,8.078426,-2.500000
0.472000,0.548030,1.807050,1.566165,8.355546,-2.500000
0.474000,0.554669,1.827965,1.305089,8.637911,-2.500000
0.476000,0.555536,1.842734,1.034292,8.925984,-2.500000
0.478000,0.557163,1.864977,0.753112,9.220275,-2.500000
0.480000,0.557240,1.885542,0.460826,9.521343,-2.500000
0.482000,0.557067,1.903811,0.156646,9.829807,-2.500000
0.484000,0.554015,1.922726,-0.160295,10.146352,-2.500000
0.486000,0.553961,1.938651,-0.490948,10.471737,-2.500000
0.488000,0.557068,1.961053,-0.836361,10.806805,-2.500000
0.490000,0.554264,1.985126,-1.197694,11.152500,-2.500000
0.492000,0.554256,2.002127,-1.576230,11.509875,-2.500000
0.494000,0.545379,2.035764,-1.973396,11.880113,-2.500000
0.496000,0.545518,2.061692,-2.390784,12.264546,-2.500000
0.498000,0.532192,2.084868,-2.830173,12.664679,-2.500000
0.500000,0.535789,2.104317,-3.293556,13.082219,-2.500000
0.502000,0.524718,2.128752,-3.783179,13.519105,-2.500000
0.504000,0.517121,2.154028,-4.301570,13.977553,-2.500000
0.506000,0.509770,2.182264,-4.851597,14.460101,-2.500000
0.508000,0.497654,2.216566,-5.436509,14.969664,-2.500000
0.510000,0.479677,2.250353,-6.060008,15.509608,-2.500000
0.512000,0.469436,2.278755,-6.726317,16.083822,-2.500000
0.514000,0.461465,2.309047,-7.440260,16.696821,-2.500000
0.516000,0.442381,2.348721,-8.207360,17.353847,-2.500000
0.518000,0.427463,2.378635,-9.033931,18.060993,-2.500000
0.520000,0.400838,2.416338,-9.927173,18.825333,-2.500000
0.522000,0.385269,2.457241,-10.895244,19.655037,-2.500000
0.524000,0.359500,2.495945,-11.947272,20.559456,-2.500000
0.526000,0.333738,2.541136,-13.093236,21.549087,-2.500000
0.528000,0.308535,2.577174,-14.343576,22.635321,-2.500000
0.530000,0.285518,2.628602,-15.708300,23.829704,-2.500000
0.532000,0.246350,2.676421,-17.195138,25.142305,-2.500000
0.534000,0.212009,2.728665,-18.806023,26.578436,-2.500000
0.536000,0.169684,2.785325,-20.530806,28.132591,-2.500000
0.538000,0.130454,2.843097,-22.336949,29.778231,-2.500000
0.540000,0.083900,2.898754,-24.154863,31.452914,-2.500000
0.542000,0.028880,2.968602,-25.862683,33.042325,-2.500000
0.544000,-0.018075,3.033482,-27.283285,34.376076,-2.500000
0.546000,-0.075561,3.107115,-28.215059,35.257340,-2.500000
0.548000,-0.132514,-3.101465,-28.504997,35.535758,-2.500000
0.550000,-0.188488,-3.038676,-28.125510,35.184772,-2.500000
0.552000,-0.245770,-2.963192,-27.187817,34.314960,-2.500000
0.554000,-0.297471,-2.896923,-25.879344,33.110605,-2.500000
0.556000,-0.348675,-2.828677,-24.384493,31.750292,-2.500000
0.558000,-0.393469,-2.768216,-22.840896,30.364179,-2.500000
0.560000,-0.440225,-2.708372,-21.333736,29.029766,-2.500000
0.562000,-0.481206,-2.659613,-19.907899,27.785066,-2.500000
0.564000,-0.518789,-2.605237,-18.582463,26.643553,-2.500000
0.566000,-0.555055,-2.545408,-17.361775,25.605261,-2.500000
0.568000,-0.588609,-2.502105,-16.242524,24.663699,-2.500000
0.570000,-0.622593,-2.453267,-15.217868,23.809751,-2.500000
0.572000,-0.653530,-2.403730,-14.279684,23.033718,-2.500000
0.574000,-0.676806,-2.357660,-13.419743,22.326309,-2.500000
0.576000,-0.704381,-2.315966,-12.630266,21.679063,-2.500000
0.578000,-0.719072,-2.269547,-11.904164,21.084479,-2.500000
0.580000,-0.756570,-2.225677,-11.235100,20.536000,-2.500000
0.582000,-0.776549,-2.195890,-10.617471,20.027941,-2.500000
0.584000,-0.794960,-2.149200,-10.046352,19.555384,-2.500000
0.586000,-0.811231,-2.110233,-9.372224,19.039790,-0.175477
0.588000,-0.834746,-2.071263,-8.743475,18.559090,-0.133129
0.590000,-0.844302,-2.035365,-8.154369,18.108663,-0.071390
0.592000,-0.863642,-1.999372,-7.603092,17.685976,-0.046120
0.594000,-0.877047,-1.961241,-7.084603,17.287360,0.005344
0.596000,-0.886430,-1.930617,-6.596726,16.910565,0.041264
0.598000,-0.901791,-1.901675,-6.137317,16.553507,0.066532
0.600000,-0.920914,-1.869917,-5.703078,16.213916,0.108112
0.602000,-0.931254,-1.831808,-5.291346,15.889948,0.160255
0.604000,-0.938849,-1.803321,-4.901492,15.580447,0.188625
0.606000,-0.949685,-1.772393,-4.532194,15.284146,0.209540
0.608000,-0.957261,-1.737629,-4.181457,14.999753,0.239497
0.610000,-0.962794,-1.709475,-3.848366,14.726290,0.260520
0.612000,-0.973099,-1.685846,-3.531968,14.462841,0.275916
0.614000,-0.978487,-1.655772,-3.230477,14.208479,0.304683
0.616000,-0.987199,-1.622606,-2.943572,13.962513,0.319772
0.618000,-0.986397,-1.595971,-2.669874,13.724230,0.344240
0.620000,-0.992039,-1.564100,-2.409887,13.493043,0.341984
0.622000,-1.000053,-1.537471,-2.085054,13.269429,1.904876
0.624000,-1.000561,-1.517774,-1.773339,13.053703,1.885081
0.626000,-1.004527,-1.491479,-1.473030,12.845358,1.883835
0.628000,-1.009849,-1.465122,-1.183828,12.643885,1.874136
0.630000,-1.017504,-1.440329,-0.905238,12.448822,1.861218
0.632000,-1.011882,-1.417656,-0.636940,12.259716,1.842824
0.634000,-1.013520,-1.391293,-0.376767,12.076438,1.856312
0.636000,-1.019190,-1.369718,-0.125087,11.898544,1.852369
0.638000,-1.016284,-1.348527,0.118071,11.725637,1.838804
0.640000,-1.012379,-1.318371,0.354200,11.557667,1.845741
0.642000,-1.013622,-1.295805,0.583845,11.394448,1.855114
0.644000,-1.016577,-1.278324,0.806738,11.235614,1.852125
0.646000,-1.005689,-1.250296,1.023010,11.080896,1.845041
0.648000,-1.010621,-1.231228,1.234790,10.930664,1.871306
0.650000,-1.007655,-1.208706,1.440332,10.784132,1.859352
0.652000,-1.004581,-1.178833,1.640968,10.641495,1.866531
0.654000,-1.000642,-1.167578,1.837005,10.502648,1.874006
0.656000,-0.995756,-1.147964,2.028838,10.367541,1.883635
0.658000,-0.991872,-1.127581,2.216873,10.236154,1.895663
0.660000,-0.981482,-1.101777,2.401232,10.108369,1.905290
0.662000,-0.978847,-1.083463,2.583142,9.984565,1.931326
0.664000,-0.976124,-1.066053,2.761709,9.864215,1.937994
0.666000,-0.970270,-1.043835,2.937173,9.747289,1.944914
0.668000,-0.968512,-1.027019,3.110260,9.634007,1.959884
0.670000,-0.957244,-1.010495,3.280540,9.524044,1.964404
0.672000,-0.953984,-0.983958,3.449826,9.418224,1.993665
0.674000,-0.945519,-0.966327,3.617027,9.315897,2.002220
0.676000,-0.935325,-0.951903,3.783291,9.217601,2.024628
0.678000,-0.928887,-0.935805,3.949216,9.123615,2.051973
0.680000,-0.913955,-0.909698,4.114395,9.033659,2.069446
0.682000,-0.912648,-0.895990,4.280765,8.948829,2.110585
0.684000,-0.900774,-0.876206,4.445948,8.867681,2.114228
0.686000,-0.889992,-0.860000,4.612355,8.791646,2.147608
0.688000,-0.885514,-0.849280,4.780123,8.720811,2.178385
0.690000,-0.872655,-0.825855,4.948207,8.654504,2.191300
0.692000,-0.864378,-0.809047,5.118811,8.594152,2.228805
0.694000,-0.854874,-0.789877,5.291278,8.539344,2.253282
0.696000,-0.841016,-0.776260,5.466274,8.490548,2.281710
0.698000,-0.834128,-0.758238,5.645329,8.448852,2.323779
0.700000,-0.817886,-0.740341,5.827114,8.413381,2.344962
0.702000,-0.808329,-0.727363,6.014605,8.386295,2.395629
0.704000,-0.794843,-0.706366,6.206534,8.366766,2.425915
0.706000,-0.789091,-0.690503,6.404584,8.356101,2.469243
0.708000,-0.774623,-0.670376,6.607017,8.353106,2.487932
0.710000,-0.757122,-0.658385,6.813657,8.357718,2.500000
0.712000,-0.739024,-0.637233,7.023756,8.369438,2.500000
0.714000,-0.733357,-0.629728,7.237705,8.388628,2.500000
0.716000,-0.710631,-0.605237,7.455916,8.415682,2.500000
0.718000,-0.701181,-0.585453,7.678828,8.451029,2.500000
0.720000,-0.678895,-0.569987,7.906906,8.495131,2.500000
0.722000,-0.674732,-0.553148,8.140643,8.548490,2.500000
0.724000,-0.652932,-0.536469,8.380562,8.611647,2.500000
0.726000,-0.639192,-0.524062,8.627216,8.685186,2.500000
0.728000,-0.616621,-0.503045,8.881192,8.769735,2.500000
0.730000,-0.605714,-0.486352,9.143108,8.865967,2.500000
0.732000,-0.582604,-0.464977,9.413614,8.974602,2.500000
0.734000,-0.556895,-0.446750,9.693387,9.096406,2.500000
0.736000,-0.542859,-0.432819,9.983133,9.232187,2.500000
0.738000,-0.519146,-0.411253,10.283571,9.382791,2.500000
0.740000,-0.500796,-0.394767,10.595433,9.549096,2.500000
0.742000,-0.475735,-0.376970,10.919440,9.731997,2.500000
0.744000,-0.456875,-0.352570,11.256284,9.932387,2.500000
0.746000,-0.434861,-0.336986,11.606602,10.151132,2.500000
0.748000,-0.414842,-0.318011,11.970928,10.389033,2.500000
0.750000,-0.389128,-0.293582,10.428070,8.889069,-8.700918
0.752000,-0.369475,-0.280153,9.256158,7.731864,-6.159091
0.754000,-0.352785,-0.263633,8.444142,6.909336,-3.899373
0.756000,-0.335950,-0.245227,7.846660,6.288259,-2.587709
0.758000,-0.315457,-0.241297,7.372430,5.784387,-1.845752
0.760000,-0.306491,-0.229688,7.112103,5.482642,-0.663715
0.762000,-0.293767,-0.219617,6.903898,5.232168,-0.376178
0.764000,-0.274661,-0.204142,6.742769,5.028279,-0.127521
0.766000,-0.264285,-0.193814,6.560223,4.806603,-0.238664
0.768000,-0.247117,-0.192021,6.408045,4.615785,-0.087616
0.770000,-0.239225,-0.176007,6.359692,4.525144,0.425400
0.772000,-0.226866,-0.171661,6.222113,4.352322,-0.030570
0.774000,-0.212349,-0.161992,6.152036,4.245486,0.291045
0.776000,-0.201431,-0.149903,6.065536,4.125117,0.197091
0.778000,-0.194215,-0.145191,5.941466,3.971055,0.001499
0.780000,-0.178621,-0.139003,5.868278,3.867261,0.232487
0.782000,-0.168466,-0.127146,5.811090,3.780552,0.293590
0.784000,-0.152854,-0.118568,5.698526,3.642915,0.015101
0.786000,-0.146985,-0.111992,5.593054,3.513786,0.033222
0.788000,-0.130035,-0.106779,5.504050,3.402058,0.094786
0.790000,-0.124154,-0.096869,5.443822,3.319445,0.213159
0.792000,-0.107925,-0.091949,5.339798,3.196575,-0.006784
0.794000,-0.094617,-0.079410,5.271886,3.109771,0.144195
0.796000,-0.088514,-0.077405,5.137907,2.961249,-0.177117
0.798000,-0.077974,-0.075153,5.076597,2.883708,0.140665
0.800000,-0.067920,-0.069070,5.050551,2.841323,0.286713
0.802000,-0.059444,-0.066294,4.999326,2.776178,0.156131
0.804000,-0.046977,-0.056417,4.968752,2.732158,0.234843
0.806000,-0.042123,-0.048465,4.873476,2.627414,-0.075326
0.808000,-0.026113,-0.048393,4.760720,2.507163,-0.171300
0.810000,-0.019009,-0.045185,4.730932,2.467702,0.189119
0.812000,-0.012456,-0.037719,4.700189,2.428506,0.170508
0.814000,-0.001786,-0.040539,4.621418,2.344376,-0.061407
0.816000,0.011891,-0.032066,4.632477,2.347591,0.329934
0.818000,0.014256,-0.019508,4.565538,2.277049,-0.035525
0.820000,0.028606,-0.016307,4.407791,2.120404,-0.461081
0.822000,0.034514,-0.014187,4.315150,2.027285,-0.184506
0.824000,0.041791,-0.010688,4.258484,1.969675,-0.036909
0.826000,0.052436,-0.003698,4.204053,1.915146,-0.040144
0.828000,0.061105,-0.001381,4.114213,1.827518,-0.213054
0.830000,0.066306,0.001537,4.055835,1.770973,-0.085053
0.832000,0.074151,0.002820,4.002654,1.720254,-0.074120
0.834000,0.084935,0.008535,3.970680,1.690716,0.009578
0.836000,0.092922,0.013112,3.901977,1.626702,-0.167364
0.838000,0.100725,0.007995,3.825327,1.555821,-0.215603
0.840000,0.107852,0.018537,3.849043,1.582057,0.225677
0.842000,0.114087,0.019006,3.749772,1.490935,-0.338368
0.844000,0.122731,0.022397,3.699513,1.447576,-0.129760
0.846000,0.127907,0.026484,3.641969,1.397900,-0.173354
0.848000,0.135254,0.028882,3.570294,1.335311,-0.248034
0.850000,0.146127,0.033940,3.510945,1.285180,-0.203222
0.852000,0.156103,0.029111,3.430525,1.215422,-0.308903
0.854000,0.154574,0.035432,3.445590,1.237885,0.113336
0.856000,0.169866,0.042594,3.377398,1.181016,-0.270872
