t,theta,alpha,theta_dot,alpha_dot,voltage
0.160000,-1.187503,-2.317613,-3.593438,-1.931605,1.508587
0.162000,-1.192957,-2.323062,-3.352281,-2.253359,1.492051
0.164000,-1.198545,-2.327859,-3.109185,-2.576850,1.482624
0.166000,-1.205490,-2.332521,-2.863592,-2.902439,1.473083
0.168000,-1.211925,-2.338719,-2.615091,-3.230389,1.461394
0.170000,-1.215151,-2.344514,-2.363006,-3.561152,1.450726
0.172000,-1.221252,-2.355737,-2.106284,-3.895436,1.445438
0.174000,-1.224260,-2.361827,-1.844652,-4.233441,1.435545
0.176000,-1.227556,-2.371985,-1.577021,-4.575925,1.430719
0.178000,-1.230983,-2.379407,-1.302714,-4.923385,1.425473
0.180000,-1.232247,-2.389196,-1.020994,-5.276367,1.420061
0.182000,-1.234205,-2.399563,-0.730774,-5.635679,1.418076
0.184000,-1.236740,-2.413325,-0.431295,-6.001916,1.415014
0.186000,-1.235630,-2.423623,-0.121736,-6.375737,1.411070
0.188000,-1.235131,-2.437694,0.199375,-6.758284,1.412795
0.190000,-1.235445,-2.450175,0.533000,-7.150362,1.413571
0.192000,-1.231898,-2.465299,0.880140,-7.552822,1.413082
0.194000,-1.233169,-2.483295,1.242565,-7.967119,1.418623
0.196000,-1.229245,-2.498417,1.620848,-8.393831,1.416632
0.198000,-1.226666,-2.514613,2.017167,-8.834789,1.422800
0.200000,-1.220123,-2.534125,2.432807,-9.291178,1.426886
0.202000,-1.215336,-2.551583,2.870032,-9.764982,1.437364
0.204000,-1.209751,-2.571858,3.330262,-10.257564,1.445136
0.206000,-1.201450,-2.592439,3.815423,-10.770727,1.454312
0.208000,-1.194674,-2.618681,4.327891,-11.306681,1.468172
0.210000,-1.185802,-2.638043,4.869242,-11.867023,1.479680
0.212000,-1.174843,-2.664203,5.441716,-12.453933,1.495013
0.214000,-1.163927,-2.688020,6.047434,-13.069529,1.514368
0.216000,-1.149259,-2.716515,6.687701,-13.715250,1.534103
0.218000,-1.136165,-2.743385,7.364192,-14.392861,1.561339
0.220000,-1.120610,-2.774258,8.076218,-15.102029,1.586345
0.222000,-1.104799,-2.804763,8.822647,-15.841949,1.616905
0.224000,-1.085741,-2.837793,9.599437,-16.609084,1.648912
0.226000,-1.065305,-2.871092,10.400392,-17.397753,1.688764
0.228000,-1.044379,-2.905649,11.214495,-18.197587,1.733038
0.230000,-1.022654,-2.944249,12.025008,-18.992570,1.780025
0.232000,-0.995401,-2.982443,12.809185,-19.760649,1.830577
0.234000,-0.969300,-3.022626,13.540827,-20.476125,1.896543
0.236000,-0.940108,-3.063851,14.186464,-21.106085,1.962377
0.238000,-0.913681,-3.105047,14.714543,-21.619306,2.039091
0.240000,-0.883459,3.132837,15.095210,-21.986323,2.111349
0.242000,-0.850582,3.090751,15.313359,-22.192237,2.197250
0.244000,-0.823377,3.043597,15.367838,-22.236118,2.294660
0.246000,-0.790272,3.000455,15.266710,-22.126440,2.378389
0.248000,-0.760957,2.956118,15.037036,-21.890184,2.484086
0.250000,-0.729657,2.910646,14.690251,-21.539665,2.500000
0.252000,-0.703070,2.869938,14.255863,-21.104222,2.500000
0.254000,-0.675260,2.828676,13.763993,-20.613327,2.500000
0.256000,-0.646314,2.786358,13.239742,-20.091209,2.500000
0.258000,-0.623809,2.746720,12.702565,-19.556330,2.500000
0.260000,-0.596048,2.706765,12.166684,-19.021895,2.500000
0.262000,-0.573140,2.671786,11.641975,-18.496803,2.500000
0.264000,-0.550636,2.633044,11.134934,-17.986658,2.500000
0.266000,-0.527776,2.599979,10.649560,-17.494679,2.500000
0.268000,-0.506441,2.564683,10.188071,-17.022412,2.500000
0.270000,-0.486572,2.529995,9.751452,-16.570282,2.500000
0.272000,-0.467453,2.499859,9.339856,-16.137980,2.500000
0.274000,-0.449901,2.465354,8.952898,-15.724745,2.500000
0.276000,-0.431970,2.434939,8.589853,-15.329551,2.500000
0.278000,-0.415490,2.404793,8.249797,-14.951238,2.500000
0.280000,-0.399905,2.375792,7.931704,-14.588592,2.500000
0.282000,-0.384499,2.346317,7.634508,-14.240406,2.500000
0.284000,-0.367601,2.319181,7.357146,-13.905506,2.500000
0.286000,-0.353911,2.291315,7.098580,-13.582776,2.500000
0.288000,-0.340511,2.264596,6.857820,-13.271165,2.500000
0.290000,-0.325184,2.239557,6.633924,-12.969695,2.500000
0.292000,-0.313829,2.213487,6.426012,-12.677457,2.500000
0.294000,-0.301205,2.188476,6.233259,-12.393612,2.500000
0.296000,-0.288420,2.163714,6.054898,-12.117389,2.500000
0.298000,-0.276637,2.138297,5.890217,-11.848077,2.500000
0.300000,-0.265489,2.116874,5.738555,-11.585023,2.500000
0.302000,-0.254065,2.093433,5.599301,-11.327626,2.500000
0.304000,-0.243925,2.068741,5.471888,-11.075335,2.500000
0.306000,-0.232536,2.047285,5.355793,-10.827644,2.500000
0.308000,-0.220012,2.025692,5.250528,-10.584086,2.500000
0.310000,-0.210706,2.005371,5.155642,-10.344231,2.500000
0.312000,-0.201598,1.986191,5.070716,-10.107684,2.500000
0.314000,-0.190930,1.966099,4.995358,-9.874081,2.500000
0.316000,-0.181670,1.945446,4.929204,-9.643084,2.500000
0.318000,-0.171751,1.926804,4.871913,-9.414383,2.500000
0.320000,-0.163012,1.910712,4.823166,-9.187691,2.500000
0.322000,-0.151542,1.890447,4.782661,-8.962741,2.500000
0.324000,-0.143859,1.873047,4.750116,-8.739288,2.500000
0.326000,-0.135288,1.855885,4.725263,-8.517105,2.500000
0.328000,-0.123033,1.837390,4.707846,-8.295980,2.500000
0.330000,-0.112183,1.820921,4.697624,-8.075719,2.500000
0.332000,-0.105389,1.806729,4.694364,-7.856143,2.500000
0.334000,-0.096714,1.791251,4.697843,-7.637084,2.500000
0.336000,-0.085091,1.774522,4.707847,-7.418390,2.500000
0.338000,-0.075193,1.761189,4.724167,-7.199919,2.500000
0.340000,-0.066477,1.748086,4.746602,-6.981542,2.500000
0.342000,-0.057669,1.733853,4.774953,-6.763141,2.500000
0.344000,-0.046434,1.719497,4.809026,-6.544607,2.500000
0.346000,-0.038371,1.706586,4.848631,-6.325841,2.500000
0.348000,-0.027244,1.693796,4.893578,-6.106756,2.500000
0.350000,-0.019402,1.684658,4.943682,-5.887271,2.500000
0.352000,-0.007712,1.670461,4.998756,-5.667317,2.500000
0.354000,0.001572,1.658679,5.058615,-5.446831,2.500000
0.356000,0.009608,1.649160,5.123071,-5.225760,2.500000
0.358000,0.022696,1.638486,5.191940,-5.004058,2.500000
0.360000,0.032911,1.628661,5.265034,-4.781688,2.500000
0.362000,0.041234,1.619435,5.342163,-4.558619,2.500000
0.364000,0.055645,1.611270,5.423138,-4.334829,2.500000
0.366000,0.064784,1.602602,5.507767,-4.110303,2.500000
0.368000,0.076037,1.594972,5.595854,-3.885032,2.500000
0.370000,0.087046,1.586740,5.687205,-3.659015,2.500000
0.372000,0.097751,1.580870,5.781620,-3.432255,2.500000
0.374000,0.110432,1.572575,5.878898,-3.204765,2.500000
0.376000,0.121244,1.567667,5.978835,-2.976561,2.500000
0.378000,0.133765,1.561138,5.832773,-2.749290,-2.500000
0.380000,0.145182,1.555368,5.689434,-2.522685,-2.500000
0.382000,0.157107,1.551150,5.548595,-2.296680,-2.500000
0.384000,0.165870,1.548644,5.410033,-2.071213,-2.500000
0.386000,0.179389,1.540979,5.273535,-1.846225,-2.500000
0.388000,0.187649,1.539252,5.138888,-1.621661,-2.500000
0.390000,0.198721,1.537555,5.005887,-1.397466,-2.500000
0.392000,0.209289,1.533985,4.874330,-1.173588,-2.500000
0.394000,0.217308,1.529869,4.744015,-0.949976,-2.500000
0.396000,0.227707,1.529445,4.614749,-0.726581,-2.500000
0.398000,0.236928,1.530549,4.486337,-0.503355,-2.500000
0.400000,0.244797,1.527489,4.358587,-0.280249,-2.500000
0.402000,0.253416,1.526562,4.231311,-0.057216,-2.500000
0.404000,0.263290,1.527025,4.104322,0.165791,-2.500000
0.406000,0.270839,1.527682,4.226221,0.399075,2.500000
0.408000,0.279544,1.529905,4.347478,0.632262,2.500000
0.410000,0.287386,1.529882,4.467887,0.865291,2.500000
0.412000,0.296523,1.531612,4.587242,1.098100,2.500000
0.414000,0.306617,1.534896,4.705342,1.330630,2.500000
0.416000,0.318677,1.536993,4.821988,1.562823,2.500000
0.418000,0.324782,1.541923,4.936983,1.794621,2.500000
0.420000,0.335931,1.547164,5.050138,2.025972,2.500000
0.422000,0.346235,1.549469,5.161263,2.256823,2.500000
0.424000,0.356724,1.553679,5.270176,2.487126,2.500000
0.426000,0.367350,1.557468,5.376699,2.716836,2.500000
0.428000,0.378781,1.564963,5.480659,2.945911,2.500000
0.430000,0.388464,1.571983,5.581886,3.174313,2.500000
0.432000,0.400591,1.579059,5.431771,3.402904,-2.500000
0.434000,0.410108,1.584747,5.279079,3.632397,-2.500000
0.436000,0.420120,1.592421,5.123607,3.862889,-2.500000
0.438000,0.432360,1.599875,4.965146,4.094486,-2.500000
0.440000,0.441590,1.606866,4.803482,4.327300,-2.500000
0.442000,0.450557,1.616952,4.638392,4.561451,-2.500000
0.444000,0.459018,1.628764,4.469646,4.797069,-2.500000
0.446000,0.468817,1.636140,4.297006,5.034292,-2.500000
0.448000,0.474768,1.647094,4.120222,5.273270,-2.500000
0.450000,0.485124,1.657231,3.939033,5.514162,-2.500000
0.452000,0.492859,1.668103,3.753166,5.757142,-2.500000
0.454000,0.499085,1.682858,3.562333,6.002395,-2.500000
0.456000,0.506860,1.694002,3.366230,6.250122,-2.500000
0.458000,0.512783,1.706864,3.164536,6.500539,-2.500000
0.460000,0.517321,1.720230,2.956909,6.753881,-2.500000
0.462000,0.525207,1.733622,2.742986,7.010401,-2.500000
0.464000,0.531001,1.747076,2.522378,7.270373,-2.500000
0.466000,0.535781,1.763350,2.294671,7.534097,-2.500000
0.468000,0.538935,1.777964,2.059418,7.801897,-2.500000
0.470000,0.540861,1.793196,1.816140,8.074126,-2.500000
0.472000,0.547050,1.810320,1.564318,8.351171,-2.500000
0.474000,0.547995,1.826418,1.303391,8.633454,-2.500000
0.476000,0.551457,1.843886,1.032753,8.921437,-2.500000
0.478000,0.551922,1.862522,0.751741,9.215629,-2.500000
0.480000,0.555773,1.880769,0.459635,9.516590,-2.500000
0.482000,0.557684,1.900807,0.155645,9.824936,-2.500000
0.484000,0.556588,1.919471,-0.161092,10.141352,-2.500000
0.486000,0.556243,1.940035,-0.491526,10.466595,-2.500000
0.488000,0.552848,1.962149,-0.836705,10.801507,-2.500000
0.490000,0.550907,1.985044,-1.197785,11.147030,-2.500000
0.492000,0.549405,2.007462,-1.576049,11.504216,-2.500000
0.494000,0.545086,2.027831,-1.972921,11.874244,-2.500000
0.496000,0.541773,2.054685,-2.389990,12.258446,-2.500000
0.498000,0.535634,2.079199,-2.829031,12.658323,-2.500000
0.500000,0.528426,2.104778,-3.292036,13.075577,-2.500000
0.502000,0.521348,2.129460,-3.781244,13.512145,-2.500000
0.504000,0.515200,2.159455,-4.299180,13.970237,-2.500000
0.506000,0.504389,2.188037,-4.848706,14.452386,-2.500000
0.508000,0.495034,2.215812,-5.433064,14.961502,-2.500000
0.510000,0.482782,2.245883,-6.055950,15.500940,-2.500000
0.512000,0.471108,2.278669,-6.721575,16.074584,-2.500000
0.514000,0.454720,2.311601,-7.434756,16.686935,-2.500000
0.516000,0.441247,2.345218,-8.201003,17.343224,-2.500000
0.518000,0.423863,2.380517,-9.026615,18.049529,-2.500000
0.520000,0.405021,2.419319,-9.918780,18.812908,-2.500000
0.522000,0.382829,2.456429,-10.885639,19.641513,-2.500000
0.524000,0.362890,2.498217,-11.936304,20.544674,-2.500000
0.526000,0.337611,2.536993,-13.080741,21.532873,-2.500000
0.528000,0.309174,2.583122,-14.329389,22.617488,-2.500000
0.530000,0.276741,2.628424,-15.692270,23.810072,-2.500000
0.532000,0.246248,2.678644,-17.177170,25.120734,-2.500000
0.534000,0.211289,2.727509,-18.786147,26.554896,-2.500000
0.536000,0.169837,2.784352,-20.509307,28.107284,-2.500000
0.538000,0.128588,2.844516,-22.314556,29.751787,-2.500000
0.540000,0.083139,2.904412,-24.133008,31.426652,-2.500000
0.542000,0.032854,2.968274,-25.843695,33.018465,-2.500000
0.544000,-0.022525,3.035193,-27.270243,34.357610,-2.500000
0.546000,-0.075381,3.106113,-28.210969,35.247228,-2.500000
0.548000,-0.133432,-3.109120,-28.511455,35.535576,-2.500000
0.550000,-0.190576,-3.037393,-28.141832,35.193843,-2.500000
0.552000,-0.246020,-2.967756,-27.211490,34.330805,-2.500000
0.554000,-0.299146,-2.897972,-25.907309,33.130243,-2.500000
0.556000,-0.351940,-2.833784,-24.414180,31.771266,-2.500000
0.558000,-0.396024,-2.771543,-22.870573,30.384885,-2.500000
0.560000,-0.441370,-2.713041,-21.362418,29.049335,-2.500000
0.562000,-0.481967,-2.657665,-19.935107,27.803121,-2.500000
0.564000,-0.520174,-2.601403,-18.608030,26.660003,-2.500000
0.566000,-0.558227,-2.548379,-17.385701,25.620165,-2.500000
0.568000,-0.589642,-2.498391,-16.264891,24.677181,-2.500000
0.570000,-0.621181,-2.448978,-15.238794,23.821958,-2.500000
0.572000,-0.651116,-2.404797,-14.299296,23.044797,-2.500000
0.574000,-0.679539,-2.356219,-13.438167,22.336397,-2.500000
0.576000,-0.706317,-2.313644,-12.647618,21.688283,-2.500000
0.578000,-0.730079,-2.270903,-11.920549,21.092939,-2.500000
0.580000,-0.752558,-2.228534,-11.250611,20.543795,-2.500000
0.582000,-0.774443,-2.189483,-10.632191,20.035151,-2.500000
0.584000,-0.794628,-2.149509,-10.060354,19.562080,-2.500000
0.586000,-0.814398,-2.112111,-9.385549,19.045947,-0.176338
0.588000,-0.833013,-2.072863,-8.755641,18.564504,-0.124849
0.590000,-0.849261,-2.035999,-8.166226,18.113755,-0.075961
0.592000,-0.865260,-1.999868,-7.613663,17.690356,-0.032966
0.594000,-0.879368,-1.966231,-7.094470,17.291294,0.009667
0.596000,-0.894155,-1.932584,-6.605837,16.914062,0.047505
0.598000,-0.908658,-1.898069,-6.144933,16.556353,0.087409
0.600000,-0.917642,-1.866210,-5.709387,16.216213,0.126789
0.602000,-0.929030,-1.833343,-5.297854,15.892138,0.151305
0.604000,-0.942177,-1.801077,-4.908064,15.582497,0.182513
0.606000,-0.949587,-1.772370,-4.538059,15.285899,0.218727
0.608000,-0.959639,-1.741429,-4.187125,15.001322,0.239226
0.610000,-0.966628,-1.708884,-3.853508,14.727637,0.267133
0.612000,-0.972261,-1.683569,-3.536400,14.463961,0.286604
0.614000,-0.981023,-1.652870,-3.234870,14.209457,0.302339
0.616000,-0.987028,-1.625931,-2.947467,13.963323,0.326885
0.618000,-0.991583,-1.598460,-2.673663,13.724903,0.343760
0.620000,-0.998372,-1.570093,-2.412831,13.493577,0.356588
0.622000,-1.001293,-1.543077,-2.088670,13.269787,1.889213
0.624000,-1.004740,-1.516902,-1.777011,13.053897,1.882040
0.626000,-1.008025,-1.492562,-1.477128,12.845364,1.873617
0.628000,-1.012016,-1.466708,-1.188279,12.643703,1.865634
0.630000,-1.013858,-1.440686,-0.909890,12.448461,1.855988
0.632000,-1.015344,-1.416787,-0.641097,12.259270,1.851556
0.634000,-1.016615,-1.394100,-0.381303,12.075780,1.847992
0.636000,-1.018076,-1.368072,-0.129970,11.897673,1.844950
0.638000,-1.017291,-1.343754,0.113349,11.724651,1.841461
0.640000,-1.015344,-1.318821,0.349370,11.556509,1.843335
0.642000,-1.014581,-1.299347,0.578647,11.393054,1.847992
0.644000,-1.014700,-1.275783,0.801416,11.234041,1.849822
0.646000,-1.012430,-1.252015,1.017919,11.079247,1.849536
0.648000,-1.009535,-1.229006,1.228796,10.928591,1.854991
0.650000,-1.008185,-1.208377,1.434451,10.781953,1.861978
0.652000,-1.005403,-1.186896,1.634979,10.639136,1.865246
0.654000,-1.000606,-1.166642,1.830857,10.500088,1.872003
0.656000,-0.996975,-1.145861,2.022641,10.364820,1.883724
0.658000,-0.992430,-1.126369,2.210441,10.233194,1.892654
0.660000,-0.987596,-1.104300,2.394647,10.105201,1.903904
0.662000,-0.983563,-1.086756,2.575558,9.980814,1.915955
0.664000,-0.976342,-1.065238,2.753301,9.859945,1.926078
0.666000,-0.972562,-1.044089,2.928614,9.742803,1.944358
0.668000,-0.967607,-1.025785,3.101206,9.629134,1.954007
0.670000,-0.959820,-1.008969,3.271495,9.519029,1.966737
0.672000,-0.953861,-0.987065,3.440195,9.412756,1.986932
0.674000,-0.944575,-0.968488,3.607254,9.310203,2.002545
0.676000,-0.939319,-0.949641,3.773512,9.211753,2.027142
0.678000,-0.932377,-0.933368,3.938516,9.117091,2.041210
0.680000,-0.924375,-0.916256,4.102825,9.026476,2.059956
0.682000,-0.914223,-0.897055,4.266912,8.940135,2.081787
0.684000,-0.907037,-0.878068,4.431498,8.858467,2.109838
0.686000,-0.896412,-0.859271,4.596296,8.781275,2.129935
0.688000,-0.888279,-0.843157,4.762336,8.709185,2.160005
0.690000,-0.876660,-0.825362,4.929423,8.642070,2.183316
0.692000,-0.868895,-0.807509,5.098689,8.580669,2.217057
0.694000,-0.856485,-0.790887,5.269627,8.524664,2.239893
0.696000,-0.846950,-0.773618,5.443730,8.475081,2.276868
0.698000,-0.834738,-0.758371,5.620731,8.431777,2.305674
0.700000,-0.823133,-0.740943,5.801765,8.395587,2.343080
0.702000,-0.812742,-0.724811,5.987178,8.366816,2.379150
0.704000,-0.800833,-0.706630,6.177150,8.345662,2.411885
0.706000,-0.787164,-0.690129,6.372657,8.332912,2.449911
0.708000,-0.772852,-0.673667,6.574841,8.329505,2.494222
0.710000,-0.762946,-0.657208,6.780601,8.333212,2.500000
0.712000,-0.747282,-0.639871,6.989769,8.343966,2.500000
0.714000,-0.733778,-0.624818,7.202730,8.362124,2.500000
0.716000,-0.716885,-0.606512,7.419893,8.388075,2.500000
0.718000,-0.705960,-0.591143,7.641693,8.422240,2.500000
0.720000,-0.686407,-0.575627,7.868587,8.465078,2.500000
0.722000,-0.672319,-0.557444,8.101064,8.517081,2.500000
0.724000,-0.654976,-0.539807,8.339640,8.578784,2.500000
0.726000,-0.640721,-0.520497,8.584862,8.650763,2.500000
0.728000,-0.620676,-0.505728,8.837311,8.733638,2.500000
0.730000,-0.604254,-0.486556,9.097598,8.828072,2.500000
0.732000,-0.586027,-0.469512,9.366366,8.934778,2.500000
0.734000,-0.565334,-0.452110,9.644287,9.054511,2.500000
0.736000,-0.546456,-0.433634,9.932059,9.188071,2.500000
0.738000,-0.527331,-0.415770,10.230399,9.336297,2.500000
0.740000,-0.505973,-0.392834,10.540035,9.500059,2.500000
0.742000,-0.484042,-0.376054,10.861687,9.680249,2.500000
0.744000,-0.463500,-0.357718,11.196053,9.877758,2.500000
0.746000,-0.439393,-0.336105,11.543778,10.093455,2.500000
0.748000,-0.413756,-0.316177,11.905413,10.328154,2.500000
0.750000,-0.395462,-0.297685,10.377304,8.842355,-8.644263
0.752000,-0.373148,-0.283093,9.259904,7.735559,-5.869159
0.754000,-0.355639,-0.266338,8.472832,6.935938,-3.775971
0.756000,-0.340775,-0.251818,7.888488,6.326703,-2.526583
0.758000,-0.325447,-0.244767,7.456001,5.861230,-1.627511
0.760000,-0.310263,-0.229322,7.188753,5.552422,-0.704200
0.762000,-0.292241,-0.218553,6.944453,5.267587,-0.567121
0.764000,-0.283001,-0.209212,6.758808,5.040164,-0.253584
0.766000,-0.267907,-0.198723,6.614989,4.854398,-0.038536
0.768000,-0.256954,-0.188309,6.486702,4.685548,0.035332
0.770000,-0.243359,-0.180550,6.363873,4.524067,0.055095
0.772000,-0.229723,-0.170355,6.270361,4.392444,0.191378
0.774000,-0.217667,-0.161802,6.167435,4.254013,0.133086
0.776000,-0.204652,-0.154036,6.073056,4.125716,0.162427
0.778000,-0.192123,-0.144187,5.990269,4.010401,0.205121
0.780000,-0.182276,-0.136987,5.890574,3.880944,0.109354
0.782000,-0.168883,-0.129552,5.805567,3.767322,0.165049
0.784000,-0.157666,-0.120988,5.726675,3.661336,0.178856
0.786000,-0.146198,-0.115716,5.636230,3.546096,0.108623
0.788000,-0.136169,-0.108321,5.572713,3.458253,0.219362
0.790000,-0.123260,-0.100078,5.498322,3.361692,0.152330
0.792000,-0.113685,-0.095566,5.409875,3.253319,0.070629
0.794000,-0.102686,-0.088599,5.349943,3.173773,0.186517
0.796000,-0.093474,-0.082532,5.277883,3.084152,0.114180
0.798000,-0.081332,-0.076065,5.206661,2.996817,0.101660
0.800000,-0.071833,-0.070063,5.132188,2.907807,0.070381
0.802000,-0.060659,-0.066612,5.057887,2.820360,0.054849
0.804000,-0.051973,-0.058920,5.010825,2.760373,0.163091
0.806000,-0.041751,-0.054662,4.928549,2.667950,-0.013122
0.808000,-0.030709,-0.046666,4.865787,2.595519,0.059464
0.810000,-0.019768,-0.043879,4.771547,2.494136,-0.099220
0.812000,-0.013397,-0.036927,4.716964,2.431998,0.064528
0.814000,-0.003595,-0.034380,4.632185,2.342043,-0.087303
0.816000,0.006995,-0.028979,4.581714,2.286138,0.052450
0.818000,0.013738,-0.024434,4.516306,2.216984,-0.029479
0.820000,0.024076,-0.018412,4.449212,2.147267,-0.051727
0.822000,0.033479,-0.015508,4.366747,2.063813,-0.135643
0.824000,0.040857,-0.010786,4.309030,2.005106,-0.038542
0.826000,0.048788,-0.007318,4.241011,1.937457,-0.098612
0.828000,0.057480,-0.003830,4.181099,1.878513,-0.075678
0.830000,0.066456,-0.000336,4.124437,1.823581,-0.074104
0.832000,0.074149,0.003618,4.068556,1.770261,-0.083310
0.834000,0.083291,0.008022,4.006270,1.711627,-0.124698
0.836000,0.089963,0.008619,3.936202,1.646326,-0.172321
0.838000,0.100499,0.013612,3.901146,1.615427,-0.026623
0.840000,0.107081,0.015456,3.837043,1.557394,-0.168716
0.842000,0.115393,0.018227,3.789663,1.516151,-0.104929
0.844000,0.122024,0.021463,3.740666,1.474068,-0.123098
0.846000,0.129077,0.026061,3.683969,1.425285,-0.168662
0.848000,0.137535,0.026799,3.608440,1.359087,-0.264758
0.850000,0.145515,0.032769,3.565922,1.325218,-0.126548
0.852000,0.150687,0.032404,3.481642,1.251878,-0.325474
0.854000,0.157485,0.036268,3.443190,1.223110,-0.128804
0.856000,0.162075,0.038196,3.381553,1.172660,-0.242891
