t,theta,alpha,theta_dot,alpha_dot,voltage
0.160000,-1.171469,-2.316282,-3.600229,-1.926345,1.505686
0.162000,-1.192418,-2.314682,-3.356957,-2.249468,1.520420
0.164000,-1.192429,-2.321460,-3.113886,-2.572933,1.483551
0.166000,-1.202253,-2.353735,-2.867574,-2.898986,1.483532
0.168000,-1.211921,-2.336037,-2.618750,-3.227142,1.466820
0.170000,-1.223046,-2.352282,-2.366777,-3.557820,1.450732
0.172000,-1.223663,-2.347061,-2.111209,-3.891318,1.432664
0.174000,-1.226442,-2.363459,-1.850029,-4.229005,1.431676
0.176000,-1.218681,-2.355860,-1.582835,-4.571180,1.427241
0.178000,-1.236308,-2.370511,-1.307500,-4.919340,1.439696
0.180000,-1.230417,-2.392415,-1.026648,-5.271707,1.411741
0.182000,-1.235116,-2.399449,-0.736362,-5.631055,1.420952
0.184000,-1.230460,-2.426541,-0.437200,-5.997058,1.413594
0.186000,-1.233212,-2.422271,-0.126977,-6.371346,1.420883
0.188000,-1.225294,-2.455146,0.194266,-6.753979,1.416565
0.190000,-1.246645,-2.451119,0.529101,-7.146938,1.429070
0.192000,-1.241267,-2.458014,0.874412,-7.548024,1.395898
0.194000,-1.233312,-2.477978,1.235184,-7.961062,1.404090
0.196000,-1.225866,-2.485208,1.613145,-8.387518,1.416409
0.198000,-1.227109,-2.519376,2.009683,-8.828635,1.428159
0.200000,-1.223807,-2.547990,2.424916,-9.284693,1.426182
0.202000,-1.208870,-2.538275,2.861147,-9.757697,1.431445
0.204000,-1.200033,-2.573219,3.322151,-10.250889,1.455771
0.206000,-1.199502,-2.602805,3.808775,-10.765229,1.470563
0.208000,-1.176828,-2.608775,4.321272,-11.301190,1.471461
0.210000,-1.174516,-2.634357,4.866088,-11.864408,1.510828
0.212000,-1.197888,-2.674884,5.440871,-12.453246,1.514953
0.214000,-1.160653,-2.688915,6.041100,-13.064107,1.474199
0.216000,-1.155896,-2.732957,6.681884,-13.710258,1.540111
0.218000,-1.136485,-2.735065,7.356303,-14.386028,1.548914
0.220000,-1.133395,-2.778584,8.067945,-15.094840,1.585727
0.222000,-1.112519,-2.802583,8.810113,-15.830916,1.591720
0.224000,-1.089314,-2.826356,9.583973,-16.595390,1.633164
0.226000,-1.069184,-2.877701,10.383375,-17.382647,1.681186
0.228000,-1.031851,-2.904476,11.195892,-18.181039,1.724510
0.230000,-1.011111,-2.963430,12.012369,-18.981649,1.808956
0.232000,-0.994937,-2.982114,12.803159,-19.756009,1.858170
0.234000,-0.961987,-3.028853,13.536706,-20.473337,1.897689
0.236000,-0.926255,-3.059576,14.188581,-21.109310,1.981290
0.238000,-0.901595,-3.112789,14.727457,-21.632942,2.076636
0.240000,-0.882895,3.143783,15.118179,-22.009684,2.145283
0.242000,-0.842128,3.100421,15.338762,-22.218018,2.198885
0.244000,-0.810620,3.015024,15.400176,-22.268638,2.320376
0.246000,-0.789101,2.992283,15.307792,-22.167414,2.418623
0.248000,-0.756614,2.946655,15.078025,-21.931205,2.487901
0.250000,-0.740364,2.938889,14.729628,-21.579311,2.500000
0.252000,-0.712702,2.873661,14.293139,-21.142053,2.500000
0.254000,-0.668524,2.818298,13.798893,-20.649114,2.500000
0.256000,-0.641882,2.785744,13.272165,-20.124888,2.500000
0.258000,-0.624914,2.745089,12.732532,-19.587951,2.500000
0.260000,-0.590774,2.707714,12.194296,-19.051578,2.500000
0.262000,-0.596849,2.662027,11.667374,-18.524702,2.500000
0.264000,-0.536840,2.623644,11.158282,-18.012942,2.500000
0.266000,-0.540103,2.606725,10.671024,-17.519516,2.500000
0.268000,-0.508536,2.574870,10.207813,-17.045960,2.500000
0.270000,-0.495565,2.537875,9.769624,-16.592686,2.500000
0.272000,-0.474025,2.489452,9.356598,-16.159371,2.500000
0.274000,-0.457713,2.470631,8.968335,-15.745239,2.500000
0.276000,-0.431671,2.435657,8.604100,-15.349250,2.500000
0.278000,-0.410332,2.405592,8.262956,-14.970232,2.500000
0.280000,-0.394730,2.376393,7.943868,-14.606961,2.500000
0.282000,-0.359136,2.347779,7.645759,-14.258218,2.500000
0.284000,-0.359069,2.328551,7.367558,-13.922822,2.500000
0.286000,-0.363337,2.301593,7.108219,-13.599648,2.500000
0.288000,-0.335651,2.257637,6.866745,-13.287639,2.500000
0.290000,-0.340839,2.247839,6.642190,-12.985812,2.500000
0.292000,-0.298285,2.212174,6.433668,-12.693252,2.500000
0.294000,-0.310193,2.187747,6.240349,-12.409117,2.500000
0.296000,-0.277584,2.165827,6.061462,-12.132631,2.500000
0.298000,-0.277665,2.152229,5.896292,-11.863080,2.500000
0.300000,-0.260005,2.127464,5.744177,-11.599807,2.500000
0.302000,-0.237166,2.103294,5.604500,-11.342211,2.500000
0.304000,-0.242013,2.088127,5.476695,-11.089737,2.500000
0.306000,-0.230138,2.041121,5.360235,-10.841876,2.500000
0.308000,-0.227254,2.028907,5.254631,-10.598161,2.500000
0.310000,-0.220086,2.002017,5.159430,-10.358161,2.500000
0.312000,-0.199800,1.975434,5.074211,-10.121477,2.500000
0.314000,-0.188747,1.969485,4.998582,-9.887745,2.500000
0.316000,-0.187349,1.951862,4.932178,-9.656627,2.500000
0.318000,-0.172835,1.947170,4.874657,-9.427810,2.500000
0.320000,-0.166498,1.896758,4.825699,-9.201006,2.500000
0.322000,-0.138919,1.888281,4.785002,-8.975949,2.500000
0.324000,-0.156664,1.878344,4.752282,-8.752392,2.500000
0.326000,-0.125874,1.865268,4.727270,-8.530105,2.500000
0.328000,-0.132400,1.822387,4.709713,-8.308879,2.500000
0.330000,-0.116961,1.833200,4.699366,-8.088518,2.500000
0.332000,-0.106267,1.810252,4.695998,-7.868841,2.500000
0.334000,-0.088088,1.793344,4.699385,-7.649681,2.500000
0.336000,-0.087025,1.794750,4.709313,-7.430885,2.500000
0.338000,-0.091088,1.769857,4.725572,-7.212311,2.500000
0.340000,-0.066480,1.753335,4.747960,-6.993828,2.500000
0.342000,-0.064500,1.728735,4.776279,-6.775318,2.500000
0.344000,-0.038000,1.716170,4.810336,-6.556671,2.500000
0.346000,-0.034137,1.705009,4.849939,-6.337790,2.500000
0.348000,-0.035542,1.680501,4.894899,-6.118586,2.500000
0.350000,-0.014406,1.685139,4.945030,-5.898977,2.500000
0.352000,-0.019488,1.656029,5.000146,-5.678895,2.500000
0.354000,-0.004653,1.661508,5.060059,-5.458276,2.500000
0.356000,0.026143,1.643729,5.124585,-5.237066,2.500000
0.358000,0.040919,1.624006,5.193537,-5.015220,2.500000
0.360000,0.036776,1.625278,5.266727,-4.792700,2.500000
0.362000,0.057678,1.627379,5.343966,-4.569476,2.500000
0.364000,0.052541,1.597816,5.425064,-4.345525,2.500000
0.366000,0.076202,1.593674,5.509828,-4.120831,2.500000
0.368000,0.082623,1.575190,5.598064,-3.895386,2.500000
0.370000,0.105067,1.591173,5.689575,-3.669188,2.500000
0.372000,0.100934,1.557628,5.784162,-3.442242,2.500000
0.374000,0.116735,1.578175,5.633187,-3.213639,-2.500000
0.376000,0.121046,1.581630,5.733844,-2.985238,2.500000
0.378000,0.147824,1.570891,5.836962,-2.756147,2.500000
0.380000,0.152637,1.565454,5.942333,-2.526392,2.500000
0.382000,0.153280,1.553229,5.801220,-2.300586,-2.500000
0.384000,0.162336,1.537941,5.662387,-2.075314,-2.500000
0.386000,0.180190,1.545565,5.525616,-1.850519,-2.500000
0.388000,0.194833,1.536804,5.390699,-1.626144,-2.500000
0.390000,0.202002,1.522959,5.257427,-1.402136,-2.500000
0.392000,0.213676,1.538121,5.125599,-1.178445,-2.500000
0.394000,0.231982,1.526572,4.995016,-0.955021,-2.500000
0.396000,0.210761,1.525407,4.865482,-0.731814,-2.500000
0.398000,0.231666,1.537475,4.736803,-0.508777,-2.500000
0.400000,0.244166,1.526146,4.608788,-0.285863,-2.500000
0.402000,0.261018,1.535871,4.481250,-0.063025,-2.500000
0.404000,0.265456,1.502777,4.354000,0.159785,-2.500000
0.406000,0.279452,1.523161,4.475673,0.393329,2.500000
0.408000,0.281142,1.532027,4.596707,0.626778,2.500000
0.410000,0.288587,1.536664,4.716894,0.860070,2.500000
0.412000,0.316004,1.545819,4.836029,1.093143,2.500000
0.414000,0.327078,1.544851,4.953909,1.325937,2.500000
0.416000,0.327656,1.519301,5.070334,1.558393,2.500000
0.418000,0.333876,1.544755,5.185110,1.790452,2.500000
0.420000,0.357216,1.540811,5.298043,2.022061,2.500000
0.422000,0.346965,1.548659,5.408947,2.253168,2.500000
0.424000,0.361194,1.552216,5.517638,2.483721,2.500000
0.426000,0.376112,1.561143,5.623938,2.713676,2.500000
0.428000,0.385362,1.555799,5.727674,2.942990,2.500000
0.430000,0.384942,1.592953,5.828676,3.171623,2.500000
0.432000,0.409387,1.558206,5.678341,3.399952,-2.500000
0.434000,0.418743,1.571641,5.773905,3.627132,2.500000
0.436000,0.433354,1.600766,5.617748,3.857323,-2.500000
0.438000,0.441323,1.601459,5.458625,4.088599,-2.500000
0.440000,0.460990,1.608434,5.296324,4.321072,-2.500000
0.442000,0.462852,1.611221,5.130627,4.554862,-2.500000
0.444000,0.476298,1.621706,4.961306,4.790098,-2.500000
0.446000,0.489748,1.643339,4.788127,5.026919,-2.500000
0.448000,0.497460,1.656136,4.610843,5.265473,-2.500000
0.450000,0.497534,1.666279,4.429198,5.505920,-2.500000
0.452000,0.534541,1.677472,4.242922,5.748433,-2.500000
0.454000,0.532005,1.678441,4.051732,5.993197,-2.500000
0.456000,0.525029,1.694126,3.855328,6.240413,-2.500000
0.458000,0.525744,1.702052,3.653393,6.490296,-2.500000
0.460000,0.559457,1.730258,3.445592,6.743080,-2.500000
0.462000,0.546763,1.732439,3.231566,6.999018,-2.500000
0.464000,0.545035,1.758238,3.010932,7.258385,-2.500000
0.466000,0.570328,1.761640,2.783281,7.521476,-2.500000
0.468000,0.568458,1.765194,2.548173,7.788617,-2.500000
0.470000,0.573284,1.787389,2.305135,8.060160,-2.500000
0.472000,0.583672,1.817028,2.053656,8.336488,-2.500000
0.474000,0.575661,1.834542,1.793182,8.618024,-2.500000
0.476000,0.580791,1.819976,1.523114,8.905227,-2.500000
0.478000,0.576616,1.867512,1.242798,9.198603,-2.500000
0.480000,0.595919,1.874703,0.951523,9.498710,-2.500000
0.482000,0.604598,1.909787,0.648508,9.806161,-2.500000
0.484000,0.577580,1.910477,0.332901,10.121637,-2.500000
0.486000,0.601698,1.939484,0.003762,10.445890,-2.500000
0.488000,0.594705,1.959821,-0.339945,10.779758,-2.500000
0.490000,0.588897,1.974608,-0.699362,11.124176,-2.500000
0.492000,0.588942,1.998659,-1.075759,11.480190,-2.500000
0.494000,0.594705,2.025147,-1.470546,11.848971,-2.500000
0.496000,0.581597,2.050740,-1.885293,12.231839,-2.500000
0.498000,0.562503,2.085032,-2.321760,12.630287,-2.500000
0.500000,0.573384,2.107972,-2.781916,13.046002,-2.500000
0.502000,0.573042,2.126997,-3.267981,13.480906,-2.500000
0.504000,0.544016,2.147113,-3.782455,13.937191,-2.500000
0.506000,0.540673,2.203029,-4.328171,14.417368,-2.500000
0.508000,0.532962,2.214509,-4.908346,14.924323,-2.500000
0.510000,0.537004,2.255179,-5.526639,15.461381,-2.500000
0.512000,0.535775,2.271628,-6.187229,16.032392,-2.500000
0.514000,0.504738,2.316395,-6.894893,16.641818,-2.500000
0.516000,0.490417,2.346267,-7.655100,17.294844,-2.500000
0.518000,0.467567,2.381866,-8.474109,17.997498,-2.500000
0.520000,0.453313,2.416506,-9.359064,18.756783,-2.500000
0.522000,0.437024,2.450246,-10.318078,19.580796,-2.500000
0.524000,0.412579,2.504646,-11.360247,20.478822,-2.500000
0.526000,0.381306,2.542551,-12.495563,21.461319,-2.500000
0.528000,0.379337,2.575417,-13.734562,22.539697,-2.500000
0.530000,0.348665,2.620074,-15.087501,23.725655,-2.500000
0.532000,0.324753,2.687401,-16.562638,25.029660,-2.500000
0.534000,0.270179,2.709798,-18.162924,26.457875,-2.500000
0.536000,0.219823,2.769054,-19.880027,28.006413,-2.500000
0.538000,0.183654,2.840684,-21.684410,29.651529,-2.500000
0.540000,0.171561,2.904609,-23.510912,31.335023,-2.500000
0.542000,0.107400,2.961965,-25.242979,32.947792,-2.500000
0.544000,0.040526,3.022849,-26.707373,34.323346,-2.500000
0.546000,-0.000106,3.118176,-27.700802,35.263275,-2.500000
0.548000,-0.058121,-3.099887,-28.060267,35.607323,-2.500000
0.550000,-0.112440,-3.042579,-27.743492,35.314370,-2.500000
0.552000,-0.175031,-2.971573,-26.850787,34.484349,-2.500000
0.554000,-0.235917,-2.914796,-25.567257,33.299607,-2.500000
0.556000,-0.271273,-2.843164,-24.081348,31.943123,-2.500000
0.558000,-0.312053,-2.774143,-22.536518,30.551088,-2.500000
0.560000,-0.369450,-2.707332,-21.022788,29.205892,-2.500000
0.562000,-0.409093,-2.657046,-19.588205,27.948685,-2.500000
0.564000,-0.437500,-2.590129,-18.253640,26.794668,-2.500000
0.566000,-0.453760,-2.556044,-17.024331,25.744704,-2.500000
0.568000,-0.499542,-2.517230,-15.897346,24.792626,-2.500000
0.570000,-0.551681,-2.454767,-14.865943,23.929378,-2.500000
0.572000,-0.561442,-2.400430,-13.921968,23.145199,-2.500000
0.574000,-0.585759,-2.363239,-13.057098,22.430686,-2.500000
0.576000,-0.622827,-2.315706,-12.263444,21.777254,-2.500000
0.578000,-0.649436,-2.274732,-11.533802,21.177281,-2.500000
0.580000,-0.661134,-2.230991,-10.861732,20.624103,-2.500000
0.582000,-0.671317,-2.188731,-10.241540,20.111938,-2.500000
0.584000,-0.710204,-2.145584,-9.668221,19.635787,-2.500000
0.586000,-0.731628,-2.124759,-9.137389,19.191332,-2.500000
0.588000,-0.713870,-2.080761,-8.645204,18.774840,-2.500000
0.590000,-0.758801,-2.022858,-8.188305,18.383071,-2.500000
0.592000,-0.771815,-2.001836,-7.763743,18.013213,-2.500000
0.594000,-0.783822,-1.981993,-7.368928,17.662810,-2.500000
0.596000,-0.806813,-1.947321,-7.001585,17.329712,-2.500000
0.598000,-0.837510,-1.897700,-6.532660,16.970957,-0.144657
0.600000,-0.830313,-1.879934,-6.087701,16.629715,-0.064092
0.602000,-0.844082,-1.825898,-5.669811,16.305726,-0.083077
0.604000,-0.851617,-1.810665,-5.274035,15.996558,-0.046704
0.606000,-0.848508,-1.760783,-4.899461,15.701011,-0.026706
0.608000,-0.887295,-1.732715,-4.545933,15.418071,-0.034965
0.610000,-0.892449,-1.706123,-4.206349,15.145738,0.068865
0.612000,-0.880770,-1.663467,-3.884025,14.883787,0.082793
0.614000,-0.904038,-1.638518,-3.580065,14.631511,0.051279
0.616000,-0.914114,-1.631276,-3.288699,14.387713,0.114217
0.618000,-0.906596,-1.579872,-3.010772,14.151858,0.141667
0.620000,-0.921851,-1.548096,-2.747813,13.923337,0.121175
0.622000,-0.922678,-1.545229,-2.400159,13.703972,2.088725
0.624000,-0.941675,-1.475875,-2.064945,13.493314,2.086449
0.626000,-0.955851,-1.469052,-1.743770,13.290640,2.034892
0.628000,-0.940828,-1.427660,-1.435165,13.095418,1.997316
0.630000,-0.947662,-1.421203,-1.134519,12.907629,2.037161
0.632000,-0.936836,-1.398054,-0.844088,12.726550,2.018928
0.634000,-0.952790,-1.380694,-0.560855,12.552222,2.047895
0.636000,-0.940449,-1.336303,-0.287909,12.383683,2.005364
0.638000,-0.944285,-1.328791,-0.020845,12.221424,2.038178
0.640000,-0.945595,-1.276877,0.238608,12.064737,2.027915
0.642000,-0.944888,-1.277745,0.491257,11.913475,2.024425
0.644000,-0.929349,-1.252901,0.737820,11.767522,2.026309
0.646000,-0.951024,-1.244197,0.980881,11.627395,2.068188
0.648000,-0.950372,-1.182141,1.215392,11.491233,2.010024
0.650000,-0.925879,-1.176885,1.444944,11.359921,2.011747
0.652000,-0.937165,-1.146825,1.673524,11.234711,2.077666
0.654000,-0.928888,-1.152102,1.896059,11.113532,2.047006
0.656000,-0.925886,-1.103983,2.115893,10.997494,2.069444
0.658000,-0.924642,-1.088218,2.332546,10.886246,2.077648
0.660000,-0.916925,-1.080759,2.546047,10.779646,2.081056
0.662000,-0.891183,-1.047351,2.757793,10.678194,2.102336
0.664000,-0.900105,-1.037905,2.971347,10.583516,2.174964
0.666000,-0.895259,-0.998120,3.180973,10.492748,2.149504
0.668000,-0.900815,-0.981504,3.389417,10.407146,2.163294
0.670000,-0.882140,-0.981411,3.595045,10.325755,2.147491
0.672000,-0.877404,-0.950466,3.802770,10.251162,2.201078
0.674000,-0.873866,-0.920588,4.010336,10.182112,2.214881
0.676000,-0.845560,-0.905240,4.217848,10.118620,2.225245
0.678000,-0.864445,-0.879637,4.431000,10.064067,2.309903
0.680000,-0.839118,-0.853749,4.640055,10.012590,2.253084
0.682000,-0.837132,-0.826406,4.855120,9.970404,2.329598
0.684000,-0.823617,-0.832017,5.071468,9.934598,2.335703
0.686000,-0.823266,-0.804085,5.292317,9.907291,2.377637
0.688000,-0.815776,-0.787384,5.514954,9.886750,2.378734
0.690000,-0.786359,-0.769929,5.741643,9.874548,2.402284
0.692000,-0.782507,-0.746626,5.979006,9.875381,2.496855
0.694000,-0.769802,-0.727378,6.220079,9.884535,2.500000
0.696000,-0.750245,-0.708130,6.465089,9.902246,2.500000
0.698000,-0.761217,-0.683785,6.714554,9.928976,2.500000
0.700000,-0.756547,-0.666315,6.969025,9.965233,2.500000
0.702000,-0.726288,-0.653665,7.229087,10.011570,2.500000
0.704000,-0.692382,-0.640768,7.495364,10.068594,2.500000
0.706000,-0.681885,-0.596116,7.768521,10.136966,2.500000
0.708000,-0.658861,-0.582121,8.049266,10.217407,2.500000
0.710000,-0.640339,-0.558092,8.338351,10.310697,2.500000
0.712000,-0.618118,-0.547634,8.636575,10.417683,2.500000
0.714000,-0.611316,-0.523298,8.944781,10.539276,2.500000
0.716000,-0.597686,-0.521507,9.263855,10.676453,2.500000
0.718000,-0.577413,-0.482946,9.594720,10.830252,2.500000
0.720000,-0.555919,-0.469583,9.938324,11.001766,2.500000
0.722000,-0.545116,-0.429207,10.295626,11.192131,2.500000
0.724000,-0.514812,-0.415716,10.667571,11.402502,2.500000
0.726000,-0.498931,-0.392919,11.055054,11.634026,2.500000
0.728000,-0.474304,-0.381643,11.458870,11.887795,2.500000
0.730000,-0.468821,-0.327366,11.879644,12.164779,2.500000
0.732000,-0.413867,-0.314421,12.317739,12.465739,2.500000
0.734000,-0.390170,-0.301272,10.632336,10.834925,-10.000000
0.736000,-0.388025,-0.271118,8.839368,9.105685,-10.000000
0.738000,-0.349212,-0.282002,6.960780,7.297469,-10.000000
0.740000,-0.368190,-0.237758,5.740836,6.101183,-6.067575
0.742000,-0.358516,-0.225866,4.623509,5.001599,-5.359105
0.744000,-0.331710,-0.245789,3.894065,4.265483,-3.204839
0.746000,-0.339965,-0.211894,3.711162,4.042420,-0.297770
0.748000,-0.317069,-0.196363,3.325205,3.630543,-1.354935
0.750000,-0.328900,-0.222198,3.012944,3.289276,-0.969809
0.752000,-0.309328,-0.177105,3.118084,3.342075,1.162430
0.754000,-0.314666,-0.199090,2.796346,2.994234,-1.020254
0.756000,-0.282315,-0.177718,2.867342,3.018075,0.954811
0.758000,-0.319879,-0.171179,2.758061,2.873068,0.037476
0.760000,-0.308578,-0.164168,2.648497,2.729050,0.025462
0.762000,-0.290416,-0.154398,2.564253,2.610189,0.139971
0.764000,-0.283155,-0.154659,2.469811,2.482824,0.078574
0.766000,-0.268149,-0.176002,2.462100,2.438776,0.492319
0.768000,-0.273163,-0.142593,2.717358,2.645329,1.762419
0.770000,-0.271445,-0.131837,2.547209,2.449263,-0.315080
0.772000,-0.245045,-0.133284,2.382456,2.259388,-0.300560
0.774000,-0.237325,-0.137003,2.360152,2.205947,0.373094
0.776000,-0.244833,-0.138045,2.423072,2.234593,0.770301
0.778000,-0.241837,-0.113215,2.492316,2.270298,0.789554
0.780000,-0.245581,-0.122249,2.304374,2.062075,-0.444693
0.782000,-0.234082,-0.110706,2.327224,2.055657,0.542205
0.784000,-0.237307,-0.114648,2.255082,1.959605,0.082901
0.786000,-0.224748,-0.118434,2.284285,1.961121,0.549257
0.788000,-0.234906,-0.115094,2.373598,2.020910,0.821831
0.790000,-0.212872,-0.092965,2.402965,2.024404,0.531694
0.792000,-0.227382,-0.107665,2.225717,1.831464,-0.443975
0.794000,-0.192216,-0.107715,2.305267,1.884739,0.740038
0.796000,-0.210269,-0.078560,2.392983,1.946698,0.769473
0.798000,-0.195067,-0.085016,2.139341,1.683118,-0.823014
0.800000,-0.187591,-0.083398,2.113342,1.638052,0.216243
0.802000,-0.179513,-0.098270,2.109270,1.614716,0.308016
0.804000,-0.167284,-0.069866,2.290927,1.769894,1.156029
0.806000,-0.177156,-0.080306,2.106576,1.575478,-0.534780
0.808000,-0.162089,-0.068315,2.138991,1.589360,0.448390
0.810000,-0.175736,-0.059055,2.055448,1.492901,-0.091915
0.812000,-0.175053,-0.075150,1.923474,1.350721,-0.324711
0.814000,-0.163498,-0.056115,2.048138,1.455084,0.839088
0.816000,-0.163017,-0.066669,1.929183,1.326625,-0.279593
0.818000,-0.146897,-0.081738,2.000057,1.380743,0.576584
0.820000,-0.140436,-0.070992,2.222345,1.580669,1.262144
0.822000,-0.157991,-0.057870,2.233855,1.579210,0.299395
0.824000,-0.144971,-0.056676,2.099912,1.438975,-0.371441
0.826000,-0.136958,-0.051011,2.044232,1.374470,-0.027909
0.828000,-0.132036,-0.074172,1.974113,1.296744,-0.103204
0.830000,-0.133870,-0.047645,2.205167,1.508584,1.254996
0.832000,-0.118872,-0.058637,2.040235,1.341135,-0.542712
0.834000,-0.130667,-0.031319,2.100464,1.390389,0.465032
0.836000,-0.130971,-0.036980,1.835811,1.128460,-1.013243
0.838000,-0.118758,-0.042702,1.778663,1.066227,-0.089451
0.840000,-0.110705,-0.019689,1.830098,1.108718,0.393986
0.842000,-0.098133,-0.028248,1.619272,0.899945,-0.797568
0.844000,-0.109989,-0.012091,1.626925,0.901338,0.177722
0.846000,-0.106499,-0.012940,1.454162,0.729924,-0.643371
0.848000,-0.088140,-0.010814,1.389323,0.662469,-0.166334
0.850000,-0.086386,-0.005770,1.353906,0.623566,-0.039729
0.852000,-0.097872,-0.029990,1.289015,0.556649,-0.178037
0.854000,-0.090730,-0.020396,1.517617,0.771806,1.142880
