t,theta,alpha,theta_dot,alpha_dot,voltage
0.380000,-0.191212,-0.011523,0.245787,0.083035,0.054759
0.382000,-0.190718,-0.011357,0.248103,0.082649,0.054150
0.384000,-0.190219,-0.011192,0.250370,0.082253,0.053544
0.386000,-0.189716,-0.011028,0.252588,0.081849,0.052941
0.388000,-0.189209,-0.010865,0.254759,0.081436,0.052340
0.390000,-0.188697,-0.010702,0.256882,0.081015,0.051743
0.392000,-0.188182,-0.010541,0.258959,0.080586,0.051148
0.394000,-0.187662,-0.010380,0.260989,0.080149,0.050557
0.396000,-0.187138,-0.010220,0.262974,0.079705,0.049969
0.398000,-0.186610,-0.010061,0.264913,0.079254,0.049383
0.400000,-0.186078,-0.009903,0.266808,0.078797,0.048801
0.402000,-0.185543,-0.009746,0.268659,0.078333,0.048222
0.404000,-0.185004,-0.009590,0.270467,0.077863,0.047646
0.406000,-0.184461,-0.009435,0.272231,0.077387,0.047074
0.408000,-0.183915,-0.009281,0.273953,0.076905,0.046505
0.410000,-0.183365,-0.009127,0.275633,0.076419,0.045939
0.412000,-0.182812,-0.008975,0.277271,0.075927,0.045376
0.414000,-0.182256,-0.008824,0.278869,0.075431,0.044817
0.416000,-0.181697,-0.008673,0.280426,0.074930,0.044262
0.418000,-0.181135,-0.008524,0.281943,0.074425,0.043709
0.420000,-0.180569,-0.008376,0.283420,0.073916,0.043160
0.422000,-0.180001,-0.008228,0.284859,0.073404,0.042615
0.424000,-0.179430,-0.008082,0.286259,0.072887,0.042073
0.426000,-0.178856,-0.007937,0.287620,0.072368,0.041535
0.428000,-0.178279,-0.007793,0.288944,0.071845,0.041000
0.430000,-0.177700,-0.007649,0.290231,0.071319,0.040469
0.432000,-0.177119,-0.007507,0.291482,0.070791,0.039941
0.434000,-0.176534,-0.007366,0.292696,0.070260,0.039417
0.436000,-0.175948,-0.007226,0.293874,0.069727,0.038897
0.438000,-0.175359,-0.007087,0.295017,0.069192,0.038380
0.440000,-0.174768,-0.006950,0.296125,0.068655,0.037867
0.442000,-0.174175,-0.006813,0.297199,0.068116,0.037357
0.444000,-0.173579,-0.006677,0.298238,0.067575,0.036852
0.446000,-0.172982,-0.006543,0.299244,0.067033,0.036349
0.448000,-0.172382,-0.006409,0.300217,0.066490,0.035851
0.450000,-0.171781,-0.006277,0.301157,0.065946,0.035356
0.452000,-0.171178,-0.006145,0.302065,0.065401,0.034865
0.454000,-0.170573,-0.006015,0.302941,0.064854,0.034377
0.456000,-0.169966,-0.005886,0.303785,0.064308,0.033894
0.458000,-0.169358,-0.005758,0.304598,0.063760,0.033414
0.460000,-0.168748,-0.005631,0.305381,0.063213,0.032937
0.462000,-0.168136,-0.005505,0.306133,0.062665,0.032464
0.464000,-0.167523,-0.005380,0.306856,0.062117,0.031995
0.466000,-0.166909,-0.005257,0.307548,0.061568,0.031530
0.468000,-0.166293,-0.005134,0.308212,0.061020,0.031069
0.470000,-0.165676,-0.005013,0.308847,0.060473,0.030611
0.472000,-0.165058,-0.004892,0.309453,0.059925,0.030157
0.474000,-0.164438,-0.004773,0.310032,0.059378,0.029706
0.476000,-0.163818,-0.004655,0.310583,0.058832,0.029259
0.478000,-0.163196,-0.004538,0.311107,0.058286,0.028816
0.480000,-0.162573,-0.004422,0.311603,0.057741,0.028377
0.482000,-0.161949,-0.004307,0.312074,0.057197,0.027941
0.484000,-0.161325,-0.004193,0.312518,0.056654,0.027509
0.486000,-0.160699,-0.004080,0.312936,0.056112,0.027080
0.488000,-0.160073,-0.003968,0.313329,0.055571,0.026656
0.490000,-0.159446,-0.003858,0.313696,0.055031,0.026235
0.492000,-0.158818,-0.003748,0.314039,0.054493,0.025817
0.494000,-0.158190,-0.003640,0.314358,0.053956,0.025403
0.496000,-0.157561,-0.003533,0.314652,0.053420,0.024993
0.498000,-0.156932,-0.003426,0.314922,0.052886,0.024586
0.500000,-0.156301,-0.003321,0.315170,0.052354,0.024183
0.502000,-0.155671,-0.003217,0.315394,0.051823,0.023784
0.504000,-0.155040,-0.003114,0.315595,0.051294,0.023388
0.506000,-0.154409,-0.003012,0.315773,0.050767,0.022996
0.508000,-0.153777,-0.002911,0.315930,0.050241,0.022607
0.510000,-0.153145,-0.002811,0.316065,0.049718,0.022222
0.512000,-0.152513,-0.002712,0.316178,0.049197,0.021840
0.514000,-0.151880,-0.002614,0.316270,0.048677,0.021462
0.516000,-0.151248,-0.002517,0.316341,0.048160,0.021088
0.518000,-0.150615,-0.002421,0.316391,0.047645,0.020716
0.520000,-0.149982,-0.002327,0.316421,0.047132,0.020349
0.522000,-0.149349,-0.002233,0.316431,0.046622,0.019985
0.524000,-0.148716,-0.002140,0.316421,0.046113,0.019624
0.526000,-0.148084,-0.002049,0.316392,0.045608,0.019267
0.528000,-0.147451,-0.001958,0.316344,0.045104,0.018913
0.530000,-0.146818,-0.001868,0.316276,0.044603,0.018562
0.532000,-0.146186,-0.001779,0.316190,0.044104,0.018215
0.534000,-0.145554,-0.001692,0.316086,0.043608,0.017872
0.536000,-0.144921,-0.001605,0.315964,0.043115,0.017531
0.538000,-0.144290,-0.001519,0.315824,0.042624,0.017194
0.540000,-0.143658,-0.001435,0.315666,0.042136,0.016861
0.542000,-0.143027,-0.001351,0.315491,0.041650,0.016530
0.544000,-0.142396,-0.001268,0.315299,0.041167,0.016203
0.546000,-0.141766,-0.001186,0.315091,0.040687,0.015880
0.548000,-0.141136,-0.001105,0.314866,0.040209,0.015559
0.550000,-0.140506,-0.001025,0.314624,0.039734,0.015242
0.552000,-0.139878,-0.000946,0.314367,0.039262,0.014928
0.554000,-0.139249,-0.000868,0.314094,0.038793,0.014617
0.556000,-0.138621,-0.000791,0.313806,0.038327,0.014309
0.558000,-0.137994,-0.000715,0.313502,0.037864,0.014005
0.560000,-0.137367,-0.000640,0.313183,0.037403,0.013703
0.562000,-0.136741,-0.000565,0.312850,0.036945,0.013405
0.564000,-0.136116,-0.000492,0.312502,0.036491,0.013110
0.566000,-0.135491,-0.000419,0.312140,0.036039,0.012818
0.568000,-0.134867,-0.000348,0.311764,0.035590,0.012529
0.570000,-0.134244,-0.000277,0.311373,0.035144,0.012243
0.572000,-0.133622,-0.000207,0.310970,0.034701,0.011961
0.574000,-0.133000,-0.000138,0.310553,0.034261,0.011681
0.576000,-0.132380,-0.000070,0.310122,0.033824,0.011404
0.578000,-0.131760,-0.000003,0.309679,0.033390,0.011130
0.580000,-0.131141,0.000063,0.309223,0.032959,0.010859
0.582000,-0.130523,0.000129,0.308755,0.032531,0.010591
0.584000,-0.129906,0.000193,0.308274,0.032107,0.010326
0.586000,-0.129290,0.000257,0.307781,0.031685,0.010064
0.588000,-0.128675,0.000320,0.307277,0.031266,0.009805
0.590000,-0.128061,0.000382,0.306760,0.030850,0.009549
0.592000,-0.127448,0.000444,0.306233,0.030438,0.009295
0.594000,-0.126836,0.000504,0.305694,0.030028,0.009045
0.596000,-0.126225,0.000564,0.305143,0.029622,0.008797
0.598000,-0.125615,0.000622,0.304582,0.029218,0.008552
0.600000,-0.125007,0.000680,0.304011,0.028818,0.008310
0.602000,-0.124399,0.000738,0.303429,0.028420,0.008070
0.604000,-0.123793,0.000794,0.302836,0.028026,0.007833
0.606000,-0.123188,0.000850,0.302233,0.027635,0.007599
0.608000,-0.122584,0.000905,0.301621,0.027247,0.007368
0.610000,-0.121982,0.000959,0.300999,0.026862,0.007139
0.612000,-0.121380,0.001012,0.300367,0.026480,0.006913
0.614000,-0.120780,0.001065,0.299726,0.026101,0.006690
0.616000,-0.120181,0.001116,0.299075,0.025725,0.006469
0.618000,-0.119584,0.001168,0.298416,0.025353,0.006251
0.620000,-0.118988,0.001218,0.297747,0.024983,0.006035
0.622000,-0.118393,0.001267,0.297070,0.024616,0.005822
0.624000,-0.117799,0.001316,0.296385,0.024253,0.005612
0.626000,-0.117207,0.001364,0.295691,0.023892,0.005404
0.628000,-0.116617,0.001412,0.294989,0.023535,0.005198
0.630000,-0.116027,0.001459,0.294279,0.023180,0.004995
0.632000,-0.115440,0.001505,0.293561,0.022829,0.004795
0.634000,-0.114853,0.001550,0.292835,0.022480,0.004597
0.636000,-0.114268,0.001595,0.292102,0.022135,0.004401
0.638000,-0.113685,0.001638,0.291361,0.021792,0.004208
0.640000,-0.113103,0.001682,0.290613,0.021453,0.004017
0.642000,-0.112522,0.001724,0.289858,0.021116,0.003828
0.644000,-0.111943,0.001766,0.289096,0.020783,0.003642
0.646000,-0.111366,0.001807,0.288328,0.020452,0.003458
0.648000,-0.110790,0.001848,0.287552,0.020125,0.003276
0.650000,-0.110216,0.001888,0.286771,0.019800,0.003097
0.652000,-0.109643,0.001927,0.285982,0.019479,0.002920
0.654000,-0.109072,0.001966,0.285188,0.019160,0.002745
0.656000,-0.108502,0.002004,0.284388,0.018844,0.002573
0.658000,-0.107934,0.002041,0.283581,0.018531,0.002402
0.660000,-0.107368,0.002078,0.282769,0.018221,0.002234
0.662000,-0.106803,0.002114,0.281951,0.017914,0.002068
0.664000,-0.106240,0.002150,0.281128,0.017609,0.001905
0.666000,-0.105679,0.002184,0.280299,0.017308,0.001743
0.668000,-0.105119,0.002219,0.279465,0.017009,0.001583
0.670000,-0.104561,0.002252,0.278626,0.016713,0.001426
0.672000,-0.104005,0.002286,0.277782,0.016420,0.001271
0.674000,-0.103450,0.002318,0.276933,0.016130,0.001117
0.676000,-0.102897,0.002350,0.276079,0.015843,0.000966
0.678000,-0.102346,0.002381,0.275221,0.015558,0.000817
0.680000,-0.101796,0.002412,0.274358,0.015276,0.000670
0.682000,-0.101248,0.002443,0.273490,0.014997,0.000524
0.684000,-0.100702,0.002472,0.272619,0.014721,0.000381
0.686000,-0.100158,0.002501,0.271743,0.014447,0.000240
0.688000,-0.099615,0.002530,0.270863,0.014176,0.000101
0.690000,-0.099074,0.002558,0.269979,0.013908,-0.000037
0.692000,-0.098535,0.002586,0.269092,0.013643,-0.000172
0.694000,-0.097998,0.002613,0.268201,0.013380,-0.000306
0.696000,-0.097462,0.002639,0.267306,0.013119,-0.000438
0.698000,-0.096929,0.002665,0.266407,0.012862,-0.000567
0.700000,-0.096397,0.002691,0.265506,0.012607,-0.000695
0.702000,-0.095867,0.002716,0.264601,0.012354,-0.000822
0.704000,-0.095338,0.002740,0.263693,0.012105,-0.000946
0.706000,-0.094812,0.002764,0.262781,0.011857,-0.001069
0.708000,-0.094287,0.002787,0.261867,0.011613,-0.001189
0.710000,-0.093764,0.002810,0.260950,0.011371,-0.001309
0.712000,-0.093243,0.002833,0.260030,0.011131,-0.001426
0.714000,-0.092724,0.002855,0.259108,0.010894,-0.001542
0.716000,-0.092207,0.002877,0.258182,0.010659,-0.001655
0.718000,-0.091692,0.002898,0.257255,0.010427,-0.001768
0.720000,-0.091178,0.002918,0.256325,0.010197,-0.001878
0.722000,-0.090666,0.002938,0.255393,0.009970,-0.001987
0.724000,-0.090157,0.002958,0.254458,0.009745,-0.002094
0.726000,-0.089649,0.002977,0.253522,0.009523,-0.002200
0.728000,-0.089142,0.002996,0.252583,0.009303,-0.002304
0.730000,-0.088638,0.003015,0.251642,0.009086,-0.002406
0.732000,-0.088136,0.003033,0.250700,0.008870,-0.002507
0.734000,-0.087635,0.003050,0.249756,0.008658,-0.002607
0.736000,-0.087137,0.003067,0.248810,0.008447,-0.002704
0.738000,-0.086640,0.003084,0.247863,0.008239,-0.002801
0.740000,-0.086145,0.003100,0.246914,0.008033,-0.002895
0.742000,-0.085653,0.003116,0.245963,0.007829,-0.002988
0.744000,-0.085162,0.003131,0.245012,0.007628,-0.003080
0.746000,-0.084672,0.003146,0.244059,0.007429,-0.003170
0.748000,-0.084185,0.003161,0.243104,0.007232,-0.003259
0.750000,-0.083700,0.003175,0.242149,0.007038,-0.003346
0.752000,-0.083217,0.003189,0.241193,0.006845,-0.003432
0.754000,-0.082735,0.003203,0.240236,0.006655,-0.003517
0.756000,-0.082256,0.003216,0.239277,0.006467,-0.003600
0.758000,-0.081778,0.003229,0.238318,0.006281,-0.003681
0.760000,-0.081303,0.003241,0.237358,0.006097,-0.003762
0.762000,-0.080829,0.003253,0.236398,0.005916,-0.003841
0.764000,-0.080357,0.003265,0.235437,0.005736,-0.003918
0.766000,-0.079887,0.003276,0.234475,0.005559,-0.003994
0.768000,-0.079419,0.003287,0.233513,0.005384,-0.004069
0.770000,-0.078953,0.003297,0.232551,0.005210,-0.004143
0.772000,-0.078489,0.003308,0.231588,0.005039,-0.004215
0.774000,-0.078027,0.003318,0.230625,0.004870,-0.004286
0.776000,-0.077566,0.003327,0.229661,0.004703,-0.004356
0.778000,-0.077108,0.003336,0.228698,0.004538,-0.004425
0.780000,-0.076652,0.003345,0.227734,0.004374,-0.004492
0.782000,-0.076197,0.003354,0.226771,0.004213,-0.004558
0.784000,-0.075745,0.003362,0.225807,0.004054,-0.004623
0.786000,-0.075294,0.003370,0.224844,0.003897,-0.004687
0.788000,-0.074845,0.003378,0.223880,0.003741,-0.004749
0.790000,-0.074398,0.003385,0.222917,0.003588,-0.004811
0.792000,-0.073953,0.003392,0.221955,0.003436,-0.004871
0.794000,-0.073511,0.003399,0.220992,0.003287,-0.004930
0.796000,-0.073070,0.003405,0.220030,0.003139,-0.004988
0.798000,-0.072630,0.003411,0.219068,0.002993,-0.005044
0.800000,-0.072193,0.003417,0.218107,0.002849,-0.005100
0.802000,-0.071758,0.003423,0.217146,0.002706,-0.005155
0.804000,-0.071325,0.003428,0.216186,0.002566,-0.005208
0.806000,-0.070893,0.003433,0.215227,0.002427,-0.005261
0.808000,-0.070464,0.003438,0.214268,0.002290,-0.005312
0.810000,-0.070036,0.003442,0.213310,0.002155,-0.005362
0.812000,-0.069611,0.003446,0.212353,0.002021,-0.005411
0.814000,-0.069187,0.003450,0.211396,0.001889,-0.005460
0.816000,-0.068765,0.003454,0.210441,0.001759,-0.005507
0.818000,-0.068345,0.003457,0.209486,0.001631,-0.005553
0.820000,-0.067927,0.003460,0.208533,0.001504,-0.005598
0.822000,-0.067511,0.003463,0.207580,0.001379,-0.005642
0.824000,-0.067097,0.003466,0.206628,0.001256,-0.005686
0.826000,-0.066684,0.003468,0.205678,0.001134,-0.005728
0.828000,-0.066274,0.003471,0.204729,0.001014,-0.005769
0.830000,-0.065865,0.003472,0.203781,0.000895,-0.005810
0.832000,-0.065459,0.003474,0.202834,0.000778,-0.005849
0.834000,-0.065054,0.003476,0.201888,0.000663,-0.005888
0.836000,-0.064651,0.003477,0.200944,0.000549,-0.005925
0.838000,-0.064250,0.003478,0.200001,0.000437,-0.005962
0.840000,-0.063851,0.003478,0.199060,0.000326,-0.005998
0.842000,-0.063454,0.003479,0.198119,0.000217,-0.006033
0.844000,-0.063059,0.003479,0.197181,0.000110,-0.006067
0.846000,-0.062665,0.003479,0.196244,0.000003,-0.006100
0.848000,-0.062274,0.003479,0.195308,-0.000101,-0.006133
0.850000,-0.061884,0.003479,0.194374,-0.000204,-0.006164
0.852000,-0.061496,0.003479,0.193442,-0.000306,-0.006195
0.854000,-0.061110,0.003478,0.192511,-0.000407,-0.006225
0.856000,-0.060726,0.003477,0.191582,-0.000505,-0.006254
0.858000,-0.060344,0.003476,0.190655,-0.000603,-0.006282
